;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-11.76%;-9.27%;14.81%;1.00%;-0.99%;10.00%;0.00%;-7.27%;14.12%;7.39%;-7.20%;-5.17%;1.10%
2001;14.55%;3.17%;-3.85%;-3.92%;-0.08%;-4.17%;13.04%;-3.85%;-20.00%;0.00%;0.00%;0.00%;-9.09%
2002;5.00%;-0.48%;-9.09%;0.00%;-1.05%;-2.13%;-2.17%;5.56%;0.00%;-17.89%;21.79%;-25.26%;-29.00%
2003;12.68%;18.75%;4.21%;11.11%;0.45%;69.68%;4.53%;2.04%;2.50%;8.78%;3.14%;16.30%;276.76%
2004;2.80%;-2.91%;6.74%;1.75%;6.90%;6.45%;0.00%;21.21%;7.50%;4.65%;0.00%;4.44%;75.70%
2005;2.13%;8.33%;9.12%;-3.07%;0.00%;-27.27%;37.25%;-10.75%;0.00%;0.00%;-18.37%;0.03%;-14.87%
2006;7.45%;-1.84%;2.42%;-0.05%;4.17%;0.00%;-2.22%;-1.14%;0.02%;3.33%;11.19%;4.02%;29.97%
2007;6.73%;8.11%;0.00%;1.67%;14.13%;3.33%;0.10%;-1.40%;2.82%;13.70%;7.23%;1.12%;73.08%
2008;5.56%;20.00%;-6.14%;9.35%;6.75%;-3.92%;-5.83%;7.07%;-6.20%;-4.44%;-10.57%;-8.34%;-1.22%
2009;-3.37%;-9.43%;-6.57%;1.10%;8.16%;6.05%;-0.59%;-4.77%;0.13%;5.74%;-0.00%;-0.70%;-5.62%
2010;0.00%;-1.07%;1.14%;-0.83%;-6.31%;-2.55%;-0.01%;-5.26%;10.42%;-6.92%;17.57%;12.75%;16.91%
2011;-0.82%;-12.84%;3.53%;-5.46%;15.66%;0.00%;0.00%;-17.36%;0.84%;-8.65%;16.32%;2.34%;-11.31%
2012;9.20%;0.00%;5.25%;0.00%;-1.99%;2.04%;0.00%;29.25%;7.75%;0.72%;-7.84%;5.40%;56.63%
2013;38.40%;-17.22%;0.00%;-15.34%;16.53%;0.68%;0.00%;-12.11%;0.00%;1.48%;20.45%;-0.01%;22.25%
2014;-1.88%;0.00%;2.66%;5.53%;0.00%;0.00%;-19.49%;2.82%;0.08%;7.14%;-6.61%;-10.77%;-21.38%
2015;0.00%;0.00%;4.00%;-7.68%;8.32%;0.00%;0.00%;0.00%;1.62%;5.98%;-2.14%;0.00%;9.61%
2016;2.19%;0.00%;0.00%;0.00%;0.00%;-0.01%;0.00%;0.00%;0.01%;0.00%;0.00%;10.71%;13.13%
2017;0.00%;0.00%;9.68%;5.88%;0.00%;-19.44%;-4.83%;12.32%;-8.77%;7.50%;-4.61%;3.03%;-3.62%
2018;7.11%;3.74%;6.02%;5.11%;-13.51%;-1.88%;0.32%;1.59%;0.00%;3.12%;-3.03%;4.06%;11.45%
2019;6.31%;0.00%;-3.95%;1.18%;0.00%;0.00%;4.65%;-2.78%;0.00%;0.00%;-0.00%;-2.86%;2.10%
2020;5.89%;-6.67%;-13.69%;-13.10%;3.17%;15.38%;26.67%;7.89%;1.46%;-0.00%;10.58%;-2.18%;32.35%
2021;4.45%;3.79%;2.90%;8.77%;10.26%;1.33%;25.90%;10.62%;2.87%;0.23%;-4.34%;-5.73%;75.56%
2022;2.78%;-0.25%;11.12%;1.11%;1.10%;1.08%;4.30%;-3.10%;3.20%;-1.24%;-0.84%;0.52%;20.88%
2023;-3.66%;-2.18%;-4.66%;-13.29%;5.91%;6.73%;-23.89%;5.61%;14.80%;2.83%;-2.75%;2.93%;-16.36%
