;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-9.90%;0.00%;0.00%;0.00%;-9.90%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2006;0.00%;0.00%;-37.85%;0.00%;0.72%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-37.40%
2007;0.00%;0.00%;-98.79%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-98.79%
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-99.89%;23.66%;-19.57%;0.00%;-99.89%
2009;0.00%;-0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;116.22%;2.00%;0.00%;0.74%;122.16%
2010;41.12%;6.38%;2.11%;0.00%;0.00%;0.00%;13.02%;26.40%;0.00%;0.00%;0.00%;0.00%;118.98%
2011;0.00%;11.11%;0.00%;0.00%;0.06%;0.00%;-39.20%;0.00%;0.00%;0.00%;0.00%;0.00%;-32.40%
2012;0.00%;0.00%;16.94%;0.48%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;17.50%
2013;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.69%;2.69%
2014;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2015;0.00%;0.00%;0.00%;41.04%;0.00%;-0.40%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;40.48%
2016;0.00%;0.00%;-58.99%;0.18%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-58.92%
2017;0.00%;0.00%;0.00%;-0.51%;0.00%;0.25%;0.00%;0.00%;0.00%;0.00%;0.00%;73.88%;73.43%
2018;43.06%;-5.00%;0.00%;0.00%;0.64%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;36.78%
2019;0.00%;-13.68%;0.00%;15.85%;0.44%;15.79%;0.00%;-24.00%;-4.31%;-21.62%;115.31%;373.33%;575.59%
2020;-68.47%;-18.86%;-25.38%;19.67%;-11.51%;102.48%;-9.59%;-3.38%;-5.47%;3.01%;10.16%;-5.34%;-63.69%
2021;-5.56%;-6.25%;10.03%;11.77%;-13.46%;-2.21%;-3.86%;-22.65%;-9.06%;2.09%;-11.26%;-6.75%;-47.36%
2022;17.83%;-7.28%;18.55%;1.04%;0.51%;-17.71%;7.54%;-17.63%;9.12%;-8.12%;-4.46%;9.43%;0.50%
2023;-4.41%;-3.26%;-8.17%;5.03%;33.80%;19.23%;11.63%;-9.29%;-15.43%;2.19%;21.36%;-2.92%;46.66%
2024;9.05%;-0.73%;-3.92%;-7.57%;-5.06%;3.57%;5.79%;7.08%;-9.37%;-0.06%;6.35%;1.37%;4.55%
2025;-1.79%;-5.06%;-0.99%;5.32%;13.12%;16.01%;-12.02%;3.33%;0.00%;0.00%;0.00%;0.00%;16.00%
