;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.33%;3.90%;2.37%;6.53%;23.21%;-11.51%;23.94%
2008;-13.93%;20.61%;-21.01%;12.18%;12.86%;-10.13%;1.41%;-10.56%;-38.04%;-42.36%;-21.74%;8.89%;-74.24%
2009;10.20%;-3.52%;31.96%;54.55%;27.53%;0.18%;16.94%;7.53%;-0.41%;-3.59%;16.08%;7.86%;318.78%
2010;-11.18%;7.82%;-5.27%;-0.89%;-3.90%;7.53%;24.08%;-7.10%;9.62%;3.36%;2.11%;-7.91%;14.11%
2011;-9.67%;-6.31%;-2.50%;5.59%;6.99%;-10.93%;-8.56%;13.08%;-28.13%;33.75%;-9.55%;-8.15%;-31.45%
2012;25.70%;2.97%;-6.50%;-14.36%;-21.91%;7.39%;19.89%;4.30%;4.30%;-15.09%;9.81%;5.92%;11.96%
2013;-4.84%;11.40%;-33.94%;2.98%;-23.61%;-1.36%;-0.31%;28.66%;9.10%;5.93%;-4.15%;-8.86%;-29.63%
2014;-2.14%;-1.58%;-0.37%;-12.73%;-2.69%;8.59%;-2.41%;25.27%;-9.98%;-0.12%;3.66%;-12.82%;-12.10%
2015;-7.02%;-1.89%;18.34%;2.50%;-6.59%;1.83%;-1.03%;-17.49%;-4.40%;21.84%;11.32%;5.08%;17.14%
2016;5.41%;15.85%;11.04%;2.12%;-17.97%;9.63%;25.35%;-9.23%;-2.93%;3.52%;-6.47%;-5.36%;26.04%
2017;16.64%;11.91%;0.56%;11.00%;-18.76%;4.40%;5.99%;-5.86%;2.00%;-8.07%;5.53%;12.66%;37.48%
2018;0.73%;0.20%;7.05%;-7.69%;-10.20%;-10.62%;9.72%;-1.59%;-5.46%;2.85%;-4.03%;12.08%;-9.60%
2019;21.36%;-9.40%;2.94%;3.72%;18.54%;13.78%;3.63%;-2.86%;-10.46%;-0.28%;-0.11%;22.65%;74.35%
2020;-3.16%;-6.61%;-37.20%;23.77%;0.13%;18.66%;6.33%;-6.11%;-10.46%;4.72%;12.34%;0.11%;-12.06%
2021;0.26%;-11.47%;8.20%;-4.67%;0.23%;-6.10%;-12.19%;-4.53%;-10.23%;-17.41%;9.26%;8.21%;-36.68%
2022;11.75%;-10.89%;7.53%;-19.69%;-6.40%;-19.15%;17.29%;12.12%;20.93%;-18.04%;-15.62%;-11.53%;-36.67%
2023;-7.63%;-15.95%;8.14%;12.85%;40.00%;14.78%;20.14%;-18.27%;1.58%;0.00%;0.00%;0.00%;51.84%
