;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;23.33%;-4.05%;18.33%
2002;5.63%;13.33%;9.41%;-5.38%;2.27%;0.00%;16.67%;23.81%;23.08%;21.87%;0.00%;-3.08%;166.20%
2003;-2.12%;0.00%;-2.16%;-17.13%;-6.67%;7.14%;-3.33%;-3.45%;-3.57%;-7.41%;4.00%;5.38%;-27.51%
2004;0.00%;0.00%;16.06%;0.00%;0.00%;0.00%;-23.90%;12.40%;2.94%;0.00%;-3.57%;5.93%;4.38%
2005;1.40%;0.00%;1.38%;0.00%;0.00%;-15.65%;-13.71%;-1.87%;22.86%;1.55%;0.00%;45.04%;32.87%
2006;5.26%;0.00%;50.00%;30.00%;2.05%;-14.57%;0.00%;0.00%;-2.94%;-0.00%;9.09%;11.11%;110.53%
2007;25.00%;47.00%;10.20%;7.41%;4.02%;16.02%;4.76%;-9.09%;35.00%;14.81%;-19.35%;0.00%;212.50%
2008;-19.84%;-5.19%;-20.95%;0.00%;26.50%;-10.53%;-11.76%;-10.67%;-32.84%;-30.89%;35.78%;0.00%;-66.22%
2009;0.00%;-10.03%;11.42%;37.50%;16.00%;-5.00%;21.60%;4.48%;0.00%;0.00%;-11.61%;23.31%;110.32%
2010;0.00%;-7.64%;1.60%;-10.71%;1.80%;0.00%;-4.59%;6.00%;-5.47%;-0.00%;2.04%;9.78%;-8.67%
2011;-15.82%;-1.08%;3.28%;-14.38%;33.16%;-31.43%;-5.47%;-2.80%;-13.18%;-10.99%;-7.53%;3.38%;-54.37%
2012;24.18%;24.74%;1.69%;-7.05%;-8.04%;25.24%;0.78%;0.64%;2.35%;22.22%;-8.03%;12.07%;120.50%
2013;-13.85%;6.43%;3.02%;-7.56%;-2.14%;23.64%;-8.53%;-3.22%;-0.66%;-1.67%;-6.46%;-3.27%;-17.34%
2014;-9.02%;-11.57%;-1.87%;-34.29%;21.01%;-20.96%;-13.64%;-25.44%;0.00%;-16.47%;2.82%;4.11%;-71.43%
2015;-35.17%;1.48%;-23.64%;-8.10%;-20.15%;-15.55%;0.01%;6.11%;-6.28%;6.15%;-31.58%;51.54%;-65.92%
2016;-27.92%;-1.41%;25.00%;-6.29%;-3.05%;0.00%;28.93%;-1.95%;-17.91%;6.67%;-11.36%;3.21%;-18.27%
2017;5.59%;-0.00%;-1.18%;4.17%;0.00%;-4.00%;45.83%;-18.37%;6.00%;2.36%;-10.60%;0.00%;20.50%
2018;-2.58%;27.51%;-14.11%;-13.04%;0.00%;-0.00%;6.67%;8.33%;56.25%;38.77%;-9.76%;17.69%;146.91%
2019;1.67%;-11.70%;-5.81%;-7.41%;-7.47%;-2.02%;-3.24%;3.34%;-1.76%;0.90%;33.53%;13.56%;6.68%
2020;5.48%;-27.64%;-8.21%;-2.23%;10.86%;42.01%;-3.99%;11.91%;31.42%;-5.53%;83.54%;17.64%;210.57%
2021;11.66%;7.17%;21.17%;13.43%;-4.18%;-6.48%;13.72%;-11.28%;-5.59%;-3.90%;3.92%;10.16%;54.44%
2022;-9.91%;1.81%;10.77%;1.74%;-15.79%;-18.90%;14.67%;-2.80%;-5.14%;-13.47%;-2.36%;-8.56%;-42.34%
2023;20.60%;-6.45%;4.55%;9.09%;-5.80%;3.37%;-2.41%;0.81%;5.94%;-8.00%;-1.51%;3.96%;23.02%
2024;-3.61%;-1.87%;-2.90%;-6.11%;-7.59%;0.34%;0.17%;-2.48%;-5.35%;-9.72%;-5.13%;-5.08%;-39.90%
2025;-6.83%;-1.83%;2.12%;6.78%;2.28%;-6.92%;-20.68%;-11.41%;0.00%;0.00%;0.00%;0.00%;-33.28%
