;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2010;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.57%;19.09%;17.43%;36.25%
2011;14.34%;3.13%;-9.28%;-5.35%;-11.80%;-1.41%;3.29%;-27.46%;-28.50%;14.13%;-22.31%;-14.59%;-64.28%
2012;-19.37%;48.91%;-7.29%;-13.33%;-38.41%;-7.26%;-20.45%;-6.63%;-4.30%;37.08%;-16.39%;-7.25%;-58.36%
2013;-20.72%;-1.87%;-5.71%;24.78%;-46.65%;12.12%;-34.75%;-11.83%;-22.15%;-43.10%;12.12%;22.97%;-80.76%
2014;27.47%;-7.76%;-13.08%;-31.18%;26.56%;46.91%;11.76%;4.59%;-21.28%;-11.42%;-21.65%;-39.21%;-49.23%
2015;-15.58%;37.95%;-16.17%;3.10%;-1.51%;-10.48%;-16.34%;-18.95%;-37.05%;20.57%;-4.74%;21.89%;-46.97%
2016;-40.41%;26.71%;95.14%;5.26%;-15.53%;-14.64%;8.91%;-2.82%;-6.97%;18.61%;3.81%;31.13%;77.80%
2017;20.29%;44.62%;24.02%;-7.47%;-15.36%;0.00%;1.68%;17.29%;5.74%;22.30%;12.91%;27.63%;275.57%
2018;7.95%;-17.89%;-18.62%;23.12%;-1.84%;-1.82%;14.59%;17.85%;17.42%;7.21%;-18.66%;2.48%;21.27%
2019;15.93%;31.29%;25.18%;-2.38%;-5.85%;-9.21%;11.60%;-3.98%;3.08%;6.20%;25.73%;42.13%;233.27%
2020;44.98%;-17.80%;-57.61%;22.46%;51.49%;14.23%;11.87%;5.81%;-16.71%;-10.23%;60.19%;39.90%;112.31%
2021;0.43%;18.61%;10.37%;-0.76%;7.72%;-1.22%;-8.41%;7.39%;30.52%;-6.20%;-13.55%;1.87%;47.24%
2022;15.72%;7.94%;-7.78%;12.14%;4.83%;-21.44%;10.14%;12.76%;0.81%;28.55%;1.86%;3.22%;80.02%
2023;13.14%;-19.95%;-7.45%;11.41%;-1.61%;8.45%;23.03%;1.75%;1.34%;1.40%;-3.71%;0.42%;23.96%
2024;-4.60%;-0.50%;11.51%;-1.52%;-13.31%;5.17%;9.80%;-2.52%;-7.49%;-5.42%;-2.05%;0.02%;-12.81%
2025;2.09%;-6.88%;4.27%;-15.30%;15.54%;8.86%;-0.50%;-8.56%;0.00%;0.00%;0.00%;0.00%;-3.91%
