;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;4.17%;-6.67%;14.29%;-12.50%;-10.00%;0.00%;0.00%;11.11%;-1.43%;-5.80%;0.00%;15.38%;4.17%
2001;0.00%;0.00%;0.00%;-25.33%;0.00%;0.00%;-19.64%;22.22%;0.00%;0.00%;0.00%;18.18%;-13.33%
2002;0.00%;0.00%;3.08%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.08%
2003;4.48%;0.00%;0.00%;0.00%;0.00%;-1.43%;1.45%;0.00%;0.00%;0.00%;0.00%;14.29%;19.40%
2004;0.00%;0.00%;21.25%;-16.49%;-1.23%;0.00%;18.75%;0.00%;0.00%;0.00%;0.00%;9.47%;30.00%
2005;-8.65%;-1.05%;1.06%;0.00%;0.00%;0.00%;10.53%;4.76%;12.73%;1.61%;-3.97%;1.65%;18.27%
2006;9.76%;8.15%;2.74%;5.33%;4.43%;-3.03%;3.12%;-1.21%;-6.75%;6.91%;6.15%;2.03%;43.09%
2007;2.27%;0.56%;0.83%;9.59%;1.50%;10.84%;0.00%;-2.96%;3.05%;6.67%;15.62%;0.00%;57.67%
2008;-29.73%;5.10%;2.46%;2.38%;0.00%;11.63%;2.08%;0.00%;0.00%;0.00%;0.16%;-2.20%;-13.51%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;-18.75%;0.00%;0.00%;0.00%;10.26%;0.00%;0.00%;-10.42%
2010;7.00%;8.67%;0.00%;0.04%;-0.04%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.28%
2011;-1.00%;21.21%;0.00%;0.00%;0.00%;0.00%;33.33%;0.00%;0.00%;0.00%;0.00%;2.50%;64.00%
2012;9.76%;3.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-65.03%;0.25%;7.36%;5.71%;-54.88%
2013;0.00%;0.00%;0.00%;0.00%;0.00%;5.41%;2.56%;0.00%;0.00%;0.00%;0.00%;0.00%;8.11%
2014;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2015;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-12.48%;-5.74%;-3.03%;-6.25%;-25.00%
2016;0.00%;-6.67%;0.00%;0.00%;0.00%;-10.71%;-14.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-28.33%
2017;2.33%;0.00%;4.55%;21.74%;-0.18%;0.00%;0.00%;0.00%;-10.27%;-4.31%;0.00%;25.00%;39.53%
2018;0.00%;19.97%;-2.50%;-0.26%;2.86%;0.00%;-22.22%;4.64%;0.00%;29.69%;18.42%;2.22%;53.33%
2019;23.91%;0.00%;0.00%;5.25%;0.00%;0.00%;-21.29%;0.00%;0.00%;-4.72%;0.00%;6.67%;4.33%
2020;0.00%;16.69%;0.00%;0.00%;0.00%;-7.32%;4.07%;15.72%;-12.00%;-7.27%;-1.96%;20.00%;25.03%
2021;-0.00%;-6.67%;5.18%;6.96%;11.14%;-0.03%;0.01%;33.82%;-17.81%;-15.58%;-4.62%;-2.26%;1.00%
2022;2.31%;-6.44%;0.86%;-1.73%;-1.65%;-0.11%;-11.49%;-0.40%;0.30%;0.50%;0.10%;2.27%;-15.20%
2023;-3.11%;-3.64%;3.15%;-2.00%;7.13%;13.36%;-1.53%;7.76%;-2.13%;-5.18%;1.71%;4.34%;19.77%
2024;10.19%;-7.11%;3.17%;3.54%;-1.92%;3.77%;5.09%;5.57%;0.39%;-1.05%;0.00%;0.00%;22.66%
