;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;-16.67%;0.07%;19.92%;0.00%;-16.67%;6.67%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.11%
2001;-3.13%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-3.13%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;100.00%;0.00%;-97.55%;-99.57%;8.72%;10.00%;9.09%;23.33%;1.34%;-99.97%
2006;25.35%;24.44%;0.88%;1.27%;-1.26%;-1.31%;8.20%;1.26%;-1.25%;6.31%;5.75%;8.37%;104.69%
2007;-3.09%;0.47%;-10.67%;7.68%;14.75%;10.03%;-2.48%;-4.44%;8.48%;17.14%;-2.30%;-14.29%;17.26%
2008;-23.33%;21.63%;-1.40%;18.43%;3.32%;-21.28%;-1.54%;-6.02%;-20.34%;-33.19%;-15.41%;18.00%;-56.47%
2009;-9.70%;-0.35%;1.06%;40.35%;8.60%;-0.46%;26.73%;9.12%;3.88%;-0.19%;23.39%;2.88%;151.12%
2010;-8.56%;8.45%;4.56%;5.42%;1.14%;12.64%;20.33%;-3.83%;1.15%;0.00%;0.00%;-1.66%;43.33%
2011;-14.18%;5.37%;3.71%;9.76%;3.10%;-0.58%;-7.87%;9.18%;-15.37%;2.78%;4.11%;-10.68%;-14.17%
2012;21.88%;10.81%;-4.10%;-2.28%;-5.09%;-3.10%;8.73%;9.22%;1.46%;10.75%;3.92%;2.05%;64.74%
2013;-0.05%;-5.46%;0.64%;1.00%;-2.74%;-14.23%;-5.48%;-4.98%;10.70%;6.25%;-7.41%;-2.40%;-23.51%
2014;-9.13%;4.10%;11.30%;2.15%;3.73%;4.04%;-3.25%;12.12%;-7.45%;4.39%;3.03%;0.03%;25.36%
2015;-7.81%;19.28%;7.96%;15.72%;1.90%;5.56%;-3.64%;-9.52%;-6.62%;0.54%;-5.41%;-2.29%;11.81%
2016;3.74%;1.47%;15.50%;-0.10%;0.63%;13.35%;15.07%;-5.98%;-4.53%;10.34%;-16.74%;3.07%;35.50%
2017;3.06%;6.99%;8.81%;6.40%;-1.94%;3.83%;7.01%;4.44%;17.84%;-4.38%;-1.60%;4.60%;68.49%
2018;6.68%;-8.82%;-0.49%;-5.07%;-9.02%;-1.01%;5.14%;-8.42%;9.62%;21.29%;3.99%;8.44%;19.47%
2019;7.31%;-4.88%;1.20%;7.03%;3.34%;7.08%;0.64%;6.51%;-0.16%;0.55%;2.07%;8.47%;45.78%
2020;2.24%;-7.22%;-37.04%;14.39%;0.42%;8.43%;-1.60%;5.69%;-8.79%;-5.55%;19.31%;-2.55%;-22.51%
2021;-13.41%;-11.60%;16.18%;-4.39%;15.84%;-5.49%;-6.62%;-7.85%;-9.56%;-6.36%;-2.90%;-14.09%;-43.42%
2022;15.06%;-9.96%;8.61%;-13.64%;12.00%;-14.96%;11.80%;4.67%;5.21%;10.95%;-25.08%;-11.53%;-16.20%
2023;5.62%;-13.78%;-11.15%;-4.41%;22.79%;2.83%;-6.25%;-14.51%;-16.41%;-8.51%;33.52%;0.49%;-19.68%
