;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;5.49%;7.51%;7.53%;0.00%;-7.00%;0.00%;-1.61%;7.65%;-0.51%;-2.04%;-3.65%;-2.70%;9.76%
2001;5.56%;5.26%;-7.00%;-0.00%;-0.54%;0.54%;0.00%;2.15%;-18.42%;-3.23%;0.00%;36.67%;13.89%
2002;-0.00%;3.90%;12.68%;-4.17%;8.70%;6.00%;5.66%;-8.93%;-7.84%;-2.13%;-25.65%;-3.51%;-19.51%
2003;-3.03%;-6.25%;0.00%;11.33%;-11.98%;22.45%;6.11%;-2.09%;14.97%;16.28%;-8.00%;4.35%;45.45%
2004;2.08%;-12.24%;31.16%;0.00%;-9.57%;-1.96%;-2.00%;-18.78%;2.51%;6.37%;-2.76%;-0.47%;-12.50%
2005;-0.00%;-9.52%;22.11%;1.72%;-4.24%;1.77%;0.87%;-5.17%;-0.00%;-8.18%;7.43%;5.99%;9.52%
2006;0.00%;-0.87%;0.00%;-1.32%;0.00%;-4.44%;-4.65%;18.05%;3.31%;0.00%;-7.60%;1.73%;2.17%
2007;27.66%;-0.00%;7.00%;40.19%;0.00%;2.44%;6.94%;-14.81%;7.14%;10.44%;-5.43%;-1.06%;97.87%
2008;22.37%;-25.31%;-2.82%;8.96%;5.56%;0.84%;-8.14%;-4.32%;-0.48%;-3.58%;27.48%;0.00%;10.75%
2009;-25.63%;1.60%;-20.26%;32.90%;-4.90%;8.51%;10.69%;-1.72%;11.35%;-7.84%;2.13%;4.17%;-1.87%
2010;-2.14%;-0.82%;23.35%;-16.25%;-1.00%;5.45%;-6.70%;-10.88%;15.67%;19.32%;-2.34%;-11.62%;3.67%
2011;-2.71%;-0.60%;-19.60%;10.70%;-0.22%;-1.80%;-19.27%;25.00%;5.68%;-8.17%;3.51%;12.22%;-4.06%
2012;-9.88%;-9.84%;10.67%;11.21%;-3.83%;-16.14%;-7.75%;-7.83%;17.65%;-11.50%;12.71%;0.25%;-19.33%
2013;-12.50%;16.57%;-1.23%;-11.91%;40.56%;-37.88%;3.55%;-4.36%;-2.28%;0.00%;2.67%;0.00%;-23.00%
2014;0.00%;-1.30%;-0.33%;2.31%;-1.61%;11.48%;0.00%;-6.76%;-5.36%;0.00%;0.00%;-30.67%;-32.47%
2015;0.06%;11.06%;0.53%;-4.33%;0.00%;1.81%;4.44%;2.55%;2.07%;-3.66%;0.00%;-2.53%;11.71%
2016;-4.76%;-12.73%;-21.35%;0.00%;25.83%;0.00%;7.89%;29.27%;7.55%;-8.42%;1.53%;0.00%;14.72%
2017;10.94%;-6.46%;-9.09%;-3.60%;9.54%;-9.47%;9.21%;-8.03%;-0.42%;8.79%;-16.54%;5.99%;-13.19%
2018;0.00%;13.04%;0.00%;0.00%;-15.38%;0.00%;18.18%;-7.69%;-0.42%;-0.42%;-1.26%;2.55%;4.78%
2019;12.03%;66.67%;10.89%;-5.81%;-2.13%;11.30%;-3.12%;6.85%;11.32%;-0.00%;-6.95%;11.29%;153.53%
2020;7.70%;-1.22%;-7.23%;-8.79%;-3.45%;2.82%;9.89%;-1.67%;7.46%;11.20%;-12.20%;-2.26%;-0.97%
2021;20.66%;-9.59%;-3.94%;12.15%;2.81%;1.23%;2.57%;-6.06%;2.81%;-11.87%;-2.48%;-1.75%;2.31%
2022;1.78%;3.02%;-2.62%;-0.63%;7.17%;-0.15%;-1.49%;0.77%;18.29%;-5.45%;1.61%;-5.80%;15.36%
2023;-7.70%;3.64%;-4.54%;4.60%;9.82%;-0.53%;-6.04%;3.57%;4.14%;3.18%;0.77%;0.64%;10.64%
2024;2.66%;-6.17%;10.38%;13.81%;-5.86%;-3.44%;1.38%;2.16%;6.33%;-17.03%;-11.84%;-14.29%;-24.05%
2025;-20.83%;-12.21%;-9.59%;11.41%;2.38%;-3.26%;8.17%;9.11%;0.00%;0.00%;0.00%;0.00%;-18.17%
