;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-7.27%;-17.65%;26.19%;7.55%;19.30%;2.94%;4.29%;-19.18%;-1.69%;-18.97%;-14.89%;0.00%;-27.27%
2001;2.50%;-4.88%;-7.69%;44.44%;-1.92%;5.88%;9.26%;-10.17%;-5.66%;-8.00%;6.52%;-8.16%;12.50%
2002;8.89%;0.00%;-0.00%;-16.33%;-17.07%;-8.82%;3.23%;12.50%;-16.67%;-6.67%;-10.71%;-4.00%;-46.67%
2003;16.67%;-3.57%;-33.33%;11.11%;5.00%;0.00%;-19.05%;5.88%;38.89%;12.00%;82.14%;-13.73%;83.33%
2004;-4.55%;16.67%;-4.08%;-2.13%;-10.87%;2.44%;-4.76%;2.50%;14.63%;17.02%;-3.64%;5.66%;27.27%
2005;-14.29%;4.17%;0.00%;-16.00%;2.38%;-6.98%;-5.00%;10.53%;23.81%;-13.46%;6.67%;14.58%;-1.79%
2006;41.82%;-2.56%;-5.26%;11.11%;-8.75%;-5.48%;-4.35%;-1.52%;-7.69%;18.33%;0.00%;23.94%;60.00%
2007;32.95%;11.97%;-14.50%;17.86%;-9.85%;52.94%;-15.93%;-15.03%;1.54%;12.12%;-18.92%;-4.17%;30.68%
2008;-18.26%;9.57%;-6.80%;13.54%;5.50%;-5.22%;-14.68%;2.15%;-21.05%;4.00%;-14.10%;16.42%;-32.17%
2009;-7.69%;11.11%;-1.25%;18.27%;1.10%;-5.43%;19.54%;0.96%;48.57%;-17.31%;9.27%;1.47%;88.28%
2010;13.77%;11.46%;2.29%;-7.26%;-6.80%;-3.29%;14.97%;-5.33%;0.00%;-12.50%;-0.71%;-2.16%;0.31%
2011;-7.35%;-1.59%;-4.84%;4.24%;-0.57%;6.61%;0.78%;-11.54%;3.48%;97.48%;-12.77%;-8.78%;38.98%
2012;1.60%;-5.26%;-0.00%;-16.67%;-3.33%;0.00%;0.00%;-6.21%;7.35%;-4.79%;-5.76%;-13.74%;-39.57%
2013;0.00%;2.65%;-10.34%;0.00%;38.60%;-5.71%;-6.82%;8.13%;-3.01%;0.00%;-8.53%;9.32%;17.54%
2014;-6.98%;-15.00%;11.76%;5.27%;3.33%;-8.06%;5.26%;0.83%;-9.92%;-6.42%;16.67%;-8.40%;-15.50%
2015;-8.26%;-5.00%;9.47%;14.42%;-15.97%;5.00%;-4.76%;-9.00%;14.29%;2.88%;6.54%;-21.93%;-18.35%
2016;23.60%;-0.02%;0.00%;0.00%;-2.25%;-15.65%;-5.68%;9.62%;-14.67%;-4.69%;0.00%;40.98%;20.79%
2017;-6.98%;15.00%;0.00%;5.43%;-3.09%;-3.19%;14.29%;15.38%;0.00%;-8.33%;0.00%;-38.27%;-21.05%
2018;-17.44%;0.94%;6.14%;-4.95%;-7.75%;7.95%;-11.85%;5.51%;-0.00%;16.97%;20.00%;-8.16%;0.39%
2019;-1.16%;-6.21%;-4.62%;1.08%;-2.58%;-1.48%;-10.24%;1.37%;-1.50%;0.46%;-6.52%;7.03%;-22.73%
2020;-4.65%;-4.66%;-16.67%;8.48%;-0.32%;1.33%;0.63%;5.59%;-5.88%;11.25%;-2.25%;14.37%;3.25%
2021;-20.10%;-5.66%;7.27%;46.43%;6.38%;-0.40%;-6.02%;0.00%;-1.71%;0.00%;0.00%;0.00%;15.87%
2022;0.04%;-21.73%;22.15%;-12.35%;0.00%;0.00%;-19.31%;0.00%;0.00%;-9.68%;-0.00%;-3.64%;-41.13%
2023;0.82%;2.50%;-4.73%;-2.11%;24.77%;-11.10%;-4.99%;0.00%;0.00%;9.49%;0.00%;-1.33%;9.71%
2024;-18.92%;0.00%;0.00%;-8.33%;-9.09%;-3.00%;2.06%;-1.01%;45.10%;-8.58%;-7.69%;-16.58%;-32.36%
2025;0.00%;4.80%;-16.11%;5.22%;4.65%;-7.80%;64.51%;-12.86%;0.00%;0.00%;0.00%;0.00%;27.95%
