;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-22.22%;-10.52%;-13.16%;-9.09%;11.11%;-5.20%;-4.01%;23.08%;-6.43%;-9.35%;-9.47%;-9.30%;-52.38%
2001;-0.51%;-2.58%;-10.58%;-20.12%;-11.48%;-7.95%;-10.91%;-8.16%;-12.22%;1.90%;-0.62%;3.13%;-57.69%
2002;0.61%;8.43%;-13.33%;12.18%;-20.00%;-21.43%;-9.09%;18.00%;-23.73%;-5.56%;4.71%;-32.58%;-63.64%
2003;25.00%;-32.00%;49.02%;-22.37%;-20.34%;-14.89%;10.00%;240.91%;50.67%;72.57%;-21.03%;-0.97%;408.33%
2004;-9.84%;-1.45%;8.12%;21.16%;4.23%;24.32%;-14.57%;3.05%;3.70%;0.00%;0.00%;0.00%;37.70%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;0.00%;0.00%;0.00%;2150.00%;7.94%;4.90%;1.03%;-1.02%;0.47%;-1.95%;-13.85%;3.52%;2138.10%
2008;-43.09%;12.52%;-16.94%;-5.20%;8.02%;-2.34%;-6.00%;-20.43%;-10.43%;-37.01%;-26.07%;-10.26%;-85.11%
2009;-10.00%;-26.19%;-1.08%;154.35%;-2.56%;-4.39%;6.88%;1.29%;-0.42%;-10.21%;8.06%;4.82%;70.71%
2010;52.72%;6.85%;-13.08%;6.19%;-11.94%;13.56%;-4.72%;2.04%;0.86%;8.50%;-6.01%;1.39%;52.72%
2011;-9.59%;-16.36%;-6.52%;-5.43%;8.61%;-7.17%;-10.57%;4.09%;-6.11%;6.98%;-11.30%;-7.84%;-48.49%
2012;2.66%;-1.55%;-4.74%;-14.07%;-42.86%;-6.82%;-1.22%;11.11%;15.56%;-23.08%;-41.25%;-14.89%;-78.51%
2013;2.50%;9.76%;-2.22%;-2.27%;16.28%;0.00%;-2.00%;-0.00%;26.53%;-16.13%;-11.54%;2.17%;17.50%
2014;-12.77%;4.88%;-4.65%;-2.44%;-10.00%;-0.00%;11.11%;5.00%;-7.14%;-10.26%;2.86%;-30.56%;-46.81%
2015;0.00%;-4.00%;-25.00%;-11.11%;31.25%;28.57%;-18.52%;-36.36%;-21.43%;-31.82%;-30.93%;-19.69%;-83.36%
2016;-30.29%;3.45%;120.00%;33.33%;-23.86%;-19.40%;21.48%;33.84%;-5.24%;-3.37%;0.50%;5.94%;105.77%
2017;-9.81%;12.69%;-3.45%;-1.19%;26.27%;-20.99%;-5.56%;64.96%;0.78%;-5.85%;4.58%;-9.37%;35.51%
2018;-0.52%;38.65%;-12.37%;9.42%;-34.81%;-10.00%;30.22%;-17.92%;3.95%;50.00%;-1.20%;13.36%;44.83%
2019;0.00%;9.64%;-17.48%;-34.21%;-4.40%;5.44%;22.82%;11.15%;-0.73%;-4.10%;-1.98%;16.04%;-11.31%
2020;0.94%;2.26%;-34.98%;-10.00%;-4.44%;21.40%;-8.24%;-0.84%;-9.47%;-0.70%;12.65%;17.26%;-24.30%
2021;-10.46%;-9.70%;13.60%;81.66%;61.42%;20.47%;-7.32%;-21.76%;-6.18%;-21.12%;12.02%;-2.09%;90.96%
2022;1.21%;-8.35%;-6.51%;-11.13%;-7.11%;-1.69%;-11.61%;37.31%;-1.20%;1.76%;27.68%;-19.56%;-11.79%
2023;7.26%;-11.68%;-11.11%;10.00%;-3.41%;-8.24%;3.85%;-1.23%;0.00%;-12.50%;0.29%;4.13%;-23.05%
2024;-1.50%;11.11%;18.75%;-30.95%;-19.82%;-4.94%;4.40%;14.94%;9.83%;-15.02%;7.14%;-5.00%;-22.02%
2025;8.77%;14.19%;-14.55%;-1.49%;-2.68%;-11.72%;7.42%;-15.82%;0.00%;0.00%;0.00%;0.00%;-18.77%
