;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;1.59%;-75.78%;0.00%;-2.42%;238.51%;-15.62%;12.59%;6.91%;-7.69%;0.00%;-16.67%;4.00%;-33.97%
2001;26.96%;-3.06%;-3.12%;-0.00%;-13.55%;4.48%;-3.29%;-0.26%;6.63%;4.17%;16.67%;14.29%;53.85%
2002;0.00%;10.00%;-1.11%;14.92%;-5.98%;6.36%;-12.00%;18.18%;0.00%;-3.85%;0.00%;14.00%;42.50%
2003;-0.02%;0.00%;0.00%;110.56%;-43.33%;2.94%;2.86%;16.67%;-0.71%;8.63%;4.64%;26.58%;110.53%
2004;24.98%;-6.65%;3.01%;-0.15%;3.16%;22.58%;22.57%;14.85%;3.45%;-10.00%;14.81%;-6.44%;113.67%
2005;2.40%;4.88%;-7.70%;-15.22%;-1.85%;-12.23%;10.71%;8.06%;16.42%;-10.21%;9.62%;22.43%;21.53%
2006;13.83%;-0.93%;-0.00%;13.15%;-8.70%;-1.37%;4.17%;-6.40%;-0.28%;5.14%;5.98%;5.13%;30.85%
2007;4.88%;4.19%;6.70%;9.41%;5.12%;18.22%;-6.46%;-3.70%;3.30%;12.10%;0.49%;0.98%;67.80%
2008;-12.81%;19.21%;1.39%;21.54%;25.71%;-6.36%;-10.70%;-9.40%;-29.51%;-38.41%;8.18%;-5.21%;-45.69%
2009;-10.56%;-7.70%;-8.51%;32.67%;17.31%;-4.81%;10.00%;10.45%;4.61%;10.94%;5.85%;0.50%;67.84%
2010;-6.13%;4.72%;1.39%;-1.34%;-15.15%;-4.62%;6.95%;-2.70%;0.41%;-6.71%;-7.63%;11.32%;-20.22%
2011;-6.44%;-0.59%;-3.94%;-3.00%;-2.57%;-7.35%;-10.17%;-9.31%;-2.08%;16.11%;-12.76%;5.07%;-33.58%
2012;10.17%;10.74%;2.42%;0.52%;-10.83%;7.59%;4.43%;-5.13%;8.83%;-7.91%;2.43%;-1.85%;20.30%
2013;-1.88%;-5.19%;-6.68%;2.56%;-15.15%;-8.46%;19.28%;15.26%;-0.59%;9.47%;0.88%;2.54%;7.02%
2014;-8.96%;-14.88%;-4.31%;-5.43%;2.82%;-5.11%;1.56%;0.78%;-13.28%;-7.35%;-5.73%;-12.21%;-53.43%
2015;-12.86%;13.03%;-1.78%;0.85%;-21.81%;-20.12%;-41.92%;-14.49%;1.56%;-11.54%;-26.52%;-10.65%;-82.15%
2016;-30.46%;25.71%;92.42%;15.35%;-30.38%;0.00%;31.86%;36.06%;-7.10%;26.47%;19.30%;-15.79%;186.09%
2017;7.87%;0.86%;-7.02%;-6.41%;-1.47%;6.20%;7.24%;8.93%;-2.00%;-2.04%;-2.70%;9.46%;18.35%
2018;19.84%;12.79%;-13.08%;11.54%;-10.70%;-7.26%;22.22%;13.84%;-1.46%;3.36%;-5.71%;2.93%;49.26%
2019;4.07%;-3.13%;-2.96%;-3.63%;-4.05%;5.61%;-5.17%;-7.12%;-0.49%;-0.17%;21.20%;18.33%;19.89%
2020;-1.16%;-16.84%;-41.33%;16.83%;16.46%;17.49%;10.23%;5.18%;6.87%;1.33%;7.09%;11.99%;16.10%
2021;-3.05%;4.61%;15.28%;20.23%;3.84%;-8.54%;-0.93%;-7.63%;0.31%;5.57%;-6.84%;11.19%;34.01%
2022;-4.05%;-5.69%;11.99%;-1.59%;8.08%;-18.28%;8.19%;0.88%;3.58%;5.69%;20.96%;0.08%;27.41%
2023;13.50%;-18.03%;-0.54%;-0.63%;1.92%;6.33%;14.75%;-9.78%;-5.11%;-8.89%;12.32%;5.02%;5.22%
2024;-8.30%;1.97%;2.81%;0.85%;2.93%;-1.11%;-0.09%;-0.54%;1.80%;-5.31%;13.22%;-10.54%;-4.26%
2025;-3.83%;-4.70%;-1.72%;-4.93%;-0.23%;4.43%;4.80%;2.07%;0.00%;0.00%;0.00%;0.00%;-4.56%
