;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;6.78%;-25.40%;14.89%;12.96%;-11.48%;18.52%;-0.00%;-6.25%;-8.33%;-9.09%;10.00%;3.64%;-3.39%
2001;19.30%;7.35%;6.85%;-7.69%;-16.67%;-5.00%;-19.30%;-0.00%;-30.43%;-6.25%;40.00%;-7.14%;-31.58%
2002;7.69%;-7.14%;0.00%;-2.56%;-10.53%;-55.88%;73.33%;15.38%;-0.00%;-0.00%;0.00%;-6.67%;-28.21%
2003;3.57%;-24.14%;-4.55%;14.29%;0.00%;-8.33%;-13.64%;15.79%;36.36%;10.00%;30.30%;2.33%;57.14%
2004;-18.18%;-5.56%;14.71%;0.00%;2.56%;0.00%;-2.50%;25.64%;12.24%;0.00%;5.45%;-1.72%;29.55%
2005;-7.02%;1.89%;-1.85%;18.87%;-12.70%;1.82%;0.00%;-1.79%;40.00%;46.75%;46.90%;59.64%;364.91%
2006;8.49%;21.70%;-7.47%;-15.06%;-13.64%;8.95%;-17.92%;29.49%;6.59%;12.58%;-0.76%;4.20%;28.77%
2007;-13.19%;-4.22%;3.52%;17.91%;33.13%;10.87%;16.87%;-7.95%;17.05%;13.40%;-10.02%;-13.42%;66.67%
2008;-17.80%;3.88%;-21.87%;9.46%;-3.23%;-24.53%;4.58%;-20.32%;-46.00%;-18.33%;-22.00%;9.88%;-83.20%
2009;18.78%;-26.50%;12.12%;104.05%;9.43%;1.23%;31.71%;10.74%;19.15%;-17.26%;24.68%;0.68%;299.35%
2010;-11.49%;7.79%;-12.25%;3.71%;3.12%;-0.31%;21.68%;-4.23%;6.86%;2.84%;-9.06%;-2.38%;1.47%
2011;-11.36%;-1.60%;5.50%;8.38%;-3.04%;-8.86%;-11.36%;7.87%;-28.03%;23.58%;-8.11%;-19.76%;-44.75%
2012;18.00%;9.00%;-4.18%;-15.71%;-34.00%;-6.63%;-5.68%;30.75%;-17.27%;-15.11%;-3.12%;11.52%;-40.09%
2013;-7.69%;-16.43%;-14.25%;11.96%;2.37%;-15.65%;-8.59%;3.38%;15.27%;-12.93%;-21.74%;-5.56%;-55.16%
2014;-4.41%;-12.31%;5.85%;-11.60%;1.25%;6.79%;-17.92%;0.00%;-23.94%;-9.26%;-21.63%;-11.72%;-66.76%
2015;-37.17%;35.68%;-9.69%;-11.88%;-31.30%;-18.99%;-21.88%;-37.00%;30.16%;12.20%;-31.52%;1.59%;-81.12%
2016;-38.75%;109.69%;17.03%;4.99%;-16.83%;-30.00%;44.90%;1.17%;-14.39%;6.23%;-19.64%;-14.29%;-15.62%
2017;203.70%;-12.80%;4.90%;-16.00%;13.97%;2.37%;-3.40%;-0.70%;3.40%;-10.01%;-3.96%;14.13%;166.30%
2018;-2.50%;-0.29%;-6.44%;5.35%;-13.06%;-25.38%;-8.72%;-0.74%;-6.67%;44.44%;-9.16%;6.85%;-26.29%
2019;4.15%;-9.78%;-5.82%;-9.81%;-8.27%;20.88%;6.61%;-12.40%;-8.45%;-6.23%;2.13%;137.50%;72.08%
2020;-2.30%;-13.58%;-43.77%;-5.77%;0.25%;46.45%;0.00%;-6.34%;-12.83%;4.70%;21.09%;6.94%;-27.30%
2021;87.18%;-9.27%;-13.41%;19.38%;-14.78%;10.89%;15.55%;-17.55%;-14.98%;-7.74%;-3.41%;19.27%;42.84%
2022;-6.55%;-8.70%;0.12%;-33.62%;-54.19%;-4.07%;28.81%;0.99%;-9.12%;5.73%;-20.34%;20.85%;-70.01%
2023;5.63%;-1.00%;-2.36%;6.21%;1.62%;58.15%;1.82%;-19.64%;-4.20%;-1.03%;5.47%;-0.74%;41.55%
2024;-6.47%;0.27%;6.10%;33.25%;-5.25%;5.74%;-24.34%;-5.20%;-14.10%;-8.81%;1.33%;-7.89%;-30.35%
2025;6.43%;0.67%;-3.33%;-29.31%;-9.27%;10.75%;0.49%;-7.25%;0.00%;0.00%;0.00%;0.00%;-31.43%
