;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-15.08%;77.57%;0.53%;-27.64%;4.05%;5.56%;18.84%;-1.22%;-8.53%;-20.25%;-5.85%;10.95%;7.78%
2001;18.70%;11.66%;-16.67%;-6.00%;-19.43%;19.72%;-3.82%;0.92%;-30.45%;20.92%;7.75%;8.70%;-4.27%
2002;8.31%;8.81%;-4.70%;-13.70%;5.71%;-7.36%;-15.56%;5.57%;-10.18%;4.05%;1.36%;7.68%;-13.69%
2003;-4.63%;1.50%;10.13%;5.02%;20.70%;-12.27%;10.53%;18.23%;8.75%;22.12%;14.30%;5.00%;146.88%
2004;-3.32%;-6.20%;-6.05%;-13.39%;6.46%;7.54%;12.39%;-0.68%;-7.43%;0.91%;5.66%;13.27%;5.42%
2005;-2.05%;26.85%;-7.99%;13.24%;10.00%;7.74%;-13.39%;10.62%;18.92%;-2.78%;0.52%;5.85%;80.82%
2006;4.55%;-7.79%;-2.71%;-7.11%;-99.98%;6.99%;-12.16%;7.69%;9.52%;11.30%;3.87%;13.20%;-99.97%
2007;2.99%;-4.23%;-4.01%;8.07%;11.53%;6.20%;4.17%;0.26%;5.77%;4.17%;-4.74%;0.40%;33.39%
2008;7.00%;-4.80%;-0.12%;6.29%;5.48%;15.39%;2.71%;-15.18%;8.15%;-17.65%;16.83%;-12.32%;4.61%
2009;1.17%;6.61%;3.75%;0.89%;-2.89%;4.45%;-1.83%;1.53%;3.80%;-2.33%;2.68%;3.73%;23.24%
2010;-8.31%;2.11%;-3.30%;-1.30%;-2.68%;3.33%;4.09%;2.89%;4.32%;2.02%;-0.00%;3.96%;6.47%
2011;-7.42%;-0.06%;1.80%;-1.76%;-1.33%;-0.22%;-6.36%;-0.68%;2.78%;3.17%;0.97%;16.03%;5.26%
2012;-4.71%;4.67%;6.50%;0.45%;-3.54%;7.39%;-10.22%;-21.46%;-16.64%;-13.61%;-3.99%;5.57%;-43.11%
2013;6.09%;2.09%;-6.24%;4.09%;6.45%;-9.24%;0.62%;-1.21%;3.46%;-7.68%;-9.35%;-7.17%;-18.40%
2014;-9.81%;4.53%;-2.96%;0.08%;5.60%;6.22%;4.75%;13.43%;9.48%;7.76%;1.35%;6.44%;55.31%
2015;-5.47%;7.49%;-5.62%;7.04%;-6.13%;-2.10%;5.85%;-8.74%;7.88%;8.82%;-1.15%;4.12%;10.12%
2016;-0.07%;2.26%;3.53%;16.98%;7.31%;3.08%;10.40%;-2.61%;-1.79%;4.94%;-8.84%;2.74%;42.09%
2017;1.28%;1.75%;-2.59%;-4.79%;4.10%;-0.06%;8.53%;1.07%;-3.43%;-2.66%;-8.33%;9.74%;3.13%
2018;0.52%;-0.80%;-0.31%;2.26%;-5.12%;-10.11%;5.76%;-6.67%;2.11%;11.79%;10.41%;-4.12%;3.41%
2019;13.63%;-1.79%;-0.08%;8.89%;7.62%;9.47%;-2.18%;2.48%;-0.40%;-4.57%;-6.07%;1.99%;30.56%
2020;-1.68%;-0.72%;-13.93%;2.42%;7.05%;0.53%;7.80%;-4.92%;1.68%;7.89%;15.70%;2.24%;23.16%
2021;-5.25%;-9.30%;5.98%;6.59%;-0.96%;-6.17%;-3.83%;1.95%;-1.14%;0.00%;-4.19%;4.33%;-12.59%
2022;-0.62%;1.12%;8.23%;-4.84%;-3.50%;-5.40%;-0.78%;4.65%;-3.69%;6.66%;-5.88%;-0.26%;-5.39%
2023;-0.57%;-4.85%;-0.41%;6.37%;5.86%;3.93%;-1.03%;-0.72%;-6.10%;-9.44%;13.92%;9.78%;15.22%
2024;-3.36%;0.74%;-3.80%;0.60%;0.64%;4.50%;-6.47%;0.61%;-1.66%;-0.04%;-0.54%;-4.59%;-13.02%
