;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-7.00%;-4.30%;-11.00%
2008;-5.06%;2.37%;-10.40%;16.13%;13.89%;-13.17%;-12.70%;-9.01%;-44.13%;-31.90%;5.95%;-12.63%;-72.02%
2009;23.69%;-0.97%;-5.25%;28.37%;14.02%;8.75%;9.35%;32.21%;5.26%;-6.43%;32.06%;21.97%;323.69%
2010;3.60%;-2.10%;0.93%;-3.70%;-15.77%;-0.11%;6.06%;-12.93%;3.96%;-8.93%;-42.35%;-8.16%;-61.61%
2011;5.19%;34.98%;1.04%;-3.61%;-1.79%;9.64%;-2.82%;-4.61%;10.20%;23.38%;-9.08%;-12.45%;49.38%
2012;12.23%;-1.77%;2.40%;-9.96%;-24.39%;9.68%;-22.55%;22.78%;4.74%;-8.27%;-0.21%;10.75%;-14.88%
2013;15.34%;11.11%;5.45%;-0.29%;-6.92%;-17.18%;13.27%;-13.20%;-1.14%;1.54%;-11.93%;-1.29%;-10.87%
2014;-13.94%;-3.29%;-1.83%;-1.07%;-9.70%;2.69%;-1.16%;3.24%;-10.26%;-8.57%;-16.67%;-2.08%;-48.80%
2015;-26.81%;9.30%;-20.21%;15.33%;-7.51%;-1.87%;-2.55%;-8.50%;-1.43%;8.70%;2.67%;5.19%;-31.06%
2016;8.02%;-3.43%;3.55%;-9.14%;0.63%;-3.13%;-1.94%;0.00%;-5.26%;-2.78%;-1.43%;-6.52%;-20.37%
2017;24.03%;65.63%;-17.36%;-14.16%;-4.26%;-11.67%;18.24%;-1.60%;1.62%;5.32%;-5.05%;-0.53%;44.96%
2018;5.88%;0.00%;-3.54%;-0.52%;-2.63%;-8.11%;0.59%;-2.92%;-1.81%;10.43%;8.89%;-0.51%;4.28%
2019;11.79%;37.61%;8.67%;3.99%;137.46%;10.93%;5.82%;3.28%;-12.81%;6.46%;-0.66%;17.78%;443.59%
2020;-8.30%;-7.41%;-47.44%;6.34%;11.33%;57.14%;12.16%;-14.18%;-4.13%;-8.13%;28.15%;-0.31%;-10.09%
2021;-1.47%;47.92%;-20.88%;67.33%;24.09%;5.43%;-14.51%;-8.60%;-15.11%;-16.73%;-15.27%;-5.15%;12.07%
2022;2.34%;-8.42%;5.79%;-11.61%;-14.74%;-23.43%;8.67%;10.54%;-4.90%;10.74%;-7.12%;-15.46%;-43.16%
2023;-4.45%;-11.38%;-0.78%;5.10%;21.83%;40.12%;1.64%;-5.91%;-7.66%;-13.00%;13.09%;8.68%;42.34%
2024;-9.03%;11.45%;8.68%;-3.99%;-0.11%;-11.39%;9.15%;0.00%;0.00%;0.00%;0.00%;0.00%;2.20%
