;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-23.92%;-0.91%;0.10%;12.13%;0.00%;0.00%;18.18%;38.46%;0.00%;-28.33%;0.78%;8.62%;8.62%
2001;13.31%;0.63%;6.21%;-3.51%;0.00%;0.00%;-2.73%;2.80%;-0.67%;-20.74%;23.17%;25.00%;41.64%
2002;-7.50%;18.92%;-9.05%;7.45%;-4.65%;-2.44%;-10.00%;0.00%;16.67%;-4.76%;25.00%;13.60%;42.00%
2003;-8.45%;13.46%;0.00%;5.08%;11.94%;9.51%;-1.03%;11.65%;4.83%;29.49%;-3.51%;21.82%;135.92%
2004;-2.24%;-2.29%;9.39%;-0.01%;-11.41%;1.60%;11.11%;17.16%;16.82%;2.30%;7.13%;4.77%;64.18%
2005;-5.45%;12.50%;-0.09%;0.00%;4.19%;1.79%;-1.61%;0.02%;8.20%;3.65%;3.79%;1.41%;30.91%
2006;5.56%;5.26%;5.00%;7.14%;21.11%;0.00%;-3.66%;3.80%;-4.59%;-0.10%;10.68%;37.39%;119.44%
2007;17.72%;2.15%;0.00%;-10.79%;0.00%;6.02%;11.30%;-7.50%;14.22%;5.77%;-1.61%;0.91%;40.44%
2008;-30.82%;10.10%;-11.07%;9.12%;16.16%;-13.39%;-13.94%;-4.58%;-33.58%;-26.67%;3.03%;11.76%;-65.75%
2009;-10.39%;-9.69%;1.14%;19.77%;6.31%;11.11%;22.73%;11.48%;-4.65%;8.45%;2.81%;-13.91%;45.00%
2010;27.95%;-4.26%;-7.41%;-2.08%;-7.27%;-1.06%;13.98%;-0.78%;1.50%;11.33%;1.05%;-0.00%;31.58%
2011;-16.21%;-9.55%;2.37%;-11.91%;-12.41%;-20.51%;-4.35%;-6.06%;10.32%;-6.29%;-4.99%;10.67%;-53.52%
2012;-2.52%;-7.61%;-0.99%;-5.99%;11.33%;-4.61%;-9.33%;-1.47%;8.21%;-7.93%;-8.24%;-5.71%;-31.45%
2013;4.98%;3.09%;6.60%;3.19%;5.82%;-9.62%;-11.60%;17.63%;-1.28%;15.74%;-4.00%;-0.83%;28.79%
2014;-14.96%;2.77%;-1.92%;-0.98%;-15.64%;5.40%;-13.36%;0.26%;9.23%;-19.25%;-6.10%;-11.15%;-51.76%
2015;-30.31%;-8.50%;32.79%;-1.23%;17.50%;-2.48%;-8.00%;-18.97%;-16.10%;2.91%;22.60%;-20.28%;-39.72%
2016;-19.65%;0.00%;11.51%;19.35%;5.95%;6.12%;18.27%;25.20%;-5.19%;6.85%;-15.06%;-3.77%;47.40%
2017;38.82%;4.52%;2.70%;-6.58%;11.27%;-3.80%;28.95%;10.41%;5.91%;24.78%;3.22%;4.34%;201.96%
2018;5.19%;27.16%;-3.98%;-18.30%;-28.84%;-4.52%;14.21%;21.21%;-12.50%;16.84%;4.12%;4.20%;9.48%
2019;18.62%;9.00%;0.55%;-17.97%;17.24%;10.15%;26.44%;-12.06%;7.44%;0.43%;0.93%;24.82%;108.19%
2020;-5.93%;-10.36%;-46.15%;39.90%;-4.30%;21.56%;1.00%;-8.02%;0.00%;18.80%;-0.08%;26.02%;2.71%
2021;2.78%;68.77%;4.55%;16.56%;-15.40%;-12.27%;-4.54%;-6.27%;-11.89%;-14.55%;-3.92%;17.34%;19.16%
2022;-7.66%;-18.24%;0.43%;-4.15%;5.90%;-15.31%;11.33%;1.05%;30.74%;3.14%;-15.23%;8.70%;-8.88%
2023;26.03%;-16.02%;13.20%;-9.81%;11.62%;0.54%;-15.05%;-10.50%;-2.03%;0.00%;0.00%;0.00%;-9.69%
