;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2020;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.37%;53.01%;58.17%
2021;83.88%;2.17%;-12.77%;34.55%;24.08%;20.01%;37.76%;-40.09%;-11.36%;-44.93%;-9.67%;8.36%;29.51%
2022;-10.19%;-18.90%;8.47%;-26.56%;1.06%;-43.16%;-2.78%;24.76%;-13.74%;6.19%;-6.67%;5.36%;-63.58%
2023;-5.93%;-21.62%;16.09%;-14.85%;3.49%;-12.25%;27.14%;-23.36%;0.00%;0.00%;0.00%;0.00%;-35.51%
