;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-7.22%;-4.56%;-7.61%;0.00%;5.88%;-8.89%;12.07%;-2.07%;-13.33%;-15.77%;-5.63%;0.00%;-40.33%
2009;-3.23%;4.17%;-3.84%;43.09%;10.70%;0.00%;0.00%;9.24%;0.00%;0.00%;0.00%;0.00%;67.74%
2010;0.00%;0.96%;-1.43%;-3.38%;-14.50%;5.85%;-4.97%;11.63%;2.08%;-1.02%;-3.09%;-3.19%;-12.50%
2011;-2.20%;2.81%;2.19%;-1.07%;4.86%;18.04%;-5.68%;9.72%;-3.80%;-7.89%;5.71%;7.21%;30.77%
2012;-10.92%;1.42%;-0.93%;-0.47%;0.94%;2.80%;-9.09%;5.00%;4.76%;15.91%;-6.67%;9.24%;9.24%
2013;-5.00%;7.29%;-15.47%;2.68%;2.17%;0.85%;5.49%;-8.00%;-21.74%;26.67%;-7.89%;7.14%;-13.46%
2014;-8.89%;-8.29%;3.72%;2.05%;-4.02%;4.71%;6.00%;17.45%;0.40%;-4.00%;-10.83%;4.67%;-0.44%
2015;7.14%;8.33%;-8.46%;9.24%;9.62%;-7.02%;13.21%;-13.33%;9.62%;1.30%;-3.13%;3.58%;29.33%
2016;-8.30%;8.68%;-6.25%;5.56%;1.75%;0.34%;37.46%;0.00%;1.00%;2.72%;-6.02%;-5.38%;27.68%
2017;8.40%;6.50%;-4.93%;0.49%;-1.23%;6.97%;2.79%;-0.68%;2.51%;-3.33%;-10.11%;13.55%;20.33%
2018;1.35%;32.44%;3.36%;-6.33%;-11.61%;0.39%;-7.42%;5.49%;-0.60%;18.71%;18.64%;4.57%;64.86%
2019;-5.60%;-5.93%;-4.62%;15.97%;7.23%;3.11%;10.69%;-4.09%;13.74%;-5.42%;-5.95%;18.85%;38.66%
2020;4.43%;-4.72%;-35.05%;29.27%;3.66%;-0.68%;2.98%;-13.68%;-6.44%;-1.52%;12.31%;5.85%;-16.26%
2021;-5.88%;-14.38%;7.01%;-3.82%;2.13%;1.53%;-5.75%;3.63%;-1.68%;-8.40%;12.91%;5.65%;-9.76%
2022;-3.26%;-4.99%;16.31%;-1.83%;-6.58%;-10.37%;9.20%;-1.09%;-0.55%;16.02%;-12.74%;1.64%;-2.87%
2023;-2.55%;-8.82%;4.68%;3.90%;10.97%;11.64%;-2.24%;-11.01%;1.03%;-2.55%;12.96%;3.36%;19.73%
2024;-6.17%;1.31%;-3.54%;-6.85%;2.23%;0.39%;-2.30%;2.49%;0.00%;0.00%;0.00%;0.00%;-12.22%
