;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.17%;2.17%
2007;1.06%;-7.41%;-4.50%;-0.48%;9.09%;9.87%;15.77%;-12.93%;3.76%;0.34%;6.12%;25.45%;48.94%
2008;-5.86%;-4.40%;-0.95%;-0.51%;6.57%;0.65%;-10.77%;-21.03%;-42.36%;-38.26%;-23.31%;5.60%;-80.68%
2009;2.27%;3.70%;-17.86%;30.78%;3.59%;36.71%;16.43%;11.29%;33.12%;2.89%;-2.33%;27.30%;256.06%
2010;-4.68%;16.07%;-1.15%;-12.45%;-1.33%;3.51%;18.36%;6.62%;5.00%;21.51%;7.43%;-1.89%;65.96%
2011;-7.44%;4.16%;2.13%;10.94%;-6.02%;-4.04%;-16.84%;10.60%;-13.73%;9.45%;-18.15%;-3.74%;-32.60%
2012;23.69%;8.49%;6.19%;-11.20%;12.97%;-8.97%;8.96%;-3.01%;3.08%;-4.36%;11.69%;-3.03%;46.83%
2013;-6.35%;1.13%;-2.29%;16.86%;-8.20%;-3.21%;2.10%;-17.69%;14.46%;-9.88%;1.98%;-9.75%;-23.34%
2014;-12.74%;-4.44%;7.14%;-13.57%;-9.54%;-0.40%;-3.00%;13.40%;-0.82%;-22.09%;9.41%;-30.11%;-54.78%
2015;-12.15%;6.13%;-15.02%;9.90%;-4.92%;-3.35%;-7.69%;-33.54%;-10.66%;-26.32%;-1.43%;9.18%;-65.22%
2016;17.26%;-7.55%;6.94%;14.50%;-1.67%;34.92%;18.09%;-2.34%;-10.68%;-2.97%;-2.28%;1.04%;73.80%
2017;17.44%;20.09%;-18.00%;2.00%;-13.91%;11.11%;-0.45%;8.45%;49.05%;-20.20%;-7.61%;7.09%;43.33%
2018;3.04%;-6.42%;-9.28%;-3.89%;-30.00%;-14.59%;9.61%;-4.55%;-2.72%;32.52%;15.30%;44.62%;13.06%
2019;-4.75%;-4.49%;-15.65%;-3.51%;-13.46%;18.02%;41.00%;34.57%;-12.13%;-6.10%;11.98%;14.54%;51.88%
2020;-6.61%;-15.96%;-52.54%;9.86%;-3.59%;41.49%;-12.59%;2.15%;6.95%;-6.89%;2.33%;2.89%;-47.74%
2021;-8.03%;-23.36%;13.96%;-1.25%;7.34%;11.56%;-10.57%;0.95%;-36.30%;-10.29%;-4.92%;-3.88%;-55.22%
2022;31.39%;12.63%;28.79%;-4.47%;-22.20%;-15.16%;14.07%;-3.33%;2.41%;-5.39%;-21.71%;-17.27%;-16.84%
2023;5.49%;-6.77%;-12.85%;11.54%;22.14%;26.19%;4.91%;-1.44%;-25.91%;-9.36%;20.11%;14.03%;40.13%
2024;-9.13%;-14.41%;11.73%;2.74%;-4.95%;-11.90%;-5.95%;-5.17%;6.06%;-8.00%;2.48%;-9.09%;-39.38%
2025;-13.33%;-10.00%;22.22%;-3.50%;30.66%;-8.57%;-10.63%;9.79%;0.00%;0.00%;0.00%;0.00%;7.85%
