;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2011;0.00%;19.83%;7.10%;-7.45%;-11.72%;-14.65%;6.17%;-7.27%;-3.01%;15.00%;-8.66%;1.54%;-8.84%
2012;-13.70%;4.28%;-10.77%;-3.25%;-22.93%;-25.81%;22.92%;23.31%;8.91%;3.80%;5.81%;-1.28%;-20.48%
2013;4.34%;-8.91%;-3.85%;-4.84%;9.55%;-11.20%;6.67%;-1.52%;-2.06%;-4.99%;-5.35%;-4.77%;-25.46%
2014;-9.00%;-6.74%;-2.17%;5.67%;3.73%;1.12%;4.33%;2.13%;-3.13%;-3.01%;-11.21%;-10.00%;-26.38%
2015;-20.83%;18.25%;-2.37%;10.33%;6.06%;-12.08%;-6.06%;-1.57%;-2.24%;-2.61%;-0.50%;-1.69%;-19.03%
2016;-28.47%;0.48%;-2.63%;0.00%;-7.11%;20.32%;33.99%;-8.51%;-16.82%;18.71%;0.00%;-3.44%;-8.58%
2017;6.57%;2.64%;5.49%;3.41%;-8.96%;3.63%;21.33%;3.57%;4.38%;7.37%;-0.59%;27.98%;101.69%
2018;-6.51%;-6.97%;21.60%;12.31%;-4.54%;21.41%;9.32%;-24.60%;8.61%;-9.43%;-13.08%;-10.35%;-13.02%
2019;28.88%;9.71%;15.73%;-12.42%;-4.85%;0.24%;3.68%;-16.30%;-0.00%;18.67%;4.79%;16.03%;71.12%
2020;1.87%;-18.47%;-31.15%;-0.22%;10.62%;2.38%;6.00%;2.65%;-13.96%;-2.17%;9.29%;14.49%;-25.94%
2021;-3.38%;13.45%;21.63%;-3.86%;1.38%;16.95%;-16.77%;-8.54%;0.66%;-7.39%;4.23%;-0.08%;12.32%
2022;14.65%;11.60%;21.79%;-0.48%;14.24%;-25.49%;5.46%;-9.82%;-13.11%;4.96%;-12.07%;0.75%;1.43%
2023;11.48%;-8.44%;-17.78%;1.94%;10.56%;7.60%;1.53%;12.47%;14.72%;-3.17%;-11.13%;29.70%;48.81%
2024;-5.82%;34.67%;15.86%;-7.45%;-18.96%;-0.90%;-1.37%;0.00%;0.00%;0.00%;0.00%;0.00%;7.72%
