;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-40.45%;11.32%;-6.78%;-43.64%;-12.90%;-14.81%;-21.74%;0.00%;-22.22%;-14.29%;41.67%;82.35%;-65.17%
2009;0.00%;-0.00%;-12.90%;11.11%;0.00%;0.00%;0.00%;23.33%;8.11%;110.00%;-2.38%;-8.54%;141.94%
2010;140.00%;32.22%;-39.92%;39.86%;-19.00%;-10.49%;6.90%;-13.55%;1.49%;16.91%;-20.75%;0.79%;69.33%
2011;-6.93%;-28.09%;4.59%;-27.11%;0.31%;-10.31%;1.54%;22.47%;85.52%;-3.72%;18.92%;13.64%;37.80%
2012;-14.00%;-1.00%;-2.68%;-17.93%;-7.56%;-33.64%;1.23%;-13.26%;-17.47%;46.12%;-11.51%;16.96%;-54.29%
2013;-16.37%;-5.23%;-14.67%;-17.74%;-6.29%;-22.54%;-7.74%;-2.68%;-3.45%;-3.57%;5.56%;-5.96%;-66.50%
2014;-5.22%;0.79%;-0.39%;-4.71%;-4.12%;5.15%;-7.76%;-23.45%;30.64%;-17.26%;-10.16%;-28.57%;-55.22%
2015;-5.83%;-0.00%;-0.88%;38.39%;-3.87%;-6.04%;-15.00%;-28.57%;-10.59%;18.42%;-23.33%;-5.80%;-45.83%
2016;115.38%;-9.29%;-4.72%;-13.55%;-10.61%;-3.21%;20.33%;19.38%;-0.08%;97.46%;-10.72%;-1.75%;246.15%
2017;33.42%;18.02%;12.50%;-2.16%;-23.36%;-4.15%;1.26%;0.14%;5.99%;-10.91%;-18.65%;3.97%;3.11%
2018;5.50%;-1.51%;-16.41%;4.19%;-15.18%;-9.06%;34.85%;-8.21%;13.42%;6.26%;-2.40%;1.12%;2.77%
2019;28.76%;-6.53%;5.15%;-0.14%;-7.91%;0.95%;3.20%;66.06%;-20.77%;4.58%;-6.23%;-17.77%;28.63%
2020;-1.44%;-14.52%;-37.93%;63.95%;-7.91%;40.04%;37.52%;-16.72%;-19.10%;-9.37%;22.82%;-6.85%;6.23%
2021;-9.65%;-1.36%;-5.85%;1.12%;14.50%;6.70%;-7.84%;-12.68%;-10.52%;-17.87%;-11.25%;-13.69%;-53.04%
2022;7.59%;-16.67%;26.92%;-12.79%;4.24%;-19.00%;-8.72%;3.70%;1.74%;-6.24%;-7.02%;-0.49%;-30.00%
2023;-2.46%;-12.53%;37.99%;-18.66%;49.18%;-18.21%;9.11%;11.36%;-14.64%;-7.32%;6.05%;8.52%;29.26%
2024;-14.02%;-5.23%;-6.36%;-1.10%;-9.90%;-0.67%;6.66%;-1.59%;1.40%;-2.86%;-13.32%;-8.06%;-44.36%
2025;13.56%;9.05%;1.66%;-0.11%;-2.83%;-2.24%;-11.70%;3.12%;0.00%;0.00%;0.00%;0.00%;8.77%
