;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-19.78%;-2.74%;-1.41%;-2.86%;-22.06%;11.32%;33.90%;96.20%;-12.26%;1.47%;-8.70%;3.17%;42.86%
2001;63.08%;41.04%;-3.01%;-13.79%;26.00%;-4.76%;6.67%;0.00%;-23.44%;22.45%;-11.67%;-17.36%;68.46%
2002;9.13%;14.23%;-10.26%;0.00%;-10.20%;-0.00%;-20.45%;25.71%;-22.73%;-2.94%;-6.06%;12.26%;-20.55%
2003;-2.30%;-5.88%;10.62%;12.99%;-5.00%;0.00%;-7.89%;5.71%;43.24%;-13.21%;-8.70%;-0.95%;19.54%
2004;-10.58%;2.15%;2.63%;-12.82%;15.88%;73.60%;17.84%;-3.47%;25.96%;26.12%;-3.07%;0.17%;188.46%
2005;-1.00%;1.01%;-3.67%;5.54%;-36.07%;26.92%;-8.08%;9.89%;12.00%;17.68%;-16.24%;-0.18%;-8.17%
2006;-2.18%;0.00%;2.23%;10.34%;-6.25%;2.98%;2.04%;-3.34%;1.04%;-2.74%;1.41%;4.16%;9.07%
2007;3.16%;-3.39%;-5.34%;14.46%;4.47%;7.67%;-99.89%;-6.45%;0.93%;12.74%;-9.09%;-6.63%;-99.88%
2008;-21.46%;14.77%;-0.99%;4.00%;26.92%;-6.06%;6.45%;4.52%;-3.04%;1.38%;-9.14%;-7.86%;1.32%
2009;-8.14%;-2.19%;0.59%;11.07%;-0.70%;2.51%;17.24%;4.44%;6.73%;4.22%;11.39%;-4.55%;47.99%
2010;4.74%;6.39%;-0.02%;-2.76%;3.13%;0.02%;0.00%;8.70%;3.78%;4.73%;0.93%;3.79%;38.31%
2011;-0.02%;12.75%;1.61%;3.17%;-8.99%;10.15%;0.02%;-0.11%;0.00%;-10.67%;0.00%;20.67%;27.60%
2012;8.57%;10.91%;0.00%;-4.88%;-3.91%;0.00%;5.39%;0.00%;-1.27%;3.86%;1.23%;-0.12%;20.28%
2013;3.79%;1.18%;3.49%;-6.07%;-14.86%;-8.44%;0.00%;0.00%;6.14%;-17.52%;-9.49%;39.79%;-11.87%
2014;13.84%;2.50%;-2.11%;0.30%;-1.38%;-0.59%;-0.62%;-3.14%;-0.63%;-0.00%;-1.58%;5.56%;11.60%
2015;0.00%;0.00%;-24.37%;-5.79%;1.30%;0.00%;0.00%;0.00%;-0.38%;-21.57%;0.00%;-37.50%;-64.75%
2016;32.00%;-3.03%;-62.50%;54.17%;-19.65%;-10.77%;33.19%;1.29%;-5.11%;7.07%;-11.95%;-7.14%;-40.54%
2017;1.92%;24.53%;-19.09%;11.99%;-2.68%;15.12%;1.49%;46.18%;5.63%;0.00%;-2.86%;2.94%;101.92%
2018;24.95%;-1.52%;-6.66%;6.80%;-13.20%;-3.40%;19.07%;-21.15%;-5.72%;-1.67%;4.04%;3.68%;-3.43%
2019;22.29%;3.06%;5.01%;-19.82%;14.16%;9.83%;13.81%;11.60%;-4.54%;7.63%;39.53%;10.58%;167.92%
2020;30.44%;18.26%;-21.84%;-3.19%;-7.98%;32.81%;2.11%;0.48%;5.32%;-0.20%;15.29%;37.83%;144.43%
2021;-14.07%;8.30%;-5.22%;11.16%;10.38%;18.50%;-11.99%;7.99%;7.72%;-6.90%;-5.26%;10.67%;28.16%
2022;-22.60%;25.61%;3.11%;-20.91%;-1.03%;-32.82%;6.68%;20.12%;8.03%;-9.02%;6.55%;-17.39%;-41.57%
2023;-8.42%;17.07%;-2.08%;-14.89%;18.86%;-11.46%;12.55%;63.00%;4.05%;-5.41%;-19.47%;2.64%;40.34%
2024;-12.02%;-6.63%;-8.44%;46.94%;-8.42%;2.05%;0.64%;14.76%;-13.89%;0.00%;-3.68%;1.15%;0.07%
2025;-2.43%;3.17%;3.07%;7.87%;-9.09%;-18.31%;-9.80%;-4.98%;0.00%;0.00%;0.00%;0.00%;-28.76%
