;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2013;0.00%;0.00%;0.00%;3.37%;2.82%;1.51%;-7.31%;-2.40%;2.46%;-3.43%;-1.48%;-2.40%;-7.14%
2014;-4.06%;13.15%;1.64%;-11.88%;7.59%;-4.71%;4.01%;9.67%;-6.11%;4.84%;5.00%;-7.64%;8.55%
2015;7.71%;-3.68%;5.46%;-4.20%;-5.79%;-4.54%;-1.08%;-11.19%;1.98%;6.38%;-10.60%;-7.20%;-25.45%
2016;-5.86%;1.86%;17.76%;-4.97%;0.71%;13.82%;19.93%;-3.57%;-0.12%;14.90%;-11.63%;4.14%;50.25%
2017;8.01%;7.69%;2.97%;-7.96%;-5.57%;1.63%;1.38%;1.96%;0.43%;-3.89%;-4.04%;6.52%;7.89%
2018;0.54%;-1.89%;-1.81%;-2.57%;-10.28%;-2.69%;7.57%;-7.03%;4.28%;10.41%;4.57%;0.16%;-0.65%
2019;17.57%;6.26%;1.48%;0.52%;4.37%;6.03%;2.55%;-1.96%;-2.69%;-2.73%;5.20%;8.15%;52.70%
2020;7.00%;-7.68%;-18.63%;0.31%;10.19%;-3.62%;0.83%;-3.06%;-0.55%;-2.79%;8.21%;9.51%;-4.11%
2021;-4.66%;-7.82%;8.73%;3.86%;2.89%;-3.76%;-7.32%;3.60%;-4.03%;-2.51%;2.36%;-0.62%;-10.17%
2022;6.39%;-0.70%;8.32%;-4.75%;1.79%;-2.99%;5.01%;4.40%;-4.39%;3.93%;-4.53%;5.08%;17.63%
2023;0.78%;-3.60%;-2.43%;4.93%;6.82%;3.49%;-2.84%;-2.88%;1.66%;-2.64%;2.96%;9.30%;15.55%
2024;-7.65%;2.34%;2.62%;-5.26%;4.45%;0.96%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-3.10%
