;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.78%;1.57%;29.63%;14.44%;43.48%
2022;5.27%;-9.09%;-7.25%;-5.08%;1.56%;-25.36%;2.50%;16.53%;25.55%;4.63%;-8.30%;-1.89%;-9.85%
2023;-8.15%;-7.04%;4.41%;-3.71%;-0.81%;6.87%;4.14%;-3.41%;4.12%;-26.15%;14.64%;1.62%;-18.00%
2024;-23.64%;-10.81%;-5.92%;-9.65%;-6.60%;11.45%;4.45%;1.48%;-8.08%;-3.16%;1.81%;0.00%;-42.11%
