;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;5.77%;3.86%;3.85%;-1.48%;4.64%;12.57%;-11.06%;-12.20%;2.59%;-20.32%;-15.49%
2008;-18.50%;34.36%;8.83%;26.06%;14.67%;-18.18%;3.70%;-21.07%;-28.51%;-16.67%;27.85%;-2.38%;-14.22%
2009;-2.64%;-3.96%;13.88%;17.49%;9.25%;4.46%;5.41%;5.53%;17.90%;5.97%;-1.74%;-1.15%;92.76%
2010;-1.58%;-2.78%;-12.44%;2.77%;-10.97%;5.38%;12.57%;-13.37%;-1.88%;-10.53%;0.15%;9.47%;-24.20%
2011;-12.13%;-0.95%;-5.61%;-8.83%;5.40%;-4.95%;-14.87%;-6.77%;-14.99%;51.24%;8.38%;2.18%;-15.20%
2012;5.10%;14.24%;2.74%;0.00%;-27.33%;10.64%;-11.11%;8.96%;15.07%;-2.23%;-17.66%;10.91%;-1.32%
2013;27.17%;-10.09%;-0.87%;-5.23%;11.29%;-8.73%;-1.70%;15.54%;5.30%;3.61%;4.61%;4.40%;47.64%
2014;-3.65%;-11.24%;3.47%;-0.64%;-1.75%;1.33%;9.87%;21.08%;-9.50%;20.77%;7.78%;-6.38%;28.42%
2015;1.70%;9.35%;14.44%;9.23%;2.07%;4.54%;-5.81%;-8.18%;18.73%;-15.18%;-12.84%;-0.56%;11.97%
2016;-12.55%;5.56%;-4.47%;-16.99%;15.81%;0.00%;9.00%;14.68%;-5.44%;-17.85%;0.51%;16.80%;-3.36%
2017;4.39%;-1.68%;-12.74%;0.59%;-21.17%;-19.08%;17.92%;12.60%;-1.96%;-11.29%;4.91%;24.02%;-13.67%
2018;2.45%;-1.39%;-5.65%;-6.42%;2.61%;4.14%;-3.01%;4.21%;-0.21%;9.28%;14.83%;-1.53%;18.78%
2019;30.20%;-11.00%;18.54%;24.18%;10.58%;-2.93%;17.34%;19.04%;10.63%;-13.72%;0.67%;-9.41%;122.63%
2020;6.90%;-17.69%;-10.40%;19.92%;-7.84%;-3.73%;1.84%;4.18%;-7.89%;-5.90%;19.02%;2.20%;-6.17%
2021;2.20%;6.78%;17.27%;2.78%;0.43%;-3.80%;10.14%;0.43%;18.93%;5.34%;-6.24%;9.36%;80.55%
2022;-7.54%;2.28%;3.73%;1.67%;-3.33%;-11.26%;1.11%;-7.36%;-15.11%;-0.64%;-8.08%;-0.27%;-38.03%
2023;-8.69%;-4.43%;-6.98%;0.28%;-6.15%;9.77%;7.56%;-2.02%;-1.90%;10.97%;15.88%;7.32%;19.65%
2024;-5.94%;-1.58%;-6.76%;9.02%;23.04%;11.89%;4.49%;9.54%;-9.63%;13.85%;6.63%;-2.73%;58.22%
2025;-2.37%;-12.56%;32.66%;12.11%;-6.75%;91.05%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;126.20%
