;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2002;0.00%;0.00%;0.00%;0.00%;0.00%;-5.91%;-7.45%;9.20%;2.11%;25.26%;-7.08%;0.09%;13.11%
2003;-7.52%;-1.44%;4.47%;17.10%;0.79%;-3.54%;-9.39%;18.02%;-3.05%;2.44%;9.92%;11.54%;41.15%
2004;-18.50%;-6.92%;0.83%;-9.84%;-5.45%;6.63%;10.91%;-2.44%;1.67%;-1.56%;19.48%;0.14%;-9.91%
2005;-1.18%;0.70%;-5.94%;8.55%;-13.70%;23.81%;-4.49%;10.67%;18.86%;-13.27%;2.94%;0.00%;21.78%
2006;2.86%;16.67%;-9.52%;26.32%;4.17%;-6.28%;-8.24%;-16.28%;3.33%;7.26%;20.30%;16.04%;59.14%
2007;-6.64%;3.85%;7.41%;6.55%;3.21%;6.62%;-5.88%;-3.13%;5.97%;7.76%;-9.66%;-2.75%;11.67%
2008;28.62%;7.50%;-6.98%;21.13%;1.02%;-1.01%;2.08%;1.84%;-6.81%;-4.30%;22.47%;2.07%;80.54%
2009;-2.61%;11.01%;-1.08%;-0.17%;1.92%;-8.10%;-42.38%;-6.50%;-6.35%;-7.04%;7.61%;-2.46%;-50.77%
2010;-25.81%;-2.42%;-20.27%;-8.88%;11.13%;0.19%;-1.00%;-4.48%;-0.86%;6.20%;-9.79%;8.02%;-43.18%
2011;12.71%;-5.44%;8.01%;-2.78%;3.08%;-1.96%;-11.73%;-14.62%;-4.36%;5.04%;-7.44%;-2.18%;-22.44%
2012;0.43%;7.75%;-11.46%;15.09%;-18.68%;-0.53%;24.76%;-22.39%;8.42%;-3.23%;-6.04%;1.55%;-13.54%
2013;10.81%;-16.75%;-11.83%;-14.82%;-28.21%;3.53%;2.05%;-14.25%;25.48%;-11.70%;-3.25%;-6.72%;-54.95%
2014;27.42%;-12.61%;-19.65%;-29.41%;-10.09%;1.46%;-26.92%;-1.97%;20.13%;-23.46%;10.95%;-39.80%;-74.65%
2015;-41.86%;19.36%;-19.21%;10.92%;23.73%;-15.48%;-16.13%;-45.69%;13.65%;1.95%;-7.96%;-16.96%;-73.77%
2016;-8.75%;-42.47%;-15.87%;-18.87%;3.49%;119.10%;53.85%;32.67%;-7.04%;-10.54%;-16.92%;-4.36%;9.58%
2017;38.78%;16.16%;-2.36%;-1.21%;-2.93%;1.76%;5.69%;5.15%;12.47%;-7.33%;-3.42%;-19.69%;38.02%
2018;-0.83%;12.22%;-2.48%;-1.78%;-9.04%;-0.57%;-15.43%;-6.42%;-18.77%;24.44%;-31.09%;-13.19%;-53.86%
2019;4.00%;37.69%;-15.08%;11.18%;-13.02%;8.84%;-2.50%;-23.72%;-20.17%;0.00%;-3.16%;-6.52%;-31.20%
2020;13.95%;2.04%;-50.00%;24.00%;20.97%;60.00%;51.67%;-6.59%;2.94%;-11.43%;36.77%;3.77%;155.81%
2021;-5.45%;-9.62%;1.60%;-10.99%;-11.18%;0.00%;-21.19%;-6.72%;-9.91%;-11.00%;-1.12%;-13.64%;-65.45%
2022;40.79%;-25.23%;2.50%;-4.88%;-6.41%;-23.29%;-16.07%;17.02%;-29.09%;-35.90%;-20.00%;-15.00%;-77.63%
2023;41.76%;-16.18%;-47.03%;-4.67%;-1.96%;5.00%;-1.90%;-32.04%;-12.86%;-3.28%;10.17%;-1.54%;-62.35%
2024;-3.13%;67.74%;-36.54%;10.61%;-17.81%;-10.00%;-22.78%;18.71%;7.07%;-15.28%;-64.37%;-16.25%;-79.06%
2025;23.13%;-31.52%;-11.50%;-43.00%;10.53%;1.59%;-18.75%;1.92%;0.00%;0.00%;0.00%;0.00%;-60.45%
