;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2004;0.00%;0.00%;0.00%;0.00%;1.18%;16.84%;4.23%;8.85%;2.12%;0.35%;15.52%;15.67%;83.65%
2005;-17.55%;19.33%;-4.79%;4.67%;8.04%;-8.78%;6.82%;0.00%;11.25%;0.13%;5.36%;9.67%;32.88%
2006;13.13%;6.44%;3.63%;3.89%;-13.86%;-1.30%;6.39%;10.56%;-0.04%;10.53%;-0.68%;2.90%;46.39%
2007;-4.81%;-6.17%;-13.85%;3.02%;9.87%;6.63%;-17.89%;-9.96%;6.28%;-5.45%;-10.34%;-8.85%;-43.62%
2008;-0.00%;1.47%;5.36%;8.38%;-3.09%;-12.23%;12.75%;3.26%;-2.53%;1.08%;10.16%;-7.82%;14.80%
2009;4.79%;9.05%;6.15%;14.79%;-0.38%;-0.15%;3.15%;14.41%;4.79%;-1.25%;6.34%;9.54%;97.00%
2010;-7.65%;-1.89%;9.72%;2.22%;2.71%;5.54%;15.14%;-7.44%;7.56%;7.03%;-5.38%;3.49%;32.36%
2011;-10.46%;-1.15%;10.34%;-3.70%;-4.51%;-7.80%;-9.23%;8.88%;-16.05%;4.38%;8.68%;-0.11%;-22.15%
2012;3.20%;9.72%;-1.95%;10.20%;-1.03%;8.55%;14.38%;-4.57%;8.55%;-1.99%;4.45%;3.68%;65.30%
2013;-8.42%;-3.79%;-6.46%;5.98%;0.12%;-5.40%;-6.00%;0.70%;10.02%;-9.49%;-3.57%;-4.24%;-27.99%
2014;-5.08%;-10.62%;10.46%;0.47%;1.31%;-3.99%;-4.36%;16.33%;-10.02%;-2.65%;-2.03%;-9.70%;-21.04%
2015;-1.57%;-8.65%;-4.34%;7.06%;-0.45%;-3.94%;-6.69%;-6.95%;-17.69%;17.44%;-7.51%;10.91%;-24.19%
2016;-4.60%;19.24%;-0.15%;-3.92%;-11.69%;13.23%;30.59%;-6.43%;0.22%;-1.83%;-14.55%;-11.86%;-1.17%
2017;9.77%;1.39%;13.52%;4.27%;7.67%;-21.09%;-2.53%;17.76%;5.76%;-0.74%;-5.84%;13.37%;43.99%
2018;5.63%;-1.69%;-6.33%;0.66%;4.69%;-10.23%;-3.87%;-0.34%;-2.14%;14.83%;25.53%;10.00%;36.78%
2019;5.69%;2.14%;-6.18%;2.36%;28.39%;-5.30%;8.28%;7.86%;-48.68%;-7.97%;6.72%;11.29%;-17.42%
2025;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-75.50%;-0.22%;3.77%;-3.64%;-7.99%;-10.13%;-79.79%
2026;17.72%;5.25%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;23.89%
