;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;0.00%;0.00%;0.00%;4.63%;17.52%;-14.16%;-16.67%;-5.05%;-10.20%;-1.48%;-24.81%;16.67%;-35.19%
2009;-2.00%;-12.54%;-1.00%;12.12%;3.89%;-1.25%;26.67%;1.00%;0.25%;1.49%;41.04%;15.32%;106.61%
2010;-5.34%;-0.81%;15.45%;1.41%;-1.90%;7.71%;32.63%;14.14%;18.63%;4.64%;2.57%;19.16%;166.77%
2011;-1.17%;-2.37%;2.97%;9.71%;13.79%;-5.70%;4.95%;8.34%;-8.31%;34.29%;5.00%;-7.14%;59.65%
2012;5.37%;21.76%;8.33%;-2.41%;-5.57%;-11.23%;4.09%;-19.53%;6.27%;-5.36%;1.62%;8.18%;5.29%
2013;-9.66%;18.14%;-7.68%;-3.97%;-3.58%;-6.26%;-24.35%;-0.98%;10.23%;-0.30%;-7.66%;-2.44%;-36.57%
2014;-12.50%;19.05%;-2.72%;1.81%;13.89%;-2.98%;4.53%;27.27%;-10.00%;4.03%;10.40%;-17.52%;29.30%
2015;-1.85%;-2.55%;-8.41%;34.04%;-5.06%;-22.96%;-16.74%;-23.06%;-21.58%;-7.03%;-33.22%;-8.87%;-75.59%
2016;27.57%;196.61%;-35.14%;-7.27%;-7.36%;-18.72%;28.08%;-2.22%;-5.29%;3.46%;-9.00%;-10.73%;70.81%
2017;28.16%;15.31%;-4.71%;3.37%;-5.22%;10.42%;9.79%;8.81%;0.84%;7.98%;-8.99%;-18.55%;46.93%
2018;-4.62%;-1.94%;2.96%;-2.62%;-16.11%;-0.67%;9.69%;1.72%;-3.01%;14.53%;-5.92%;-3.60%;-12.15%
2019;31.53%;-6.35%;-3.06%;-7.78%;-15.62%;-0.00%;-15.92%;6.80%;-4.09%;-2.94%;-22.61%;7.26%;-35.53%
2020;-0.00%;-10.71%;-61.07%;3.05%;-5.58%;20.00%;-19.28%;-5.75%;-6.29%;-17.68%;18.52%;3.12%;-70.88%
2021;-10.30%;-6.31%;-1.20%;5.84%;-9.20%;7.34%;-8.49%;-28.61%;-22.74%;-11.21%;-33.16%;7.09%;-72.53%
2022;26.47%;-5.81%;17.28%;-23.16%;15.07%;-8.33%;-7.79%;26.06%;-10.61%;14.38%;-6.01%;22.27%;54.64%
2023;0.00%;-9.69%;5.96%;-0.69%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.96%
