;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-4.27%;-3.35%;-3.85%;6.00%;16.60%;-4.21%;-5.74%;-12.19%;-16.73%;-26.96%;4.03%;4.52%;-42.35%
2009;-0.62%;-2.48%;2.55%;5.59%;5.29%;0.00%;0.00%;15.64%;0.00%;0.00%;0.00%;0.00%;27.78%
2010;1.28%;39.61%;-1.38%;-2.11%;-10.39%;-2.00%;14.71%;5.11%;-5.21%;6.23%;1.38%;-0.68%;46.54%
2011;8.42%;32.48%;-0.96%;-3.64%;2.02%;3.21%;11.96%;-0.21%;-4.71%;-0.00%;6.74%;-2.53%;59.86%
2012;16.63%;27.41%;4.65%;2.22%;-1.63%;8.43%;-1.91%;13.64%;-3.20%;3.90%;-0.23%;1.25%;92.01%
2013;14.74%;-11.76%;-13.33%;-5.33%;12.64%;-23.78%;2.96%;9.87%;-1.45%;1.62%;-3.04%;-1.19%;-22.60%
2014;-14.20%;-0.90%;-2.00%;10.02%;2.08%;-3.39%;5.14%;-0.17%;-14.16%;18.31%;8.84%;-9.38%;-4.94%
2015;-10.97%;10.00%;-7.27%;-0.55%;-7.00%;-16.13%;13.92%;-3.57%;-3.70%;-3.85%;-4.53%;-6.42%;-35.99%
2016;-15.56%;16.73%;26.71%;10.23%;14.02%;8.61%;17.94%;27.55%;14.27%;14.35%;14.29%;-4.02%;267.60%
2017;35.02%;2.13%;-23.61%;-6.47%;1.65%;4.31%;0.25%;-1.51%;3.64%;0.28%;-2.21%;10.27%;15.60%
2018;-6.71%;-2.64%;4.84%;-1.35%;-16.59%;0.90%;-4.09%;2.41%;-2.12%;21.15%;3.67%;2.39%;-2.25%
2019;30.33%;1.33%;1.61%;3.87%;-4.99%;8.65%;10.99%;9.92%;-6.00%;10.40%;1.87%;13.95%;111.47%
2020;-4.00%;-0.65%;-27.12%;3.53%;6.83%;18.05%;-1.90%;-12.71%;-3.78%;-6.48%;4.83%;2.20%;-25.07%
2021;-13.81%;-8.12%;11.62%;-3.62%;-4.69%;3.20%;-3.11%;-1.26%;-1.53%;-3.38%;2.15%;1.84%;-20.66%
2022;6.91%;-0.50%;2.76%;-4.88%;2.05%;-5.78%;2.89%;-5.60%;-1.13%;10.00%;-1.30%;-3.95%;0.12%
2023;1.73%;-3.12%;6.45%;5.23%;6.02%;8.89%;-0.39%;8.31%;0.22%;-4.60%;21.10%;11.55%;77.62%
2024;-2.16%;-6.56%;-0.38%;-1.90%;8.54%;0.00%;1.89%;5.60%;1.88%;-7.05%;9.39%;-7.26%;0.23%
2025;-5.81%;4.28%;0.37%;13.01%;7.07%;15.98%;-8.99%;1.66%;0.00%;0.00%;0.00%;0.00%;28.01%
