;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;-66.67%;0.00%;0.00%;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-33.33%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.66%;0.00%;0.00%;0.00%;0.00%;0.00%;75.66%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;125.99%;-13.46%;33.36%;160.80%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;149.98%;0.00%;0.00%;99.99%;-3.16%;0.00%;-0.18%;383.25%
2004;3.45%;-3.33%;0.00%;0.00%;0.00%;37.93%;22.50%;-16.33%;-7.32%;-10.53%;17.65%;5.00%;44.83%
2005;0.00%;66.66%;35.57%;-15.70%;-10.63%;-3.50%;10.14%;-23.82%;-13.64%;0.00%;-10.00%;0.00%;7.14%
2006;0.00%;13.89%;-17.07%;-0.06%;-5.89%;0.00%;0.00%;0.00%;0.00%;-34.96%;-0.10%;0.19%;-42.17%
2007;82.52%;0.00%;-14.21%;-23.25%;43.88%;27.78%;21.48%;0.00%;0.00%;0.00%;0.00%;0.00%;168.40%
2008;0.00%;-35.61%;-16.62%;-10.00%;44.81%;-23.22%;19.52%;0.00%;-28.12%;-20.00%;0.00%;79.00%;-33.91%
2009;0.00%;-43.41%;0.00%;3.11%;46.46%;0.00%;-18.41%;8.62%;-6.61%;15.42%;-6.14%;6.92%;-18.07%
2010;41.37%;-13.49%;11.65%;-20.17%;-1.52%;13.34%;-0.91%;9.54%;12.36%;10.00%;0.00%;8.14%;76.49%
2011;1.72%;3.31%;-16.48%;-9.00%;-10.05%;6.25%;0.00%;-11.76%;0.00%;3.40%;0.00%;0.00%;-30.36%
2012;-0.06%;0.00%;-0.00%;-14.03%;-1.95%;0.00%;-4.84%;8.25%;0.00%;0.00%;0.00%;9.24%;-5.20%
2013;5.71%;0.00%;0.00%;15.17%;0.00%;0.29%;5.37%;0.00%;9.39%;0.06%;0.80%;0.00%;41.94%
2014;0.11%;13.19%;-2.50%;1.58%;10.72%;2.00%;0.00%;5.53%;-16.67%;2.86%;-1.11%;7.27%;21.61%
2015;0.00%;0.00%;0.00%;1.11%;0.00%;0.00%;0.00%;0.00%;-23.53%;0.00%;0.00%;-11.54%;-31.60%
2016;0.00%;0.00%;0.00%;1.01%;-4.26%;-0.09%;0.00%;4.87%;0.00%;-5.45%;0.00%;0.00%;-4.20%
2017;0.00%;0.10%;7.59%;26.44%;-7.14%;-18.92%;-0.38%;6.67%;2.68%;0.00%;-2.17%;-2.22%;6.98%
2018;4.55%;8.70%;8.00%;-6.09%;-2.40%;-1.64%;16.67%;-3.57%;2.15%;8.05%;0.74%;-4.73%;31.86%
2019;18.81%;26.49%;-0.88%;-7.13%;-0.00%;7.79%;2.49%;0.00%;4.76%;-4.09%;1.90%;6.51%;66.64%
2020;4.85%;4.12%;-8.80%;-8.77%;-12.98%;38.12%;4.48%;-15.18%;10.36%;0.78%;6.21%;11.50%;27.43%
2021;35.53%;-5.04%;17.93%;64.71%;30.42%;18.35%;-2.35%;7.06%;-10.60%;-3.28%;-4.93%;0.66%;233.84%
2022;-1.91%;8.41%;0.27%;7.51%;0.00%;-10.36%;0.00%;-17.23%;4.35%;-29.17%;0.85%;-18.34%;-48.23%
2023;14.29%;22.50%;3.27%;-9.61%;-3.33%;-20.07%;-28.57%;0.00%;0.60%;9.30%;5.49%;0.34%;-16.06%
2024;-4.98%;8.21%;-0.07%;0.00%;-10.37%;-2.84%;-7.69%;69.58%;-34.93%;19.15%;-3.39%;-5.55%;-0.90%
2025;2.54%;-8.40%;16.67%;15.71%;4.76%;18.00%;-10.12%;30.60%;0.00%;0.00%;0.00%;0.00%;84.01%
