;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;20.00%;20.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.67%;-100.00%;0.00%;0.00%;0.00%;-100.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;100.00%;0.00%;0.00%;20.00%;0.00%;0.00%;140.00%
2003;6.25%;0.00%;0.00%;-7.84%;-2.13%;0.00%;-8.70%;0.00%;0.00%;0.00%;0.00%;0.00%;-12.50%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;102.38%;0.59%;4.09%;111.90%
2005;0.00%;0.00%;62.70%;0.14%;11.72%;0.00%;3.70%;0.00%;0.00%;0.00%;0.00%;0.00%;88.76%
2006;0.00%;0.00%;0.00%;7.14%;0.00%;0.00%;0.00%;0.00%;-19.44%;-10.34%;14.54%;-6.11%;-16.79%
2007;-6.80%;7.44%;42.64%;0.00%;0.15%;300.00%;0.00%;0.00%;-12.49%;48.55%;44.23%;-6.67%;901.43%
2008;-17.14%;3.45%;0.00%;37.80%;3.03%;-35.88%;-6.42%;-6.86%;3.16%;-18.37%;0.00%;-1.25%;-43.45%
2009;25.32%;0.00%;-29.29%;-4.29%;-20.85%;-5.66%;8.00%;-5.56%;1.96%;46.15%;-3.95%;2.74%;-5.01%
2010;34.67%;43.56%;-7.59%;-13.43%;-21.91%;-2.22%;31.82%;-8.62%;-5.66%;-2.00%;-8.16%;2.22%;23.46%
2011;-10.87%;-14.63%;-11.43%;6.45%;7.58%;-8.45%;26.15%;-19.51%;-1.52%;7.69%;-17.14%;8.62%;-31.52%
2012;-4.76%;-3.33%;-18.97%;-4.26%;-37.78%;-28.57%;5.00%;-4.76%;-10.00%;-11.11%;-6.25%;-13.33%;-79.37%
2013;-30.77%;0.00%;-22.22%;-14.29%;0.00%;-16.67%;120.00%;-9.09%;-10.00%;11.11%;-20.00%;-0.00%;-38.46%
2014;0.00%;0.00%;12.50%;33.33%;-25.00%;66.67%;66.67%;16.00%;-20.69%;-43.48%;0.00%;38.46%;125.00%
2015;-27.78%;7.69%;42.86%;10.00%;2.20%;36.36%;-3.33%;-13.79%;-20.00%;-15.00%;-5.88%;6.25%;-3.48%
2016;5.88%;-11.11%;-12.50%;-10.95%;-34.22%;4.07%;17.97%;19.87%;-14.36%;8.39%;-5.36%;-1.89%;-38.82%
2017;4.49%;-8.59%;-11.41%;6.82%;26.24%;1.12%;16.11%;0.48%;21.43%;1.96%;-7.69%;15.00%;76.92%
2018;-13.04%;-8.33%;-7.73%;-16.75%;-1.78%;20.48%;-19.00%;-1.85%;-5.66%;13.33%;-10.00%;-4.58%;-47.10%
2019;14.38%;-1.80%;-7.32%;-57.24%;33.85%;8.05%;0.00%;0.00%;0.00%;2.13%;0.00%;56.25%;2.74%
2020;100.00%;-10.67%;-46.27%;7.64%;1.94%;61.39%;-11.37%;-6.64%;-4.27%;16.83%;6.36%;-5.98%;57.33%
2021;-11.44%;-12.44%;12.57%;14.08%;7.66%;116.60%;-30.29%;-9.69%;-11.59%;-7.54%;-5.67%;-29.32%;-20.34%
2022;-4.79%;-13.41%;20.00%;-12.37%;-3.07%;-17.72%;5.38%;-9.49%;3.23%;-6.25%;0.00%;0.00%;-36.17%
2023;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
