;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.93%;5.52%;4.11%;-2.66%;18.95%;2.27%;-1.13%;29.82%
2007;20.18%;9.97%;8.84%;17.97%;-2.65%;15.63%;-4.87%;-9.71%;10.60%;9.92%;-13.80%;4.44%;79.59%
2008;-29.91%;8.39%;-12.36%;20.30%;8.12%;12.37%;-8.95%;-6.27%;-31.89%;-36.28%;-19.58%;-6.91%;-73.02%
2009;18.74%;-7.03%;-2.52%;29.31%;-5.20%;9.56%;7.19%;19.76%;-2.00%;-8.16%;-2.78%;12.00%;81.82%
2010;-4.08%;-0.53%;-6.95%;-7.47%;-18.14%;-8.65%;16.28%;-2.86%;-8.53%;15.76%;4.72%;-2.52%;-25.00%
2011;-7.48%;-2.94%;-3.79%;3.62%;-2.13%;-6.37%;-17.41%;-9.84%;0.22%;0.89%;-11.89%;-0.75%;-45.99%
2012;1.26%;30.60%;-1.90%;-11.84%;-3.96%;7.57%;-12.79%;8.80%;-2.47%;8.06%;14.07%;-1.31%;33.00%
2013;-0.19%;-2.09%;-1.55%;-3.74%;-2.86%;-12.63%;-10.84%;5.41%;11.28%;-7.37%;4.48%;2.38%;-18.56%
2014;9.30%;-14.04%;-14.11%;6.63%;13.51%;16.90%;0.81%;-1.01%;-2.24%;4.59%;9.78%;5.45%;34.88%
2015;-6.90%;0.00%;5.56%;-3.16%;15.94%;8.59%;-6.04%;-4.29%;4.00%;9.85%;9.24%;-1.28%;32.76%
2016;1.17%;-9.50%;2.84%;6.07%;-8.45%;6.39%;-13.89%;12.09%;-5.26%;1.31%;-5.33%;5.94%;-9.61%
2017;-6.32%;-4.45%;5.94%;1.82%;0.74%;-2.36%;-0.15%;0.76%;-12.18%;0.17%;9.74%;-10.12%;-17.10%
2018;7.11%;-5.34%;8.55%;-21.10%;-1.40%;1.21%;1.80%;-10.41%;-0.22%;10.77%;-0.40%;-7.97%;-19.93%
2019;2.81%;-1.47%;-5.56%;-11.76%;15.38%;7.78%;10.31%;-1.68%;12.55%;9.29%;6.03%;-8.31%;36.15%
2020;-2.23%;0.00%;-44.55%;13.49%;-12.40%;41.00%;-7.32%;28.67%;-22.98%;-15.72%;5.41%;11.54%;-30.84%
2021;-14.48%;-1.34%;38.96%;15.69%;-11.36%;8.99%;3.68%;-5.75%;10.41%;14.31%;-17.78%;1.56%;34.94%
2022;-7.16%;-8.07%;15.97%;-9.29%;-5.69%;-17.10%;-5.34%;-2.82%;-7.12%;-4.55%;-12.20%;-7.80%;-53.66%
2023;-0.74%;-21.48%;7.55%;10.53%;16.27%;9.56%;4.36%;-6.87%;-6.41%;-10.96%;8.85%;-2.47%;1.47%
2024;4.35%;5.90%;24.59%;3.95%;-1.27%;-0.26%;-2.31%;5.26%;32.00%;-24.24%;-3.50%;-2.59%;36.23%
2025;3.72%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.72%
