;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-99.80%;-99.80%
2001;50.00%;56.67%;0.00%;0.00%;0.00%;-0.85%;0.00%;-35.62%;0.00%;0.00%;0.00%;3.33%;55.00%
2002;0.00%;0.00%;-1.94%;0.00%;-47.37%;0.00%;0.00%;-37.50%;0.00%;0.00%;10.00%;63.45%;-42.00%
2003;11.23%;10.00%;0.00%;0.00%;0.00%;-36.36%;-7.29%;0.00%;0.00%;0.00%;0.00%;-15.25%;-38.82%
2004;0.18%;-18.33%;0.00%;0.00%;-11.11%;-12.50%;42.86%;2.00%;7.84%;14.55%;3.17%;36.00%;60.73%
2005;-9.50%;13.25%;-0.66%;-1.78%;6.33%;-4.26%;-11.11%;-2.50%;2.56%;1.87%;0.00%;-1.84%;-9.50%
2006;53.75%;-18.70%;-0.60%;8.65%;11.02%;0.00%;8.42%;24.62%;3.70%;25.00%;-19.05%;2.94%;118.75%
2007;-3.43%;1.78%;-2.33%;11.90%;10.59%;-1.30%;-23.00%;4.43%;16.06%;1.57%;-7.71%;-6.41%;-4.00%
2008;-14.88%;23.57%;-1.53%;6.38%;10.75%;-7.32%;-11.32%;4.39%;-18.42%;-37.98%;26.40%;-2.31%;-34.58%
2009;0.00%;27.39%;-2.86%;-0.74%;-3.78%;-0.00%;0.00%;-3.00%;11.11%;0.36%;-4.77%;0.90%;22.84%
2010;-15.56%;4.47%;4.03%;6.30%;5.16%;0.72%;1.79%;42.25%;5.89%;13.14%;11.53%;-5.52%;88.89%
2011;-2.00%;4.04%;-0.19%;1.54%;6.26%;4.64%;-5.70%;-2.68%;0.37%;1.44%;-3.40%;5.48%;9.41%
2012;0.00%;11.04%;-4.81%;15.97%;18.42%;1.23%;17.07%;-2.29%;0.19%;3.00%;3.31%;-1.02%;77.38%
2013;-7.05%;1.30%;2.58%;-7.53%;-11.76%;7.69%;-9.52%;2.37%;-1.80%;-1.62%;13.09%;-1.18%;-15.13%
2014;-5.67%;-6.66%;-1.24%;-2.25%;6.89%;0.63%;-5.42%;6.22%;-3.58%;-5.38%;2.27%;-0.83%;-15.00%
2015;-18.77%;7.59%;5.13%;4.27%;1.35%;-7.10%;10.56%;-4.04%;5.39%;17.22%;-5.26%;-6.45%;4.76%
2016;-5.03%;0.17%;-7.25%;-17.27%;-4.76%;-9.23%;24.58%;-5.58%;0.36%;-4.88%;-12.45%;3.53%;-35.78%
2017;-0.75%;16.02%;6.65%;3.39%;-4.79%;9.50%;-6.92%;13.38%;6.08%;-2.08%;6.14%;-1.35%;51.96%
2018;-0.82%;0.00%;-6.24%;11.37%;-5.03%;-0.11%;12.27%;18.33%;-14.90%;-13.67%;12.74%;2.13%;10.41%
2019;-9.58%;0.99%;-1.52%;-3.42%;12.23%;6.36%;-8.04%;-8.17%;1.76%;6.57%;2.98%;28.43%;25.56%
2020;-1.62%;-12.05%;-40.06%;12.80%;2.50%;25.91%;-4.71%;-7.14%;2.78%;8.64%;13.67%;-2.24%;-17.11%
2021;0.76%;0.57%;-1.88%;12.33%;5.04%;-3.50%;-7.75%;1.74%;-9.47%;3.57%;-7.56%;3.31%;-4.86%
2022;4.61%;-11.74%;-3.09%;14.62%;12.90%;-3.77%;2.43%;17.30%;-6.03%;17.69%;-4.13%;-3.43%;37.09%
2023;-1.24%;0.52%;-10.79%;-7.93%;14.17%;2.99%;3.62%;-4.49%;4.78%;-6.55%;0.00%;0.00%;-7.09%
