;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.13%;-0.13%
2007;23.48%;-8.45%;9.62%;10.88%;23.42%;5.13%;3.17%;4.07%;-8.56%;8.60%;6.84%;-6.87%;89.09%
2008;-28.72%;-10.55%;-22.28%;2.11%;-18.53%;-9.97%;-12.45%;-14.66%;-40.68%;-15.86%;-2.38%;20.00%;-83.78%
2009;-21.74%;33.33%;13.06%;14.06%;3.34%;12.81%;31.68%;9.35%;10.93%;22.46%;-0.98%;8.37%;229.30%
2010;-8.32%;-1.78%;-10.20%;7.90%;0.00%;-10.21%;6.54%;-1.55%;-4.49%;-6.12%;-31.02%;-11.44%;-54.99%
2011;-2.87%;4.96%;-19.52%;-10.62%;3.03%;1.41%;-15.97%;-5.12%;-6.10%;0.74%;-2.03%;8.65%;-38.49%
2012;0.69%;12.71%;8.23%;-5.07%;-12.17%;-4.90%;-6.57%;3.80%;-6.78%;3.34%;-6.27%;2.23%;-12.80%
2013;0.60%;-6.31%;-13.47%;12.90%;3.24%;-17.66%;3.36%;-10.00%;10.56%;-5.03%;-18.25%;-7.12%;-41.96%
2014;6.27%;-20.66%;2.07%;-3.77%;-6.87%;-0.46%;-5.56%;8.82%;-4.50%;2.36%;26.27%;-21.90%;-23.93%
2015;-6.07%;6.97%;-9.30%;16.92%;-9.57%;1.50%;-1.48%;-5.00%;-21.05%;0.00%;13.33%;0.00%;-18.11%
2016;-22.35%;4.55%;7.25%;-1.35%;-4.11%;5.00%;35.37%;32.66%;17.80%;31.83%;-19.51%;-15.45%;64.12%
2017;21.86%;19.12%;-13.58%;4.57%;-10.30%;1.53%;19.34%;-14.68%;5.34%;-10.99%;-3.80%;2.30%;12.26%
2018;18.97%;-7.03%;1.45%;-3.72%;-13.69%;-20.00%;17.24%;-19.85%;-4.59%;14.42%;-3.36%;-2.61%;-27.97%
2019;5.36%;-0.42%;-2.98%;1.32%;-1.30%;14.04%;10.00%;17.48%;3.57%;20.69%;76.19%;37.70%;354.91%
2020;-26.79%;-9.25%;-48.60%;32.18%;-11.74%;29.01%;0.77%;-6.49%;-9.18%;-8.99%;26.42%;-0.39%;-49.59%
2021;-11.18%;-0.66%;53.33%;62.75%;30.51%;-13.23%;2.60%;13.28%;-28.47%;-17.76%;8.66%;19.00%;120.44%
2022;-14.13%;-14.64%;15.77%;-15.57%;5.20%;-26.00%;23.60%;73.18%;4.80%;-1.77%;-29.93%;9.57%;-5.63%
2023;-8.95%;-22.22%;14.14%;-1.32%;-2.81%;35.99%;-10.52%;-2.55%;-10.45%;-12.92%;7.02%;3.73%;-20.42%
2024;3.16%;11.28%;25.41%;-8.18%;3.05%;-13.26%;-13.89%;-3.40%;-13.02%;12.85%;-18.56%;-0.77%;-22.03%
2025;10.23%;-12.43%;0.40%;22.51%;-19.68%;-4.45%;-11.97%;12.34%;0.00%;0.00%;0.00%;0.00%;-9.89%
