;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-3.34%;11.31%;1.61%;2.38%;11.23%;-3.52%;-1.73%;-2.19%;-3.95%;-2.70%;4.27%;-3.61%;8.45%
2009;3.74%;-0.61%;3.42%;13.16%;-8.24%;0.00%;0.00%;-1.22%;0.00%;0.00%;0.00%;0.00%;9.36%
2010;0.00%;18.81%;11.05%;-5.21%;-8.06%;7.55%;-3.37%;-6.94%;0.16%;8.23%;-4.33%;1.71%;17.31%
2011;0.88%;12.28%;1.19%;-6.56%;-1.08%;-0.75%;-10.92%;-10.04%;1.61%;10.34%;-0.68%;14.06%;7.01%
2012;-4.66%;2.03%;-9.23%;-3.37%;-11.12%;4.39%;2.72%;-7.98%;-1.19%;-11.41%;-40.25%;8.60%;-57.50%
2013;20.61%;-0.79%;-12.84%;-3.57%;14.57%;-13.47%;-4.81%;9.62%;14.80%;12.51%;-11.63%;-4.61%;13.29%
2014;-5.34%;-3.30%;19.69%;16.08%;-11.42%;8.47%;3.71%;14.05%;-18.68%;-7.13%;-16.95%;4.49%;-5.26%
2015;-24.94%;12.77%;-1.31%;29.56%;6.48%;-8.09%;0.35%;-12.16%;16.51%;7.77%;10.07%;0.58%;29.79%
2016;-3.74%;-2.79%;8.50%;20.85%;-2.42%;40.88%;26.52%;27.92%;-16.25%;14.58%;3.58%;-8.61%;147.99%
2017;-4.56%;-0.45%;-10.28%;3.76%;-18.23%;-4.92%;1.58%;23.16%;10.52%;11.68%;-15.71%;6.27%;-4.88%
2018;4.36%;17.77%;-13.62%;-5.39%;-26.54%;-19.10%;42.29%;-6.12%;2.87%;42.86%;6.47%;-0.53%;24.10%
2019;44.48%;-4.25%;-2.85%;-4.55%;2.94%;0.93%;10.00%;18.56%;-10.50%;-2.45%;-12.34%;6.43%;41.57%
2020;6.88%;-12.28%;-27.39%;6.95%;10.27%;5.02%;24.76%;-6.66%;-13.10%;-0.64%;3.26%;15.62%;1.22%
2021;-22.32%;19.77%;6.23%;9.39%;17.85%;-0.71%;-6.29%;-6.86%;2.52%;-12.60%;-5.29%;3.00%;-3.50%
2022;4.45%;-0.20%;8.98%;11.50%;3.69%;12.18%;1.35%;1.20%;-5.74%;18.10%;-7.95%;-11.92%;36.38%
2023;-1.76%;-15.30%;0.86%;4.43%;8.21%;12.99%;-2.00%;-11.21%;4.16%;-4.71%;16.70%;4.70%;13.08%
2024;-2.43%;4.52%;-2.67%;-6.87%;-5.85%;2.48%;8.75%;5.80%;-5.27%;-3.43%;-7.58%;1.68%;-11.78%
2025;4.92%;5.72%;5.84%;8.83%;-2.61%;-4.92%;-8.42%;21.25%;0.00%;0.00%;0.00%;0.00%;31.36%
