;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2010;0.00%;0.00%;0.00%;0.00%;0.00%;-21.43%;1.82%;-17.50%;0.00%;0.00%;0.00%;0.00%;-34.00%
2011;29.44%;-9.70%;29.26%;-14.04%;3.33%;-12.90%;0.00%;11.11%;0.00%;0.00%;0.00%;-16.67%;8.23%
2012;28.00%;0.00%;0.00%;-31.56%;0.00%;0.00%;0.00%;-3.65%;0.00%;0.00%;0.00%;-9.95%;-24.00%
2013;7.89%;-2.44%;-10.00%;-5.56%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.76%;0.00%;0.00%;-21.05%
2014;-33.33%;0.00%;0.00%;8.00%;-7.41%;0.00%;-18.00%;-13.41%;0.00%;8.45%;2.60%;0.00%;-47.33%
2015;0.00%;77.22%;-18.57%;-3.51%;0.00%;-3.64%;0.00%;-51.89%;0.00%;-1.96%;0.00%;0.00%;-36.71%
2016;0.00%;-10.00%;33.33%;50.00%;-11.11%;12.47%;-16.64%;0.00%;0.00%;0.00%;-1.67%;-0.03%;47.45%
2017;1.73%;-3.33%;72.07%;0.00%;-13.43%;-16.69%;-11.06%;6.22%;2.94%;-9.97%;-11.77%;7.88%;1.70%
2018;20.04%;-1.39%;1.41%;0.00%;-16.67%;-6.67%;-0.04%;6.11%;-9.09%;18.56%;17.15%;0.00%;25.04%
2019;0.00%;20.03%;17.75%;88.68%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;166.67%
2020;0.00%;0.00%;0.00%;0.00%;0.00%;-12.00%;-20.45%;-22.86%;1.85%;30.91%;-32.36%;19.10%;-42.00%
2021;-5.21%;-3.78%;45.20%;-27.61%;9.17%;-1.20%;-16.62%;-7.68%;-2.51%;-6.67%;-4.76%;20.00%;-17.24%
2022;14.58%;-10.91%;-12.24%;0.00%;-2.33%;0.00%;0.00%;-5.00%;10.90%;-7.34%;-0.24%;-7.09%;-20.83%
2023;-6.92%;-10.94%;-1.90%;0.00%;0.00%;-15.86%;-0.00%;13.58%;25.19%;0.00%;-41.22%;11.73%;-36.11%
2024;-5.68%;0.00%;0.00%;-16.99%;-19.52%;-0.59%;-14.53%;7.69%;-0.07%;0.00%;0.00%;0.00%;-42.38%
2025;-0.07%;-22.53%;0.00%;1.57%;-19.09%;0.00%;-21.35%;8.57%;0.00%;0.00%;0.00%;0.00%;-45.68%
