;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2010;0.00%;0.00%;0.00%;1.05%;-1.15%;5.16%;7.52%;2.52%;1.82%;15.18%;7.75%;-7.92%;34.73%
2011;1.72%;-1.54%;2.81%;7.24%;0.72%;-2.87%;-5.46%;7.73%;0.00%;-3.91%;2.30%;4.81%;13.36%
2012;-11.83%;12.60%;15.85%;-0.31%;1.51%;0.19%;2.60%;0.96%;5.37%;0.51%;-2.39%;1.41%;26.62%
2013;1.85%;-2.55%;1.28%;0.69%;-0.56%;-7.61%;2.49%;-4.67%;-0.92%;0.26%;-0.81%;0.48%;-10.05%
2014;-16.89%;0.41%;10.44%;4.66%;9.17%;4.27%;-9.51%;4.74%;-15.96%;-8.13%;3.98%;-4.02%;-19.81%
2015;0.38%;-0.76%;-14.71%;-0.56%;-14.21%;6.61%;-9.95%;0.29%;-12.73%;-2.46%;-12.10%;-2.68%;-49.18%
2016;-21.61%;13.28%;31.86%;25.84%;4.67%;6.75%;-2.03%;1.34%;6.85%;6.52%;-14.12%;4.30%;66.65%
2017;3.52%;7.74%;0.52%;4.42%;-2.54%;12.50%;3.29%;0.09%;6.64%;6.92%;0.54%;2.24%;55.53%
2018;-7.40%;-11.76%;-12.94%;13.71%;-17.51%;-6.33%;5.41%;-8.97%;0.85%;31.98%;2.13%;0.86%;-17.78%
2019;21.43%;-0.61%;-15.28%;-15.43%;16.65%;13.74%;9.48%;5.26%;13.71%;-2.48%;4.73%;13.19%;73.77%
2020;8.77%;-11.00%;-40.11%;11.01%;25.36%;-1.37%;11.95%;-11.02%;-8.36%;-15.63%;20.42%;11.14%;-17.98%
2021;-9.27%;-9.07%;6.26%;2.65%;3.82%;-3.86%;-8.01%;-9.72%;-8.83%;-8.80%;1.34%;-11.81%;-44.57%
2022;8.20%;-18.06%;17.57%;-9.44%;6.66%;-22.66%;-0.18%;2.99%;-15.19%;9.46%;-19.85%;2.26%;-39.09%
2023;2.02%;-9.69%;26.34%;19.11%;3.73%;1.56%;26.31%;-8.04%;2.52%;-9.30%;24.49%;8.90%;113.88%
2024;-3.72%;1.21%;-11.22%;-11.04%;-2.38%;-4.21%;7.42%;10.44%;-11.62%;3.03%;-22.86%;-22.91%;-53.77%
2025;22.64%;-5.19%;9.94%;21.96%;2.12%;10.96%;-10.01%;24.57%;0.00%;0.00%;0.00%;0.00%;98.02%
