;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;4.78%;0.00%;0.00%;0.00%;0.00%;-2.53%;0.00%;0.00%;0.00%;-7.19%;0.00%;0.00%;-5.21%
2001;11.04%;12.57%;8.00%;0.00%;0.00%;-7.41%;0.00%;-8.00%;0.00%;0.00%;0.00%;0.00%;14.99%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.92%;0.00%;0.00%;108.78%;116.96%
2003;0.00%;0.00%;0.00%;-35.67%;0.00%;0.00%;55.76%;-19.00%;0.00%;11.11%;0.00%;-6.44%;-15.63%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.38%;0.00%;0.00%;0.00%;-2.38%
2005;0.00%;0.00%;94.64%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-37.50%;-12.00%;0.00%;7.06%
2006;0.00%;0.00%;-9.09%;-28.75%;-5.19%;0.00%;0.00%;11.03%;0.00%;0.00%;0.00%;0.00%;-31.81%
2007;43.32%;-4.65%;-7.32%;21.05%;0.00%;8.70%;14.00%;0.00%;0.00%;0.00%;0.00%;-3.51%;83.32%
2008;-27.25%;37.47%;-7.27%;62.35%;13.89%;-6.59%;-11.76%;-13.33%;-7.69%;-8.17%;0.00%;0.00%;3.82%
2009;-0.18%;0.00%;0.00%;-13.91%;16.66%;6.67%;-26.79%;0.00%;0.00%;29.27%;-28.30%;15.79%;-15.98%
2010;8.86%;-13.99%;-7.76%;45.72%;-18.09%;4.05%;11.11%;27.00%;-1.73%;-10.10%;21.66%;0.22%;63.03%
2011;2.34%;-2.86%;21.31%;-54.42%;-12.50%;-1.52%;-6.79%;4.97%;2.52%;0.93%;2.13%;-1.49%;-51.75%
2012;18.18%;-6.38%;4.08%;3.92%;-12.99%;0.33%;-0.33%;1.00%;9.93%;-3.61%;12.16%;5.32%;31.63%
2013;1.85%;-2.60%;-0.00%;11.66%;-10.52%;-4.09%;0.43%;0.18%;2.10%;1.49%;-2.94%;-3.03%;-6.72%
2014;7.50%;4.65%;-8.33%;7.18%;-9.09%;-1.00%;0.67%;4.68%;2.24%;-10.00%;3.47%;-9.40%;-9.57%
2015;-3.61%;5.67%;7.27%;14.54%;-11.31%;-6.51%;2.02%;-1.16%;-10.78%;5.93%;7.88%;-18.08%;-12.60%
2016;17.37%;0.80%;11.11%;-5.17%;9.16%;-9.91%;19.37%;1.05%;2.43%;-1.69%;-1.72%;1.04%;47.86%
2017;-1.03%;5.26%;0.00%;15.00%;-3.42%;3.37%;11.29%;0.29%;-1.73%;-7.35%;0.00%;9.49%;33.07%
2018;2.93%;-7.88%;-0.61%;10.65%;-14.70%;3.44%;8.33%;-7.69%;-0.01%;-1.33%;-5.37%;0.86%;-13.37%
2019;3.36%;4.45%;-1.64%;-3.70%;-7.49%;-5.41%;6.12%;-14.93%;13.04%;10.00%;-7.64%;8.27%;0.45%
2020;-2.18%;-2.60%;-25.57%;-4.10%;9.17%;-5.82%;13.97%;7.08%;0.44%;3.95%;3.38%;2.83%;-5.30%
2021;1.61%;-4.30%;-1.13%;0.00%;8.39%;-6.32%;-3.76%;3.45%;-2.91%;-1.30%;1.49%;3.47%;-2.18%
2022;-0.16%;-0.93%;4.75%;-0.81%;5.67%;8.33%;-6.06%;12.59%;-5.46%;0.77%;-7.54%;30.44%;42.99%
2023;10.76%;7.29%;3.86%;0.01%;-2.47%;9.56%;-6.19%;-3.87%;-1.60%;-5.11%;7.73%;11.80%;33.73%
2024;-0.41%;0.42%;10.27%;7.94%;-9.31%;-3.68%;-2.97%;-6.79%;0.80%;0.97%;-1.28%;4.54%;-1.22%
2025;13.62%;-3.27%;7.46%;8.79%;-3.89%;8.98%;-0.72%;10.80%;0.00%;0.00%;0.00%;0.00%;48.04%
