;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;9.38%;-9.52%;-8.95%;-12.72%;5.96%;4.25%;17.51%;8.16%;-0.94%;-6.67%;-18.37%;9.75%;-8.54%
2001;35.54%;-12.61%;-17.40%;-0.81%;-23.71%;0.62%;-3.82%;-9.38%;-30.35%;-1.26%;46.68%;13.22%;-25.85%
2002;10.14%;14.37%;-8.41%;6.52%;-4.37%;-11.11%;-22.79%;8.95%;-22.03%;19.73%;14.42%;7.36%;0.77%
2003;12.80%;2.30%;21.00%;17.03%;1.59%;20.75%;15.59%;11.84%;14.71%;17.64%;21.62%;21.68%;417.53%
2004;-9.40%;8.09%;18.80%;-26.58%;2.24%;8.60%;34.01%;7.30%;-4.32%;-2.87%;27.70%;-1.82%;58.91%
2005;-0.83%;28.79%;-16.55%;-13.04%;-9.80%;-15.52%;12.26%;14.24%;6.22%;-12.35%;13.65%;7.54%;3.06%
2006;30.05%;-2.99%;14.40%;-0.93%;-5.03%;2.85%;-3.41%;-10.37%;-3.30%;12.00%;0.48%;10.05%;44.78%
2007;-0.37%;10.24%;12.86%;-3.29%;10.88%;2.80%;5.19%;1.00%;9.52%;6.25%;0.26%;-9.24%;53.73%
2008;1.23%;18.79%;1.35%;23.72%;10.28%;-11.73%;-12.66%;-15.41%;-29.18%;-30.88%;-16.54%;13.48%;-49.73%
2009;8.82%;-10.15%;8.56%;13.14%;24.02%;5.34%;6.42%;0.05%;5.44%;-1.52%;11.30%;-3.54%;86.24%
2010;0.43%;3.47%;18.71%;-7.90%;-18.20%;4.81%;2.85%;-11.01%;3.11%;-5.40%;-11.92%;2.46%;-21.52%
2011;1.41%;-2.21%;8.50%;-21.10%;-6.19%;-9.57%;-19.71%;9.09%;-12.33%;12.17%;-12.20%;-2.03%;-46.65%
2012;15.47%;-0.60%;3.75%;-9.08%;-22.16%;-25.65%;16.77%;10.43%;24.17%;-3.06%;27.42%;2.40%;26.92%
2013;-19.22%;-5.22%;9.80%;-8.46%;-9.64%;-15.96%;16.44%;19.29%;1.25%;12.93%;4.80%;14.14%;11.02%
2014;-16.26%;-17.90%;4.71%;-14.47%;-9.94%;-3.81%;6.20%;0.50%;-21.26%;-10.52%;-7.89%;-3.81%;-64.46%
2015;-33.66%;23.28%;20.34%;20.79%;-14.57%;-19.22%;-4.61%;-24.17%;12.42%;-17.01%;-20.86%;-29.55%;-69.14%
2016;-45.16%;5.88%;101.11%;38.12%;-33.20%;17.96%;90.36%;-7.47%;1.73%;27.76%;-7.98%;-1.20%;164.52%
2017;28.05%;-6.10%;-9.94%;-4.05%;-6.81%;15.87%;12.39%;33.27%;12.92%;13.24%;-2.84%;6.31%;121.95%
2018;30.33%;3.88%;-11.36%;0.25%;-24.31%;-11.27%;21.17%;-9.02%;3.10%;23.56%;-9.05%;-1.39%;1.76%
2019;7.24%;-1.53%;3.93%;-13.37%;-4.98%;9.02%;-2.13%;-9.71%;-1.14%;-7.04%;17.22%;11.75%;4.77%
2020;1.26%;-15.16%;-39.78%;-1.53%;28.13%;18.21%;11.83%;24.85%;-1.18%;8.67%;25.23%;7.03%;55.06%
2021;-9.65%;23.03%;5.30%;32.05%;-11.54%;-3.83%;7.70%;-10.11%;-7.33%;-17.80%;2.57%;12.96%;12.34%
2022;5.34%;-7.89%;-5.03%;-14.67%;-3.09%;-21.08%;-0.46%;-6.85%;-6.23%;-3.86%;8.16%;-8.44%;-50.22%
2023;19.13%;-19.93%;6.73%;3.55%;-2.50%;0.71%;2.26%;-4.84%;-3.49%;-0.45%;18.91%;18.19%;36.03%
2024;-1.08%;20.46%;-9.58%;-18.25%;-4.30%;4.49%;-21.37%;0.16%;0.16%;5.93%;-7.11%;-13.36%;-40.76%
2025;3.57%;3.63%;-0.53%;-2.64%;-5.97%;-20.77%;6.31%;1.83%;0.00%;0.00%;0.00%;0.00%;-16.17%
