;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;53.41%;-35.19%;-28.57%;0.00%;52.00%;-5.26%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.27%
2001;0.00%;0.00%;0.00%;-19.44%;-31.03%;5.00%;33.33%;0.00%;0.00%;0.00%;0.00%;0.00%;-22.22%
2002;-0.00%;0.00%;0.00%;-7.14%;-3.85%;-24.00%;0.00%;0.00%;0.00%;5.26%;50.00%;-46.67%;-42.86%
2003;25.00%;5.00%;0.00%;-4.76%;0.00%;0.00%;30.00%;15.38%;-10.00%;22.22%;-12.12%;-10.34%;62.50%
2004;-3.85%;-8.00%;-8.70%;9.52%;-4.35%;-9.09%;-5.00%;0.00%;10.53%;0.00%;-0.00%;-14.29%;-30.77%
2005;16.67%;4.76%;0.00%;-9.09%;0.00%;10.00%;4.55%;13.04%;-3.85%;0.00%;0.00%;4.00%;44.44%
2006;0.00%;26.92%;39.39%;-2.17%;4.44%;-21.28%;0.00%;-5.41%;-2.86%;47.06%;18.00%;13.56%;157.69%
2007;10.45%;-4.05%;-1.41%;14.29%;31.25%;32.38%;23.02%;-2.34%;0.60%;-16.67%;-5.00%;0.75%;100.00%
2008;-16.42%;5.36%;-28.73%;-12.01%;14.59%;-21.70%;5.12%;-1.15%;-19.57%;-31.53%;40.79%;7.48%;-57.09%
2009;2.09%;48.21%;-6.67%;6.53%;10.52%;-29.92%;-0.30%;3.33%;5.80%;-1.10%;-3.05%;-2.14%;19.17%
2010;-0.15%;2.05%;-5.05%;-5.94%;-10.68%;0.62%;6.25%;-1.82%;1.76%;7.34%;0.14%;-1.07%;-7.68%
2011;-1.58%;-3.01%;9.42%;1.66%;-5.27%;-1.82%;-11.60%;28.90%;-12.83%;10.83%;-3.21%;19.09%;25.32%
2012;1.32%;5.88%;-1.23%;-1.50%;-15.23%;1.80%;19.85%;-26.38%;-16.32%;-2.00%;0.00%;8.16%;-29.51%
2013;5.66%;-5.36%;-1.89%;-0.00%;0.00%;-3.85%;-8.00%;4.35%;2.08%;2.04%;-2.00%;0.00%;-7.55%
2014;-9.78%;0.42%;-1.81%;2.83%;-6.37%;-1.99%;13.35%;9.35%;2.44%;-19.66%;2.99%;-1.99%;-13.57%
2015;-8.78%;5.09%;2.74%;9.46%;-1.84%;-2.43%;-0.09%;-0.83%;-3.01%;4.57%;-0.84%;-4.05%;-1.28%
2016;-2.02%;8.93%;3.99%;9.04%;10.04%;-1.54%;6.67%;11.32%;-0.20%;4.06%;-3.18%;2.13%;59.88%
2017;26.95%;16.52%;-6.07%;-2.63%;-5.99%;1.10%;2.60%;10.94%;-0.88%;2.36%;-2.22%;-0.12%;45.01%
2018;5.22%;5.18%;4.65%;-2.80%;-9.35%;-5.16%;8.19%;0.14%;1.66%;6.61%;7.53%;-0.44%;21.66%
2019;14.35%;4.50%;1.08%;-1.21%;14.94%;2.75%;6.36%;-6.55%;8.40%;-3.35%;0.01%;10.34%;61.95%
2020;11.83%;-1.27%;-26.96%;1.02%;6.94%;12.29%;-3.48%;-6.01%;-8.62%;0.61%;1.81%;7.27%;-10.89%
2021;-5.34%;-2.16%;-1.02%;3.87%;3.61%;1.14%;-1.52%;-0.76%;-1.96%;-2.21%;-2.52%;4.64%;-4.63%
2022;5.57%;-1.33%;2.62%;2.36%;3.85%;-1.68%;4.50%;8.67%;1.82%;1.45%;3.82%;-6.15%;27.69%
2023;13.87%;1.48%;-0.41%;13.98%;15.04%;14.82%;2.60%;-4.74%;-0.32%;-0.87%;2.01%;10.27%;88.22%
2024;3.87%;-3.41%;-8.63%;7.68%;-0.90%;0.95%;0.81%;0.25%;-0.39%;-2.32%;-0.25%;-0.32%;-3.44%
2025;-2.66%;-1.02%;5.58%;3.11%;-1.89%;-1.56%;1.00%;9.59%;-1.21%;0.00%;0.00%;0.00%;10.77%
