;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.15%;-10.14%;-10.01%
2008;-7.74%;8.39%;-6.39%;0.62%;6.16%;3.23%;-4.85%;-8.47%;-9.26%;-31.84%;22.75%;7.27%;-26.79%
2009;-13.60%;5.32%;12.54%;63.77%;1.58%;1.80%;1.84%;-0.34%;3.19%;1.05%;0.95%;1.05%;87.24%
2010;0.43%;0.43%;1.59%;0.63%;-26.48%;-5.57%;7.84%;10.76%;3.81%;2.29%;-3.83%;-3.11%;-15.41%
2011;1.61%;0.35%;12.50%;7.92%;0.00%;2.94%;-6.46%;3.85%;-0.03%;0.03%;5.00%;4.20%;35.46%
2012;12.63%;14.56%;24.37%;13.91%;-16.02%;20.91%;6.77%;3.52%;0.00%;-8.84%;-0.00%;-0.23%;86.58%
2013;7.80%;-1.06%;-4.43%;3.60%;5.56%;-7.89%;6.83%;-3.64%;-3.18%;2.11%;-0.14%;-13.46%;-9.69%
2014;-2.64%;1.81%;6.71%;3.64%;3.47%;2.58%;2.71%;14.19%;-16.15%;-5.98%;6.79%;-1.12%;13.59%
2015;3.24%;7.15%;1.01%;-1.57%;3.20%;-0.39%;3.21%;-12.78%;8.09%;4.35%;-11.46%;-3.08%;-1.48%
2016;3.82%;8.45%;6.47%;2.03%;-0.28%;1.86%;34.90%;-8.20%;-9.57%;-1.10%;-7.95%;11.81%;41.62%
2017;3.47%;2.56%;4.27%;0.26%;3.23%;-2.91%;5.35%;-2.23%;-1.11%;-7.87%;5.19%;1.60%;11.53%
2018;-5.58%;1.74%;6.00%;-2.02%;-4.16%;-2.81%;8.07%;1.87%;-0.50%;11.30%;4.23%;6.79%;26.13%
2019;8.98%;-2.92%;-0.52%;5.68%;2.90%;2.37%;2.43%;3.59%;2.49%;-0.35%;0.39%;10.56%;40.96%
2020;0.23%;-5.65%;-12.43%;6.92%;7.25%;-0.97%;1.97%;0.16%;-1.10%;0.68%;22.41%;1.53%;18.85%
2021;-2.54%;-5.50%;26.53%;7.40%;-0.28%;-4.75%;3.06%;-0.32%;-5.46%;2.29%;-1.64%;4.83%;21.78%
2022;5.48%;2.82%;12.14%;0.34%;-4.82%;-4.36%;4.76%;6.63%;-6.55%;3.18%;-10.83%;-1.17%;5.47%
2023;11.32%;-4.10%;-2.05%;4.54%;1.61%;1.95%;-4.36%;-2.56%;1.05%;-2.23%;9.70%;5.27%;20.40%
2024;-3.41%;-2.83%;2.57%;-3.00%;1.67%;-0.15%;-1.29%;6.87%;-3.41%;2.28%;-0.78%;-3.61%;-5.52%
2025;1.98%;-2.15%;2.65%;9.36%;0.04%;-1.27%;-4.49%;6.82%;0.00%;0.00%;0.00%;0.00%;12.88%
