;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-3.36%;16.70%;-12.71%;-14.56%;-9.64%;25.83%;-5.54%;13.45%;-13.68%;-0.70%;11.87%;10.94%;9.03%
2001;28.79%;2.94%;-11.43%;5.81%;-6.71%;-9.81%;-2.16%;7.41%;-17.24%;16.67%;7.14%;1.34%;15.15%
2002;-6.58%;9.15%;18.71%;13.59%;-10.05%;4.79%;-1.02%;1.54%;24.87%;12.56%;-9.09%;17.27%;95.20%
2003;-6.98%;-9.58%;0.46%;-9.72%;3.15%;-2.46%;-4.04%;17.37%;-2.69%;-10.14%;0.77%;11.20%;-15.31%
2004;-8.92%;4.02%;9.18%;-7.11%;-3.30%;10.84%;6.22%;6.28%;7.87%;-0.73%;-3.71%;14.55%;37.30%
2005;-9.17%;-4.22%;-11.88%;-6.97%;-2.79%;1.91%;-16.03%;-4.49%;24.12%;9.00%;-7.17%;0.23%;-28.67%
2006;21.50%;-8.85%;-7.17%;-6.82%;-13.17%;13.48%;-6.19%;2.36%;-5.92%;10.64%;13.91%;8.70%;16.82%
2007;-1.94%;9.92%;14.29%;8.12%;2.10%;-10.29%;-19.66%;-1.24%;3.22%;10.89%;-26.28%;0.88%;-17.60%
2008;-22.33%;19.38%;-9.95%;-11.63%;5.26%;-1.25%;-15.32%;-5.08%;-24.41%;-26.87%;11.11%;-3.85%;-63.59%
2009;4.00%;-12.82%;-10.29%;32.79%;8.89%;9.98%;0.41%;3.70%;16.63%;-1.53%;-1.90%;-5.98%;42.67%
2010;5.05%;16.37%;-11.62%;-7.79%;-17.64%;6.38%;2.78%;-9.37%;-3.91%;5.02%;2.51%;20.00%;0.93%
2011;-4.63%;-4.85%;-1.22%;-6.40%;1.68%;-7.61%;-4.00%;-19.12%;1.52%;8.36%;-2.20%;3.38%;-31.95%
2012;5.99%;1.03%;4.33%;4.88%;-35.81%;7.97%;-7.72%;0.00%;-7.27%;9.80%;0.36%;6.76%;-18.26%
2013;16.67%;3.43%;-0.28%;7.76%;-11.83%;-27.11%;-8.40%;0.44%;-0.43%;-0.00%;-2.62%;0.90%;-25.00%
2014;-5.78%;-2.83%;9.71%;-11.50%;-14.50%;5.26%;-8.33%;-8.48%;-6.62%;-0.71%;-21.43%;-36.36%;-68.89%
2015;40.00%;1.02%;-13.13%;-2.33%;10.71%;-8.60%;-9.41%;-22.08%;9.17%;1.15%;-12.45%;-3.45%;-20.00%
2016;-4.02%;6.98%;25.22%;24.65%;-24.23%;-15.44%;62.17%;6.97%;-22.31%;4.84%;33.85%;-15.86%;63.39%
2017;56.01%;1.58%;-0.00%;-5.34%;-2.00%;3.72%;-7.35%;-10.83%;26.90%;-0.17%;5.31%;1.46%;70.49%
2018;74.36%;-17.56%;-4.12%;4.30%;-26.98%;-10.08%;6.96%;-10.95%;-4.28%;24.77%;4.48%;4.00%;16.67%
2019;44.09%;-4.58%;3.90%;8.17%;-19.11%;-0.66%;18.25%;-12.35%;3.95%;1.64%;-12.32%;16.01%;38.32%
2020;-2.68%;-11.02%;-43.69%;1.83%;-4.00%;21.25%;4.12%;-3.47%;-6.67%;1.65%;5.41%;2.74%;-40.32%
2021;-5.99%;-6.02%;0.94%;23.13%;-0.45%;1.98%;-6.87%;-11.22%;-11.73%;-18.20%;-6.50%;-1.07%;-38.44%
2022;0.00%;-5.14%;5.98%;-14.52%;-8.81%;-14.14%;0.40%;4.00%;-13.46%;-8.89%;-9.76%;-3.24%;-51.62%
2023;11.73%;-26.50%;-18.37%;123.33%;7.84%;13.15%;-14.68%;-22.94%;-9.77%;-16.49%;-17.28%;19.40%;-10.61%
2024;-8.12%;-8.84%;-11.94%;-12.71%;-17.48%;-27.06%;58.06%;-12.24%;0.00%;0.00%;0.00%;0.00%;-46.25%
2025;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
