;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;22.48%;17.23%;9.90%;-3.49%;-9.64%;19.00%;-15.13%;0.66%;10.82%;55.05%
2008;-26.69%;6.46%;-23.43%;4.46%;11.75%;-21.54%;-15.68%;-28.59%;-28.19%;-30.25%;-15.77%;23.40%;-82.84%
2009;-18.28%;-15.61%;24.50%;41.37%;-6.53%;2.13%;71.73%;18.20%;-0.29%;-9.41%;26.62%;5.64%;184.14%
2010;-8.37%;-0.66%;-12.00%;-8.18%;8.91%;1.67%;22.06%;0.61%;7.04%;9.75%;-7.44%;-4.02%;4.37%
2011;-8.14%;-5.06%;10.27%;4.59%;-0.58%;-8.37%;-6.73%;-5.71%;-22.80%;25.05%;-2.84%;-4.92%;-28.14%
2012;16.50%;3.75%;-5.89%;1.42%;-6.87%;3.01%;-4.24%;16.03%;2.76%;3.71%;6.30%;9.18%;52.10%
2013;3.94%;2.35%;-2.00%;-3.47%;-13.32%;-4.88%;8.85%;-5.65%;5.37%;-1.90%;-0.72%;-0.85%;-13.30%
2014;-12.15%;-0.28%;6.44%;-5.92%;-4.90%;-3.68%;-4.73%;8.33%;-19.38%;-1.65%;8.21%;-6.72%;-33.62%
2015;-19.96%;5.77%;-3.71%;12.70%;-24.55%;-12.00%;-11.52%;19.52%;-1.43%;16.28%;2.00%;0.98%;-23.84%
2016;0.24%;9.93%;-8.37%;-12.02%;10.11%;-4.71%;20.31%;-8.87%;-8.79%;15.63%;-10.36%;-7.04%;-10.19%
2017;21.35%;12.47%;-8.91%;-3.48%;-15.54%;5.33%;15.95%;4.15%;16.35%;-2.70%;-8.15%;15.73%;55.14%
2018;8.89%;-3.20%;-13.55%;-13.38%;-7.51%;-12.89%;1.92%;-6.72%;-12.10%;57.05%;7.52%;16.50%;4.53%
2019;12.17%;-11.29%;0.50%;8.50%;5.99%;20.29%;18.07%;15.51%;-7.24%;16.10%;2.54%;24.48%;159.33%
2020;7.52%;-14.29%;-57.39%;10.31%;4.75%;56.66%;33.63%;-12.04%;-14.31%;-7.45%;20.85%;-3.53%;-22.75%
2021;-5.66%;-11.90%;3.30%;-6.40%;8.80%;-0.48%;-13.86%;-7.10%;-8.12%;-19.12%;-1.13%;7.15%;-45.17%
2022;12.44%;-18.35%;5.62%;-16.28%;-2.99%;-16.57%;23.33%;11.24%;16.16%;-4.35%;-19.70%;-13.58%;-30.50%
2023;4.37%;-6.28%;-1.56%;14.51%;26.53%;6.57%;8.52%;-8.66%;0.00%;0.00%;0.00%;0.00%;47.38%
