;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.05%;-6.59%;-5.84%;3.41%;8.53%;20.97%;19.36%
2022;-18.06%;-28.38%;24.53%;-22.39%;-6.25%;-12.16%;-1.55%;34.68%;-9.86%;12.49%;-27.36%;1.33%;-53.77%
2023;11.66%;3.51%;-15.24%;5.70%;29.51%;-4.65%;-11.91%;-3.28%;1.18%;-5.16%;37.26%;2.40%;46.96%
2024;-16.25%;-11.20%;-0.71%;-16.51%;0.19%;-5.83%;-9.57%;-1.37%;-8.21%;-5.05%;-10.31%;-24.93%;-69.55%
2025;-2.19%;-10.37%;-14.51%;18.05%;11.87%;-30.61%;4.12%;16.27%;0.00%;0.00%;0.00%;0.00%;-16.86%
