;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2016;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2017;7.54%;0.00%;0.00%;0.00%;0.00%;0.00%;5.24%;85.43%;-24.97%;9.37%;1.43%;-12.54%;52.78%
2018;21.52%;3.15%;0.93%;-3.68%;-0.27%;-7.12%;3.24%;0.56%;5.58%;-0.56%;3.50%;0.14%;27.50%
2019;29.15%;-6.55%;20.69%;13.05%;25.95%;11.71%;17.25%;-7.15%;-5.73%;20.37%;7.26%;5.17%;222.78%
2020;-1.72%;8.08%;-53.93%;4.30%;24.76%;43.69%;-9.03%;-6.38%;-3.41%;-1.06%;4.34%;31.11%;1.89%
2021;10.62%;13.53%;-11.92%;6.35%;5.34%;2.62%;-8.87%;0.87%;-10.91%;-4.25%;-11.72%;5.10%;-7.49%
2022;-2.20%;3.38%;3.85%;-6.85%;5.57%;-8.66%;9.90%;14.45%;-2.84%;15.46%;-13.39%;-2.38%;12.49%
2023;-6.06%;-1.34%;-4.09%;20.08%;9.46%;24.69%;8.42%;1.23%;-8.13%;0.25%;14.05%;7.92%;81.27%
2024;-4.91%;-1.19%;1.64%;-9.98%;-5.84%;-1.90%;10.08%;12.75%;-7.93%;-0.46%;-8.88%;-10.37%;-26.22%
2025;16.14%;-6.09%;1.98%;8.82%;0.60%;12.32%;-8.12%;23.92%;0.00%;0.00%;0.00%;0.00%;55.72%
