;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2013;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;4.48%;19.22%;9.81%;36.79%
2014;-13.28%;0.59%;-2.93%;-1.84%;16.67%;12.22%;-4.82%;10.79%;-5.83%;6.98%;3.90%;6.09%;27.44%
2015;-53.90%;-21.55%;17.20%;15.77%;-5.86%;5.35%;-24.55%;-10.34%;-11.65%;9.57%;-7.88%;-10.98%;-73.87%
2016;-1.95%;13.11%;27.33%;7.21%;-0.79%;9.77%;25.34%;3.90%;6.22%;19.83%;-1.79%;-8.03%;146.87%
2017;-4.98%;6.54%;10.05%;19.51%;-1.80%;1.83%;4.45%;14.07%;12.40%;-1.12%;-4.41%;6.14%;78.88%
2018;5.97%;-6.54%;-35.45%;-15.70%;4.16%;-8.96%;12.39%;-9.55%;4.47%;-5.74%;2.82%;-2.99%;-48.99%
2019;40.19%;-12.94%;7.27%;13.31%;-0.13%;8.85%;6.00%;-10.78%;-4.77%;6.48%;-2.18%;19.05%;80.10%
2020;10.16%;-15.60%;-41.36%;12.36%;-14.11%;3.02%;4.20%;-8.19%;-1.32%;-6.07%;9.52%;8.47%;-42.90%
2021;-5.08%;-16.45%;-0.00%;4.88%;16.46%;25.69%;-14.67%;-18.82%;-10.63%;-10.00%;0.22%;1.45%;-31.05%
2022;10.30%;-4.06%;-2.16%;-13.81%;-14.53%;-21.50%;-6.21%;6.11%;22.08%;11.53%;-35.14%;-19.02%;-57.39%
2023;6.94%;-21.76%;-13.10%;-0.62%;18.89%;30.21%;14.80%;7.67%;0.16%;-0.16%;0.81%;26.16%;75.84%
2024;-19.21%;-0.79%;6.83%;-17.98%;-10.51%;-2.63%;8.94%;23.09%;-7.75%;17.65%;-12.14%;-26.83%;-42.75%
2025;18.22%;-20.86%;15.20%;26.78%;68.95%;-9.88%;-13.27%;11.13%;0.00%;0.00%;0.00%;0.00%;100.51%
