;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-16.03%;0.00%;0.00%;-16.03%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-31.82%;0.00%;-13.33%;0.00%;-7.69%;-45.45%
2010;0.00%;150.00%;-0.00%;14.97%;1.19%;0.00%;0.00%;-57.02%;20.00%;-8.33%;-15.15%;0.00%;16.67%
2011;0.00%;0.00%;0.00%;57.14%;-13.64%;0.00%;0.00%;0.00%;0.00%;-30.89%;6.63%;0.00%;0.00%
2012;0.00%;42.93%;0.00%;-15.04%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;21.43%
2013;-1.41%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-16.47%;7.14%;0.00%;0.00%;-11.76%
2014;0.00%;0.00%;-20.00%;0.00%;0.00%;0.00%;0.00%;4.17%;20.00%;-46.67%;0.00%;0.00%;-46.67%
2015;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-50.00%;-25.00%;-3.33%;3.45%;6.67%;40.62%;-43.75%
2016;-11.11%;0.00%;0.00%;0.00%;0.00%;50.25%;31.45%;-49.37%;25.00%;42.60%;9.40%;15.38%;100.00%
2017;0.00%;5.00%;5.82%;60.00%;0.00%;0.00%;0.00%;-12.56%;0.00%;0.00%;0.00%;0.00%;55.44%
2018;0.00%;-28.52%;0.00%;0.00%;0.00%;0.00%;-7.90%;-2.28%;0.00%;0.00%;0.00%;0.00%;-35.67%
2019;0.00%;0.00%;0.00%;0.00%;0.00%;-31.89%;5.71%;-3.70%;1101.92%;-43.80%;-0.83%;0.00%;364.44%
2020;-38.97%;17.21%;0.00%;0.00%;-8.03%;9.09%;-12.27%;24.73%;-13.22%;-0.62%;-4.83%;5.73%;-31.85%
2021;157.60%;-4.01%;-5.88%;6.25%;-27.74%;-10.39%;-3.45%;1.22%;0.00%;0.00%;0.00%;0.00%;56.49%
2022;-3.44%;-0.05%;-15.66%;-14.29%;0.06%;32.20%;20.94%;36.96%;14.03%;0.00%;0.00%;-0.09%;74.15%
2023;0.00%;0.02%;-6.87%;0.00%;0.00%;0.00%;6.18%;0.00%;0.00%;1.10%;11.11%;0.00%;11.11%
2024;0.00%;0.00%;-5.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-1.05%;0.00%;0.00%;-6.00%
2025;-46.74%;-8.47%;9.08%;0.04%;-8.40%;0.00%;0.00%;0.00%;-34.28%;0.07%;-0.07%;0.00%;-67.98%
2026;14.95%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;14.95%
