;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;-9.09%;-8.33%;-0.91%;-19.50%;1.94%;-22.30%;-23.17%;-36.33%;-8.68%;-22.71%;1.67%;-81.52%
2022;30.74%;-16.14%;11.96%;-10.02%;-31.73%;-36.68%;6.44%;6.45%;-0.76%;22.14%;-16.56%;12.36%;-38.52%
2023;3.33%;4.84%;-41.23%;-0.52%;47.89%;61.21%;-6.84%;-0.47%;-8.10%;-13.21%;-30.15%;-13.25%;-32.33%
2024;0.99%;19.51%;-12.24%;6.51%;-8.30%;3.33%;35.94%;-0.34%;-7.48%;-21.32%;-8.41%;-19.90%;-22.66%
2025;1.27%;-12.58%;-20.14%;-4.50%;-11.32%;4.26%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-37.58%
