;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2025;0.00%;0.00%;0.00%;3.14%;0.22%;2.30%;-10.73%;18.65%;3.33%;6.72%;0.57%;-4.80%;18.25%
2026;11.29%;-0.66%;-5.05%;1.56%;-11.69%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-5.84%
