;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;16.67%;5.71%;-13.51%;9.38%;254.69%;-10.41%;15.47%;10.00%;-2.42%;-6.83%;-16.33%;3.59%;271.00%
2001;23.08%;0.00%;0.00%;3.13%;0.00%;-9.09%;6.67%;0.00%;-23.69%;14.66%;28.57%;2.78%;42.31%
2002;-1.08%;22.40%;2.68%;8.70%;12.00%;-10.71%;-1.20%;1.21%;-4.00%;-1.04%;-2.74%;15.15%;43.78%
2003;-4.14%;1.96%;3.81%;7.08%;-16.25%;6.38%;8.80%;25.00%;2.62%;1.46%;2.82%;41.76%;99.80%
2004;-8.91%;-2.13%;6.52%;6.12%;-7.69%;14.58%;21.85%;32.17%;-6.30%;-8.41%;13.94%;-4.18%;60.85%
2005;-7.86%;7.22%;-9.51%;-14.69%;-3.32%;-7.89%;4.84%;10.96%;19.85%;-10.50%;11.26%;13.76%;7.28%
2006;26.65%;3.17%;-2.01%;9.74%;-4.35%;-2.78%;7.12%;-7.69%;-3.76%;8.13%;6.43%;10.03%;57.43%
2007;-2.73%;0.53%;6.37%;6.17%;6.05%;11.84%;-3.19%;0.23%;1.24%;10.75%;-8.09%;4.17%;36.44%
2008;-11.29%;23.34%;-2.88%;18.36%;24.25%;-6.01%;-11.89%;-7.42%;-28.71%;-34.44%;3.67%;-0.82%;-42.42%
2009;-1.24%;-16.05%;3.03%;20.78%;29.32%;-0.81%;5.35%;1.91%;8.80%;8.73%;2.00%;10.15%;88.85%
2010;-12.95%;2.87%;9.67%;-1.41%;-14.32%;-5.90%;6.96%;-5.84%;-0.17%;-2.59%;-11.25%;12.63%;-23.58%
2011;-2.80%;4.60%;-7.71%;-2.17%;-3.10%;-3.51%;-14.92%;-5.17%;-2.71%;19.60%;-11.99%;5.69%;-25.04%
2012;12.65%;6.38%;-2.33%;4.14%;-7.81%;7.19%;4.04%;-2.08%;7.64%;-7.28%;0.75%;4.05%;28.38%
2013;-0.32%;-5.92%;-3.46%;-2.87%;-10.79%;-7.47%;12.29%;14.81%;-4.20%;8.39%;1.82%;0.60%;-0.48%
2014;-5.96%;-17.55%;1.81%;-8.70%;1.48%;-4.95%;4.05%;-0.47%;-5.90%;-8.57%;-0.30%;-11.65%;-45.44%
2015;-8.33%;13.57%;-5.40%;-0.64%;-6.80%;-14.98%;-17.78%;-10.40%;-0.90%;-7.24%;2.19%;-16.14%;-55.00%
2016;-25.29%;6.15%;75.00%;17.18%;-30.57%;9.16%;28.90%;17.15%;1.55%;23.66%;17.17%;-16.58%;128.50%
2017;9.24%;5.68%;15.68%;-8.34%;-2.17%;7.40%;4.63%;10.93%;-6.29%;-1.72%;-11.73%;8.70%;31.90%
2018;19.19%;9.55%;-2.66%;7.00%;-18.16%;-6.38%;16.04%;3.44%;4.95%;-2.85%;-5.16%;0.58%;21.64%
2019;3.76%;-1.73%;-1.46%;-4.75%;-0.07%;8.32%;-5.36%;-6.52%;0.00%;1.46%;28.57%;19.73%;43.11%
2020;6.84%;-19.15%;-36.95%;15.59%;2.33%;22.27%;9.52%;8.89%;6.05%;6.41%;3.42%;9.94%;20.53%
2021;-2.61%;7.49%;14.83%;13.99%;1.83%;-8.33%;2.83%;-8.79%;-3.12%;0.09%;2.66%;6.80%;27.54%
2022;0.58%;-10.04%;19.39%;-8.60%;6.85%;-22.10%;9.87%;3.94%;1.93%;8.72%;27.10%;-3.92%;26.99%
2023;10.08%;-10.49%;-2.09%;0.72%;-3.81%;6.96%;16.64%;-7.12%;-7.57%;-9.72%;4.35%;4.25%;-1.69%
2024;-7.30%;2.07%;-0.45%;-2.78%;1.00%;1.43%;-2.75%;2.74%;4.07%;5.87%;11.47%;-13.42%;-0.33%
2025;-6.48%;-1.13%;-1.48%;-4.43%;-0.13%;0.14%;0.27%;4.13%;0.00%;0.00%;0.00%;0.00%;-9.08%
