;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;16.47%;-28.28%;7.02%;17.52%;0.73%;-19.40%;21.43%;-27.67%;-22.29%;11.63%;5.76%;-31.27%
2022;-1.31%;-2.93%;12.61%;-12.23%;-2.36%;-14.99%;7.85%;9.45%;8.00%;9.44%;-12.57%;-1.99%;-6.04%
2023;11.81%;-11.56%;-2.69%;-0.73%;3.66%;0.14%;-4.86%;-13.11%;1.11%;1.60%;6.14%;9.46%;-2.17%
2024;-12.64%;10.22%;2.60%;-15.62%;11.40%;-0.46%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-7.57%
