;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;-87.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-87.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-10.26%;0.00%;-10.26%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;0.00%;-5.71%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-5.71%
2006;0.00%;0.00%;0.00%;0.00%;157.58%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;29.41%;215.42%
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;17.27%;-3.10%;-16.00%;0.00%;4.76%;5.49%
2008;70.00%;6.95%;-15.00%;-17.30%;34.53%;-27.27%;0.00%;-26.47%;0.00%;0.00%;0.00%;0.00%;28.65%
2009;0.00%;0.00%;19.00%;1.51%;0.00%;49.58%;5.62%;0.00%;1.06%;0.00%;0.00%;0.00%;76.78%
2010;0.00%;4.21%;1.01%;0.00%;0.81%;0.50%;0.00%;0.00%;-0.50%;-14.50%;8.77%;0.00%;0.30%
2011;0.00%;10.22%;0.00%;-11.71%;-17.68%;-2.68%;0.76%;3.45%;-9.33%;10.29%;0.00%;-8.67%;-23.99%
2012;10.22%;0.00%;32.45%;11.16%;-4.76%;-14.50%;0.00%;0.00%;0.00%;-0.58%;0.00%;0.00%;33.63%
2013;0.00%;16.47%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.47%
2014;0.00%;0.00%;0.00%;-12.51%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-12.34%
2015;0.00%;0.00%;0.00%;0.00%;0.00%;-38.01%;-5.66%;0.00%;0.00%;0.00%;0.00%;0.00%;-47.27%
2016;0.00%;0.00%;-39.00%;0.00%;-16.39%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-55.39%
2017;0.00%;0.00%;18.24%;2.54%;0.00%;107.30%;52.00%;-5.26%;0.00%;5.22%;0.00%;6.12%;183.82%
2018;24.38%;-0.00%;-7.04%;-5.83%;-5.30%;-2.95%;-1.27%;-2.67%;-2.53%;13.35%;3.15%;5.36%;90.14%
2019;15.84%;-3.41%;-4.94%;3.59%;1.01%;7.21%;19.25%;-3.95%;1.83%;2.24%;1.32%;16.96%;55.77%
2020;2.30%;-6.83%;-43.19%;31.68%;0.22%;2.04%;9.26%;-3.88%;-12.71%;0.19%;15.01%;8.91%;5.37%
2021;-7.46%;-9.54%;21.22%;0.94%;10.92%;13.38%;4.33%;-15.46%;-10.29%;-1.16%;5.57%;-1.97%;16.91%
2022;13.55%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;14.36%
