;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2013;0.00%;0.00%;0.00%;2.71%;8.33%;-4.71%;4.77%;6.76%;13.36%;12.20%;3.80%;-3.54%;51.02%
2014;-7.35%;5.26%;7.77%;4.14%;8.99%;13.82%;2.03%;9.74%;-9.78%;2.67%;1.39%;-4.92%;35.76%
2015;-6.53%;10.83%;2.21%;7.06%;-5.29%;2.07%;-5.32%;-8.29%;-13.55%;7.21%;-2.37%;-6.31%;-19.33%
2016;-4.93%;7.89%;23.22%;0.94%;-9.13%;3.12%;7.22%;-0.57%;2.50%;7.56%;-11.98%;0.04%;23.72%
2017;-1.38%;5.60%;2.03%;2.36%;-2.64%;-1.55%;-4.19%;4.13%;3.28%;-3.14%;-3.07%;5.99%;6.90%
2018;9.20%;-3.43%;0.58%;-6.12%;-5.17%;-6.14%;0.12%;3.28%;-1.55%;9.88%;6.95%;-2.58%;3.29%
2019;12.58%;-9.96%;-2.86%;6.56%;5.59%;8.51%;0.22%;3.30%;7.22%;-3.03%;1.41%;9.43%;43.63%
2020;-7.75%;-3.47%;-21.98%;6.84%;-4.78%;7.87%;2.05%;-2.26%;-8.00%;-2.43%;20.61%;3.75%;-14.57%
2021;-6.65%;-6.51%;-4.64%;-7.92%;4.79%;-1.28%;-7.49%;-8.62%;4.67%;10.73%;-5.48%;-0.62%;-27.03%
2022;11.52%;3.52%;10.94%;-0.51%;5.70%;-3.42%;11.67%;1.01%;-6.05%;11.74%;5.49%;7.63%;74.90%
2023;12.07%;-4.55%;-4.97%;5.54%;-9.85%;-0.52%;1.14%;2.70%;2.73%;-1.44%;1.76%;7.51%;10.70%
2024;1.78%;1.04%;-2.46%;-0.98%;0.31%;1.95%;6.80%;8.48%;-3.35%;-3.46%;-2.16%;7.90%;15.92%
2025;6.52%;4.25%;6.50%;6.13%;-12.30%;-4.56%;-5.87%;2.30%;0.00%;0.00%;0.00%;0.00%;1.18%
