;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-3.66%;-5.70%;-15.57%;-4.61%;-6.67%;15.18%;-3.10%;-1.44%;1.46%;-6.56%;-2.57%;4.92%;-27.20%
2001;32.66%;-8.71%;0.55%;18.98%;-9.25%;22.29%;-8.02%;1.47%;-17.63%;4.34%;18.31%;16.25%;77.39%
2002;-15.01%;19.33%;8.01%;16.29%;-2.89%;-31.37%;-4.12%;26.33%;-26.45%;21.72%;3.90%;-3.26%;-7.46%
2003;-1.84%;-0.21%;9.69%;20.61%;20.47%;-14.44%;8.48%;8.45%;3.90%;17.50%;30.32%;-2.04%;144.90%
2004;-15.00%;6.13%;7.53%;-17.96%;8.90%;8.17%;2.22%;5.43%;3.92%;12.34%;12.50%;2.04%;35.42%
2005;-4.92%;0.32%;-4.52%;-1.18%;4.96%;3.09%;-1.11%;11.47%;24.39%;-4.61%;-5.31%;7.65%;29.85%
2006;26.90%;1.89%;1.72%;9.28%;-7.34%;-11.07%;-0.16%;-3.81%;-1.04%;9.35%;13.88%;8.20%;51.66%
2007;8.59%;-1.29%;-2.78%;4.36%;13.79%;5.64%;6.13%;-4.73%;9.54%;1.33%;1.60%;-4.40%;42.50%
2008;-3.78%;-3.35%;-18.25%;25.05%;12.60%;-19.64%;-4.02%;-5.22%;-4.37%;-35.08%;-3.18%;2.66%;-51.71%
2009;-3.27%;-2.46%;21.81%;9.43%;14.63%;0.09%;11.61%;10.66%;19.38%;-9.67%;9.54%;-6.31%;97.21%
2010;-2.94%;5.94%;0.27%;0.47%;-13.37%;-5.12%;23.89%;-6.75%;12.82%;3.02%;-0.60%;-4.50%;8.53%
2011;-5.28%;-0.03%;-0.67%;-1.90%;-3.24%;-0.18%;-6.07%;1.60%;-7.04%;4.27%;-6.56%;-2.07%;-24.57%
2012;14.73%;1.69%;-6.15%;-9.13%;-15.18%;-2.35%;11.62%;6.33%;6.99%;-12.62%;1.11%;16.84%;8.02%
2013;-4.69%;7.95%;2.13%;-6.13%;0.59%;-13.15%;2.77%;1.68%;12.15%;15.09%;-13.55%;-5.13%;-4.69%
2014;-14.39%;-0.91%;10.14%;2.59%;-2.14%;8.56%;11.55%;26.98%;-28.13%;9.60%;7.10%;-19.97%;-2.58%
2015;-13.08%;14.81%;-3.41%;16.19%;-14.58%;6.77%;-9.18%;-19.14%;-14.75%;5.07%;2.00%;-9.52%;-37.99%
2016;-6.04%;-2.24%;46.01%;11.84%;-25.51%;4.31%;22.53%;10.26%;-1.77%;28.46%;-2.70%;-1.44%;90.57%
2017;10.75%;6.40%;2.02%;-2.72%;-13.73%;-5.43%;7.09%;6.97%;13.68%;-1.32%;-13.10%;6.31%;13.28%
2018;24.70%;5.34%;-1.84%;-10.55%;-17.25%;-5.66%;13.44%;-7.38%;-2.16%;45.16%;4.40%;4.17%;46.10%
2019;11.55%;-2.43%;-3.72%;1.97%;4.37%;4.03%;-8.75%;-6.05%;-1.62%;5.85%;-0.71%;10.48%;13.62%
2020;-8.10%;-3.46%;-40.48%;2.19%;8.21%;4.25%;4.45%;-2.77%;-9.28%;0.61%;13.62%;14.59%;-26.54%
2021;-12.73%;-17.16%;8.56%;-2.66%;12.99%;-4.06%;-1.56%;-3.79%;-5.03%;-1.38%;11.72%;-9.39%;-25.64%
2022;13.21%;7.81%;-1.45%;-4.27%;10.23%;-8.85%;7.76%;15.90%;-7.60%;-3.89%;-4.70%;-1.56%;20.38%
2023;17.19%;-0.98%;-2.95%;9.59%;4.11%;10.71%;-2.45%;-2.26%;0.17%;3.96%;0.00%;0.00%;41.23%
