;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-7.27%;-11.76%;-11.11%;-7.50%;-18.92%;16.67%;14.29%;-22.50%;6.45%;-3.03%;40.62%;28.89%;5.45%
2001;-25.86%;-23.26%;-9.09%;-3.33%;10.34%;9.38%;-14.29%;0.00%;-16.67%;20.00%;-30.00%;-4.76%;-65.52%
2002;25.00%;12.00%;-14.29%;4.17%;-8.00%;-13.04%;-25.00%;26.67%;15.79%;27.27%;-28.57%;0.00%;0.00%
2003;50.00%;0.00%;-6.67%;-3.57%;48.15%;-22.50%;-3.23%;33.33%;10.00%;0.00%;36.36%;5.00%;215.00%
2004;31.75%;-3.61%;-12.50%;-21.43%;25.45%;30.43%;44.44%;-15.38%;27.27%;28.57%;11.11%;-0.50%;215.87%
2005;-0.50%;-6.57%;-0.54%;-2.17%;1.67%;8.20%;-10.61%;-6.21%;-4.22%;12.58%;-10.06%;24.22%;0.50%
2006;-9.50%;37.02%;0.40%;0.80%;0.00%;1.59%;5.88%;-5.93%;-39.76%;14.38%;2.29%;28.49%;15.00%
2007;13.04%;23.08%;20.00%;4.17%;-2.50%;10.26%;28.14%;-9.26%;25.00%;-22.08%;-7.80%;-33.18%;30.43%
2008;-40.67%;-10.11%;-13.13%;12.95%;33.76%;-10.95%;-9.63%;-2.37%;-19.39%;-22.56%;-0.97%;0.98%;-65.67%
2009;-3.88%;-1.01%;-6.12%;19.57%;2.73%;0.88%;5.26%;-3.33%;7.76%;12.00%;-3.57%;5.19%;37.86%
2010;21.13%;8.14%;-3.23%;-17.22%;-6.04%;14.29%;4.37%;7.78%;-3.33%;-2.30%;17.06%;2.01%;42.96%
2011;-5.91%;-2.62%;-8.60%;20.59%;-11.71%;-14.36%;1.94%;-22.78%;4.10%;9.45%;4.32%;21.38%;-13.30%
2012;-5.11%;8.98%;2.75%;1.60%;0.00%;10.53%;5.24%;24.43%;7.27%;-1.69%;34.14%;14.91%;153.98%
2013;-4.92%;17.41%;0.20%;14.00%;-6.32%;-11.05%;-12.21%;3.60%;7.87%;6.65%;0.60%;-0.40%;11.41%
2014;-10.04%;-1.79%;13.18%;2.41%;7.84%;-7.27%;-1.57%;0.60%;-2.97%;-5.92%;3.04%;1.05%;-3.61%
2015;-17.08%;-9.05%;2.21%;-5.95%;-6.03%;-9.17%;-7.41%;-13.45%;-2.52%;-7.76%;1.40%;-5.07%;-57.08%
2016;-15.53%;6.32%;12.43%;20.19%;-6.00%;-1.70%;12.55%;14.62%;-9.73%;-5.20%;-12.55%;-8.97%;-1.46%
2017;30.54%;1.89%;7.04%;-0.00%;19.72%;-10.12%;21.86%;8.71%;23.79%;13.73%;-5.34%;0.00%;170.44%
2018;2.19%;1.78%;-5.95%;-4.28%;-19.84%;-9.47%;17.69%;-11.16%;1.79%;30.73%;-3.08%;3.18%;-5.46%
2019;11.18%;-9.88%;-5.58%;-1.63%;-10.97%;-1.16%;-4.00%;-8.09%;12.00%;-5.24%;2.01%;32.27%;3.47%
2020;11.36%;-14.72%;-56.27%;26.91%;17.31%;25.00%;3.37%;4.43%;17.41%;19.58%;9.38%;-0.29%;27.75%
2021;16.03%;9.17%;3.34%;33.07%;13.31%;29.03%;-18.95%;2.61%;-25.33%;-11.89%;-13.49%;16.57%;40.52%
2022;-2.18%;-7.95%;14.29%;-10.08%;-4.71%;-25.18%;35.06%;15.83%;3.42%;14.58%;-31.13%;1.35%;-14.63%
2023;-0.85%;-15.56%;-12.63%;0.17%;11.11%;3.88%;20.55%;-22.05%;-11.01%;-19.93%;45.06%;10.36%;-9.36%
2024;-12.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-12.33%
