;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;14.29%;-15.00%;-1.96%;0.00%;4.55%;7.58%;-1.09%;3.82%;-8.98%;4.64%;-15.91%;25.68%;10.71%
2001;9.68%;-3.92%;1.02%;-2.02%;6.70%;2.42%;-0.38%;-2.84%;-1.56%;4.93%;-6.59%;5.05%;11.83%
2002;-1.54%;20.51%;2.92%;1.42%;18.00%;2.25%;6.82%;-9.64%;15.47%;10.85%;4.17%;2.90%;97.88%
2003;-5.93%;7.44%;-12.50%;-9.90%;7.33%;-4.55%;22.50%;7.68%;5.60%;11.10%;-0.77%;31.40%;64.72%
2004;-7.96%;8.01%;-5.34%;-18.31%;20.57%;-7.39%;12.65%;2.50%;14.64%;-4.98%;9.18%;13.36%;33.63%
2005;4.90%;14.27%;-6.08%;-19.41%;2.12%;-0.93%;13.26%;3.33%;22.07%;-5.89%;2.72%;-0.21%;26.49%
2006;18.52%;-8.21%;1.64%;1.34%;-1.51%;-0.80%;-3.31%;-9.00%;1.85%;15.58%;10.29%;6.66%;33.40%
2007;11.62%;1.98%;5.23%;10.09%;3.60%;-0.97%;7.68%;4.50%;27.76%;4.92%;-3.54%;-5.41%;86.22%
2008;-12.61%;13.18%;3.14%;8.50%;-0.20%;-12.38%;-17.53%;-8.17%;-15.92%;-22.33%;-3.03%;0.58%;-53.31%
2009;17.37%;-5.02%;0.42%;16.39%;5.38%;-9.26%;7.39%;-1.00%;12.30%;8.76%;9.42%;1.31%;79.34%
2010;-1.51%;3.15%;13.28%;-7.09%;-5.84%;-12.70%;11.23%;-3.44%;11.56%;2.49%;-0.07%;3.30%;11.42%
2011;3.16%;-1.37%;-5.24%;-2.92%;-2.97%;-1.51%;1.29%;-10.63%;-4.80%;2.49%;-4.71%;-5.28%;-28.70%
2012;13.31%;-2.57%;-1.49%;-0.70%;-11.76%;6.76%;-7.43%;-9.07%;8.02%;2.63%;0.40%;12.45%;7.17%
2013;-4.78%;-6.11%;-7.06%;-2.39%;-11.20%;-5.06%;7.30%;10.70%;0.35%;3.74%;0.34%;-0.45%;-15.54%
2014;-7.45%;-0.15%;-4.79%;-5.95%;-3.69%;2.74%;11.32%;-10.29%;-8.05%;-6.89%;-6.84%;-5.93%;-38.64%
2015;-15.06%;14.19%;-15.58%;26.25%;-11.48%;-8.78%;-2.30%;0.28%;-7.48%;2.90%;-22.80%;-1.06%;-40.53%
2016;-25.40%;21.50%;28.28%;29.97%;-27.78%;14.42%;13.71%;-8.43%;5.14%;23.98%;27.08%;-8.48%;97.08%
2017;25.31%;1.68%;-8.95%;-7.79%;-1.09%;6.74%;7.93%;12.08%;-9.15%;0.72%;9.47%;14.57%;56.78%
2018;2.96%;8.69%;-6.30%;15.30%;4.03%;-2.05%;10.59%;-2.22%;11.56%;-5.20%;-6.89%;-3.41%;26.68%
2019;-10.78%;3.52%;8.13%;-1.63%;-2.20%;5.76%;-3.88%;-8.51%;4.78%;-1.15%;5.89%;6.64%;4.51%
2020;-5.68%;-11.86%;-2.46%;3.79%;18.15%;5.51%;8.57%;-1.70%;-0.96%;2.44%;28.82%;12.12%;64.07%
2021;0.57%;7.47%;3.65%;11.28%;5.28%;-1.33%;-3.96%;-9.27%;-22.74%;-6.07%;-2.32%;11.45%;-10.85%
2022;3.73%;14.11%;3.60%;-12.88%;3.51%;-11.19%;-8.89%;-7.53%;11.69%;-6.82%;27.68%;3.70%;14.01%
2023;6.33%;-9.72%;-5.90%;-9.83%;-11.86%;0.64%;7.69%;-5.90%;3.84%;2.10%;7.03%;4.54%;-13.14%
2024;-12.23%;-1.14%;-9.20%;4.04%;-0.14%;-1.55%;-0.95%;-9.14%;0.00%;0.00%;0.00%;0.00%;-27.46%
