;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-92.57%;9.68%;-5.88%;-9.37%;-5.52%;2.19%;7.14%;33.33%;-10.50%;0.00%;-21.79%;-21.43%;-94.73%
2001;44.55%;-2.52%;-6.45%;13.10%;-8.54%;-0.67%;0.00%;0.00%;0.00%;-46.31%;75.00%;42.14%;80.91%
2002;-44.72%;0.00%;0.00%;50.00%;0.00%;0.00%;0.00%;-15.76%;0.00%;0.00%;7.19%;0.00%;-25.13%
2003;-3.36%;0.00%;-6.94%;-43.28%;5.26%;-12.50%;1.43%;-1.41%;8.57%;10.53%;0.00%;0.00%;-43.62%
2004;22.62%;-22.33%;-12.50%;7.14%;-2.67%;0.00%;-10.96%;10.77%;20.83%;-28.74%;-6.45%;-1.72%;-32.14%
2005;1.75%;3.45%;-16.67%;-16.00%;-4.76%;-15.00%;-14.71%;-13.79%;-20.00%;-5.00%;10.53%;-14.29%;-68.42%
2006;116.67%;-35.90%;-8.00%;0.00%;0.00%;0.00%;-34.78%;6.67%;-12.50%;7.14%;20.00%;66.67%;66.67%
2007;140.00%;-6.94%;4.48%;2.86%;16.67%;4.76%;2.27%;-8.89%;4.88%;16.28%;25.00%;78.40%;643.33%
2008;17.49%;121.37%;62.93%;82.22%;-8.25%;-43.04%;-0.00%;-16.11%;-33.77%;-36.00%;1.87%;103.68%;197.76%
2009;-37.50%;-9.40%;54.26%;-19.66%;6.65%;-15.49%;-2.38%;-1.46%;3.71%;3.82%;-0.69%;-2.78%;-36.75%
2010;9.52%;-4.35%;3.86%;-8.10%;-13.33%;-3.30%;1.14%;-13.48%;14.29%;-7.95%;4.94%;3.53%;-16.19%
2011;-9.09%;-15.00%;-19.12%;-14.55%;2.13%;-2.08%;-0.00%;-17.02%;-5.13%;2.70%;-13.16%;-15.15%;-68.18%
2012;-0.00%;0.21%;-11.11%;-20.83%;-21.05%;-13.33%;-23.08%;10.00%;-22.52%;-25.00%;-16.67%;0.00%;-80.23%
2013;0.00%;0.00%;20.00%;-16.67%;0.00%;-20.00%;-0.00%;25.00%;60.00%;37.50%;-27.27%;-25.00%;20.00%
2014;33.33%;-12.50%;-0.00%;-14.29%;-0.00%;-33.33%;25.00%;0.00%;-20.00%;-25.00%;33.33%;-25.00%;-50.00%
2015;0.00%;0.00%;0.00%;0.00%;33.33%;-25.00%;-33.33%;-57.33%;60.94%;89.32%;-1.03%;6.22%;-8.89%
2016;-39.02%;18.40%;-28.38%;83.02%;-23.20%;-3.36%;29.17%;-3.23%;-7.22%;-1.20%;-21.82%;-11.63%;-44.39%
2017;0.00%;-7.89%;-31.43%;-11.11%;35.94%;-4.60%;-9.64%;-5.33%;-7.04%;-27.27%;-28.33%;-16.28%;-74.74%
2018;-13.43%;-14.44%;-12.50%;2.14%;-10.49%;1.56%;0.77%;-0.76%;10.77%;41.67%;31.58%;-31.79%;-15.24%
2019;25.56%;-5.39%;-4.43%;-14.57%;-3.88%;-4.03%;2.52%;3.28%;5.56%;-10.53%;-0.00%;47.90%;32.33%
2020;15.34%;-8.87%;-49.73%;45.16%;-2.96%;64.12%;-22.79%;-11.45%;8.84%;-21.25%;34.92%;4.12%;0.57%
2021;-22.03%;-3.62%;15.04%;-1.96%;14.00%;27.49%;-14.22%;-17.65%;-7.79%;0.00%;-8.45%;9.23%;-19.77%
2022;-11.27%;-15.08%;-5.61%;-12.87%;-10.23%;-36.71%;4.00%;-0.96%;-5.83%;8.25%;-21.90%;-11.82%;-74.54%
2023;-5.00%;-3.51%;12.73%;40.32%;-11.49%;12.99%;5.75%;-28.80%;24.43%;-39.26%;6.06%;-16.19%;-26.67%
2024;-21.59%;4.35%;-4.17%;-27.54%;-42.50%;1.74%;-15.38%;-9.09%;5.56%;96.84%;-15.51%;-32.91%;-69.89%
2025;-37.74%;15.15%;60.53%;-3.28%;-1.69%;-17.24%;12.50%;9.26%;0.00%;0.00%;0.00%;0.00%;11.32%
