;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;100.00%;0.00%;0.00%;0.00%;0.00%;200.00%;0.00%;500.00%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-33.33%;0.00%;0.00%;350.00%;16.67%;250.00%
2006;0.00%;0.00%;0.00%;0.00%;6.97%;0.00%;0.00%;0.00%;0.00%;0.00%;41.90%;0.00%;51.80%
2007;-12.68%;3.00%;56.72%;-6.19%;10.68%;66.38%;0.34%;-14.55%;26.67%;-6.58%;-4.23%;-5.91%;122.60%
2008;-6.22%;-6.67%;3.57%;17.24%;5.85%;-8.31%;0.00%;0.00%;-30.30%;-34.78%;18.67%;-0.00%;-44.36%
2009;0.00%;0.00%;0.00%;4.82%;-4.49%;5.88%;-2.78%;-2.86%;0.00%;5.88%;8.33%;5.13%;20.72%
2010;7.32%;11.36%;0.00%;0.41%;-18.37%;0.00%;0.00%;0.00%;0.00%;-12.50%;14.17%;0.00%;-2.14%
2011;0.00%;-4.90%;2.63%;0.00%;1.88%;-7.90%;0.17%;-3.00%;0.17%;0.00%;2.69%;-5.29%;-13.32%
2012;0.00%;0.00%;-0.00%;-2.51%;-6.31%;0.00%;0.00%;0.00%;9.81%;3.28%;29.41%;3.64%;38.92%
2013;0.88%;9.78%;6.89%;-3.76%;-14.00%;-11.63%;-10.63%;0.12%;17.06%;15.08%;7.42%;-10.57%;0.25%
2014;-9.09%;-2.50%;-7.44%;11.22%;-7.64%;11.11%;-5.00%;5.26%;3.05%;0.00%;-12.57%;-0.11%;-15.73%
2015;2.78%;3.78%;3.12%;5.18%;1.49%;0.00%;0.00%;0.00%;-21.95%;4.37%;2.99%;0.00%;-1.48%
2016;0.00%;0.00%;4.65%;15.23%;0.00%;-3.60%;8.92%;19.05%;0.00%;-10.00%;-11.11%;0.00%;20.59%
2017;0.00%;0.00%;0.00%;4.76%;0.00%;0.00%;0.05%;24.94%;28.00%;0.00%;0.00%;-21.56%;31.47%
2018;-11.91%;0.00%;-0.50%;2.64%;0.00%;-4.55%;7.14%;0.00%;0.00%;-15.20%;0.00%;0.00%;-21.97%
2019;15.36%;0.00%;4.95%;0.00%;3.19%;0.00%;-0.43%;0.00%;8.70%;-2.00%;0.00%;-6.12%;24.39%
2020;0.00%;13.04%;0.00%;1.23%;0.00%;0.00%;7.69%;1.14%;-1.07%;15.52%;0.00%;0.19%;42.72%
2021;0.00%;0.00%;87.15%;26.39%;0.00%;-30.56%;3.85%;-14.80%;-19.56%;-0.03%;0.00%;-5.41%;10.56%
2022;0.00%;0.00%;2.86%;2.59%;0.00%;-2.53%;0.00%;0.00%;0.00%;2.59%;4.17%;-0.27%;9.63%
2023;0.00%;0.00%;0.00%;-3.64%;-2.56%;0.00%;-1.20%;0.00%;0.00%;0.00%;0.00%;0.00%;-7.24%
2024;0.00%;3.55%;0.00%;1.38%;-0.06%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;4.92%
2025;-31.39%;0.00%;0.00%;0.00%;2.99%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-29.34%
