;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;18.29%;-14.43%;-2.41%;-1.48%;-0.00%;-2.26%;-6.92%;15.70%;-0.00%;2.38%;-6.98%;0.00%;-2.44%
2001;17.50%;-6.38%;0.23%;2.04%;22.22%;-3.64%;1.89%;3.70%;5.36%;10.17%;6.92%;-6.47%;62.50%
2002;4.62%;-4.41%;0.00%;1.54%;-0.91%;-0.61%;-9.38%;11.21%;6.87%;7.14%;9.33%;9.76%;38.46%
2003;-7.89%;3.74%;4.65%;16.67%;7.14%;10.22%;-23.23%;26.05%;-8.33%;-16.36%;14.13%;-4.86%;11.00%
2004;0.00%;-7.91%;0.00%;-0.00%;0.11%;3.15%;-5.26%;-0.00%;36.11%;-2.12%;0.08%;-8.33%;10.11%
2005;-13.64%;47.37%;-20.36%;-18.83%;0.00%;-0.55%;-8.33%;9.09%;16.11%;-14.83%;17.98%;23.90%;18.27%
2006;11.45%;-3.45%;7.07%;86.79%;-23.57%;-11.21%;-45.84%;6.90%;-0.00%;38.18%;25.00%;2.37%;49.50%
2007;-7.61%;4.62%;-11.54%;-3.19%;4.97%;12.43%;15.21%;-1.83%;2.37%;-7.05%;-14.91%;-5.17%;-15.17%
2008;-8.00%;-5.14%;5.35%;-7.71%;0.20%;-5.60%;0.85%;1.45%;-25.58%;1.01%;5.00%;-2.29%;-36.67%
2009;-1.56%;6.05%;12.62%;21.16%;12.95%;-7.76%;1.25%;0.65%;4.52%;1.85%;3.03%;-8.82%;51.22%
2010;4.19%;5.20%;-1.88%;9.00%;-15.30%;8.69%;8.24%;-2.78%;-0.00%;1.94%;28.76%;1.22%;50.89%
2011;-8.60%;-0.28%;6.18%;-2.22%;-0.18%;-0.73%;-0.46%;-3.69%;4.74%;-0.78%;11.42%;0.00%;4.09%
2012;3.22%;4.04%;21.16%;0.79%;4.63%;6.56%;0.83%;8.01%;5.89%;13.29%;2.15%;-2.17%;90.94%
2013;7.09%;3.34%;-5.62%;-1.06%;0.92%;-9.68%;-12.98%;4.65%;-2.09%;5.07%;-3.43%;-2.61%;-17.00%
2014;-5.43%;5.57%;-10.69%;6.06%;-3.61%;3.76%;5.80%;1.92%;-3.49%;-6.96%;-7.68%;7.18%;-9.39%
2015;-7.92%;5.81%;-3.01%;5.05%;-1.05%;1.81%;-9.87%;-9.91%;-5.41%;-6.12%;-8.04%;8.75%;-27.90%
2016;-19.52%;-2.32%;38.27%;11.56%;-2.49%;-0.93%;-0.19%;1.12%;-3.19%;14.96%;-4.16%;-12.15%;10.80%
2017;5.53%;17.94%;0.00%;3.18%;-5.53%;-1.28%;14.20%;4.50%;13.80%;0.20%;-5.64%;13.88%;75.11%
2018;-5.30%;-5.18%;-2.46%;-1.73%;-11.38%;-5.46%;-6.45%;-1.72%;-1.79%;14.33%;-7.78%;10.06%;-24.45%
2019;1.91%;3.63%;-1.46%;-3.85%;-4.27%;3.03%;5.63%;1.51%;5.80%;14.16%;3.29%;10.71%;46.16%
2020;9.84%;-10.22%;-25.65%;3.77%;-14.12%;20.46%;6.03%;0.74%;-9.85%;2.53%;34.22%;-9.51%;-5.61%
2021;-14.01%;-13.22%;19.41%;-4.56%;12.47%;2.26%;-2.77%;-4.43%;-7.77%;0.54%;-2.70%;14.50%;-6.10%
2022;-3.44%;-11.06%;7.03%;-2.88%;-8.63%;-13.50%;-12.43%;2.48%;-4.77%;11.07%;-6.55%;-29.38%;-55.79%
2023;-15.76%;-21.52%;23.92%;10.22%;19.22%;9.77%;19.35%;-11.41%;15.52%;-5.04%;-3.94%;15.06%;51.52%
2024;4.15%;-7.23%;3.35%;1.02%;-0.66%;-6.18%;0.21%;1.85%;-7.86%;-1.09%;-8.89%;2.48%;-18.36%
2025;-10.62%;-0.48%;-4.16%;2.67%;-7.96%;4.47%;4.17%;14.65%;0.00%;0.00%;0.00%;0.00%;0.52%
