;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-3.41%;11.65%;-17.76%;3.78%;12.35%;8.74%;14.48%
2007;-1.47%;-4.87%;11.05%;11.60%;9.18%;5.58%;-4.53%;-5.14%;14.58%;-7.64%;-5.51%;37.54%;61.47%
2008;4.82%;10.98%;-36.07%;-10.79%;15.34%;2.14%;-14.34%;-4.75%;-30.59%;-21.29%;2.61%;1.69%;-75.31%
2009;18.33%;-1.41%;-2.14%;9.42%;-1.60%;24.07%;3.28%;12.17%;2.83%;-0.87%;-2.82%;29.43%;90.84%
2010;-4.71%;3.78%;-2.34%;-7.05%;10.45%;0.00%;-1.61%;0.41%;-6.30%;1.91%;2.17%;0.42%;0.88%
2011;-0.41%;6.62%;10.00%;-1.85%;10.13%;-0.11%;12.40%;-21.81%;11.39%;4.05%;9.97%;5.52%;48.29%
2012;-1.93%;11.94%;-0.46%;-2.50%;2.18%;3.45%;2.78%;-18.92%;-19.00%;-9.47%;1.59%;-16.91%;-42.74%
2013;13.62%;-19.10%;16.87%;7.77%;16.05%;-8.30%;3.33%;5.02%;2.63%;-9.06%;5.36%;1.74%;34.03%
2014;1.75%;-2.11%;10.44%;12.63%;-0.90%;0.60%;8.12%;12.19%;-12.95%;-14.88%;8.19%;3.07%;25.93%
2015;-9.92%;1.41%;-1.69%;-6.31%;6.11%;4.66%;-10.00%;-12.22%;-2.03%;2.84%;-12.25%;-6.23%;-43.74%
2016;-1.30%;7.19%;11.83%;20.65%;0.74%;0.00%;5.88%;11.67%;0.00%;0.00%;-7.97%;13.46%;68.32%
2017;2.59%;2.53%;8.37%;-9.05%;-5.30%;-6.91%;2.32%;-4.99%;15.45%;-1.46%;5.07%;-2.44%;12.29%
2018;-0.45%;-15.87%;14.69%;24.93%;-22.44%;28.49%;-0.54%;-6.73%;-2.44%;-0.00%;-2.50%;2.62%;15.90%
2019;14.44%;4.41%;6.65%;10.50%;-1.14%;5.31%;5.88%;-5.17%;1.86%;6.57%;-3.15%;10.73%;57.11%
2020;-0.31%;3.39%;-6.03%;-2.88%;5.65%;-1.00%;13.85%;4.09%;-6.64%;-0.76%;-4.58%;19.59%;36.10%
2021;1.07%;7.25%;1.79%;-5.38%;4.61%;-4.35%;-4.22%;-9.57%;-2.24%;0.00%;9.84%;0.00%;15.25%
2022;-21.61%;-12.41%;8.70%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-27.07%
