;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;5.88%;13.89%;-9.76%;-17.03%;5.86%;17.54%;7.85%;11.41%;9.96%;-6.30%;39.09%
2007;3.40%;4.29%;7.84%;7.35%;15.18%;-6.63%;-9.28%;4.15%;-0.40%;12.08%;-8.91%;-3.28%;24.76%
2008;-19.49%;12.95%;2.41%;5.60%;2.98%;-10.43%;0.21%;8.51%;-21.01%;-17.33%;4.84%;-3.54%;-34.87%
2009;7.33%;7.81%;-3.55%;43.68%;18.27%;-3.47%;12.18%;9.23%;6.21%;10.33%;8.52%;12.13%;219.89%
2010;-0.17%;-5.52%;3.77%;6.71%;8.62%;3.20%;-3.76%;0.85%;-0.08%;20.86%;8.51%;-0.37%;48.33%
2011;-4.14%;-3.12%;1.19%;-4.46%;5.00%;-8.57%;-7.64%;7.52%;11.89%;-12.19%;16.01%;2.72%;0.22%
2012;-9.68%;6.13%;7.02%;10.24%;-1.75%;6.03%;-2.33%;4.37%;6.74%;-1.92%;-3.17%;1.63%;23.71%
2013;7.38%;0.88%;-4.21%;-8.78%;-0.13%;-7.31%;2.89%;4.07%;0.43%;1.31%;-2.98%;0.61%;-6.83%
2014;-14.20%;2.05%;12.56%;2.39%;7.16%;-2.71%;3.13%;6.02%;-10.09%;-2.98%;-1.69%;-1.21%;-2.56%
2015;-3.98%;3.37%;8.45%;-5.43%;6.87%;4.87%;-8.33%;-10.87%;-4.92%;13.37%;-2.05%;-6.70%;-8.19%
2016;4.42%;-2.78%;-13.52%;5.01%;5.04%;3.11%;7.73%;-8.03%;1.27%;-4.67%;-25.73%;12.96%;-19.89%
2017;8.53%;-2.87%;9.51%;0.34%;8.56%;-0.07%;-0.53%;4.20%;0.77%;4.09%;-7.09%;-0.90%;25.79%
2018;8.73%;-6.03%;-5.66%;11.20%;-12.34%;-3.03%;8.31%;-8.96%;-5.78%;-0.00%;15.54%;-6.38%;-8.45%
2019;22.87%;9.59%;8.09%;13.07%;-11.17%;11.32%;10.30%;11.48%;7.16%;7.86%;3.89%;0.11%;140.56%
2020;15.65%;-4.88%;-34.26%;27.00%;1.99%;15.12%;11.58%;12.02%;-6.10%;-0.37%;-0.93%;7.75%;34.61%
2021;-1.11%;10.49%;-7.81%;7.81%;10.84%;9.23%;-6.08%;12.26%;-8.61%;-9.25%;-3.27%;-9.21%;0.97%
2022;1.50%;13.69%;10.08%;-12.12%;-11.26%;-18.01%;13.37%;8.66%;2.80%;12.98%;-6.94%;-10.50%;-3.21%
2023;9.70%;-9.25%;3.19%;-8.88%;12.08%;4.24%;-0.59%;-6.19%;-2.67%;-6.26%;31.61%;1.77%;24.65%
2024;-6.44%;-2.63%;-7.53%;-2.96%;4.28%;5.95%;-8.81%;8.92%;-4.70%;4.48%;-7.98%;-1.79%;-19.27%
2025;27.33%;2.64%;-4.15%;12.74%;12.20%;0.36%;3.32%;-1.65%;0.00%;0.00%;0.00%;0.00%;61.59%
