;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-7.61%;-10.06%;-5.63%;-21.58%
2022;8.89%;-5.99%;9.47%;-10.56%;-7.65%;-9.20%;6.54%;6.50%;6.78%;20.11%;-6.17%;1.50%;16.49%
2023;-4.72%;-0.78%;-5.87%;3.95%;8.70%;24.20%;-1.93%;-5.21%;11.55%;-3.79%;14.92%;3.68%;48.47%
