;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.10%;-9.92%;-26.77%;-23.41%
2008;-25.48%;14.53%;-15.82%;-14.89%;20.83%;-23.28%;-4.49%;12.94%;-16.46%;-18.20%;-10.06%;8.47%;-59.24%
2009;12.50%;4.17%;-12.80%;49.85%;0.20%;-0.20%;46.53%;10.31%;4.80%;7.11%;11.47%;11.00%;243.75%
2010;13.64%;14.40%;10.49%;9.92%;5.68%;14.70%;6.89%;4.80%;4.27%;13.27%;-4.54%;-3.46%;133.33%
2011;-13.16%;0.69%;15.64%;17.42%;-9.83%;-11.19%;-6.11%;6.01%;-6.10%;9.27%;-25.11%;-3.66%;-29.95%
2012;16.96%;14.80%;8.23%;-8.55%;4.21%;-2.13%;-3.48%;6.62%;5.62%;19.24%;6.36%;3.27%;92.96%
2013;0.68%;1.68%;-8.71%;1.02%;-3.60%;-21.87%;-7.64%;-10.24%;9.95%;-10.95%;5.24%;-5.49%;-42.60%
2014;-15.05%;-11.39%;10.00%;-1.34%;11.94%;-3.44%;-9.02%;24.81%;-15.83%;0.77%;-7.64%;0.00%;-21.46%
2015;1.10%;1.98%;-5.69%;4.15%;-17.92%;-9.50%;-22.19%;11.04%;-17.94%;-7.00%;-7.83%;-19.17%;-63.04%
2016;-8.87%;41.63%;10.22%;24.93%;-15.78%;-0.96%;15.44%;5.42%;-13.94%;2.92%;-20.00%;-3.87%;22.89%
2017;6.38%;8.99%;8.25%;11.63%;-21.80%;-21.44%;15.01%;20.85%;31.56%;-16.31%;-9.55%;2.11%;21.64%
2018;10.34%;-11.38%;-6.91%;-10.76%;-19.86%;-18.64%;15.36%;-7.90%;-1.96%;30.00%;8.65%;-8.14%;-28.41%
2019;20.42%;-1.44%;4.38%;25.19%;-25.34%;30.62%;7.77%;2.96%;9.07%;12.74%;6.91%;15.98%;155.88%
2020;0.98%;2.31%;-66.47%;42.83%;15.53%;10.01%;-2.28%;3.43%;-17.65%;-11.22%;8.75%;1.49%;-48.72%
2021;-8.08%;-19.01%;6.51%;-0.74%;44.03%;19.95%;-16.52%;-13.97%;-21.65%;-21.11%;-10.22%;12.57%;-39.00%
2022;-6.32%;-13.48%;5.19%;-28.09%;3.43%;-28.63%;27.33%;15.53%;-5.53%;-13.39%;-28.50%;-15.54%;-67.11%
2023;10.40%;-54.35%;1.59%;-1.56%;1.59%;37.50%;1.14%;-24.72%;-10.45%;-16.33%;54.18%;-3.88%;-40.48%
2024;-29.57%;-12.98%;-18.86%;-16.76%;15.58%;-22.47%;4.35%;-18.75%;-10.26%;-9.52%;-2.11%;8.60%;-72.85%
2025;15.84%;15.38%;20.00%;-14.81%;7.25%;-6.76%;-10.14%;-4.84%;0.00%;0.00%;0.00%;0.00%;16.83%
