;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-2.08%;-13.19%;0.98%;-2.91%;-7.50%;-2.98%;-5.29%;14.71%;-15.38%;1.52%;4.18%;3.15%;-25.00%
2001;6.67%;-1.04%;2.63%;2.82%;24.69%;-20.00%;-10.00%;8.33%;2.31%;-4.76%;-2.63%;-0.00%;2.78%
2002;-10.81%;6.06%;-13.00%;-36.78%;6.87%;-24.65%;-6.45%;28.97%;-19.79%;0.67%;0.07%;24.42%;-49.19%
2003;-6.38%;-8.52%;-3.73%;9.45%;15.53%;-2.70%;-1.94%;-4.81%;2.86%;-1.69%;1.11%;53.30%;48.40%
2004;-3.58%;-9.29%;2.46%;-4.00%;2.50%;5.69%;5.77%;0.00%;-1.82%;4.15%;2.77%;9.00%;12.90%
2005;-4.76%;-0.00%;-26.00%;0.45%;0.80%;-2.13%;-6.82%;-0.98%;2.46%;-1.44%;1.95%;7.66%;-28.57%
2006;20.00%;25.56%;-5.60%;6.25%;-7.35%;-1.27%;-5.47%;5.44%;-13.87%;7.12%;4.90%;15.00%;53.33%
2007;18.84%;-6.10%;-7.79%;23.94%;136.36%;15.38%;19.17%;7.69%;-6.49%;-11.81%;-14.17%;-7.34%;192.75%
2008;-18.81%;4.88%;-22.09%;5.97%;16.90%;-13.25%;-5.56%;-8.82%;-27.42%;-15.56%;18.42%;-11.11%;-60.40%
2009;30.00%;11.54%;-0.00%;8.62%;-1.59%;-3.23%;1.67%;0.00%;3.28%;-1.59%;-0.00%;3.23%;60.00%
2010;26.56%;-11.11%;1.39%;-8.22%;-14.93%;-0.00%;7.02%;-3.28%;-3.39%;3.51%;-5.08%;-3.57%;-15.63%
2011;1.85%;-1.82%;-1.85%;-7.55%;-4.08%;0.00%;-8.51%;0.00%;-9.30%;0.00%;0.00%;2.56%;-25.93%
2012;-5.00%;2.63%;2.56%;-2.50%;-5.13%;-5.41%;-0.00%;17.14%;-2.44%;0.00%;-10.00%;2.78%;-7.50%
2013;-2.70%;-0.00%;-0.00%;-2.78%;-5.71%;3.03%;-2.94%;0.00%;-3.03%;0.00%;0.00%;3.12%;-10.81%
2014;-6.06%;0.00%;-0.00%;-3.23%;-3.33%;-0.00%;-0.00%;-0.00%;-3.45%;0.00%;-3.57%;-7.41%;-24.24%
2015;-4.00%;8.33%;3.85%;0.00%;3.70%;-3.57%;0.00%;-7.41%;-4.00%;4.17%;-4.00%;4.17%;-0.00%
2016;-12.00%;4.55%;13.04%;3.85%;14.81%;-3.23%;13.33%;-1.76%;-9.58%;2.32%;-3.72%;-5.55%;12.40%
2017;1.64%;5.04%;-1.67%;1.66%;-11.64%;7.25%;-5.35%;0.37%;-0.74%;-1.87%;0.00%;-4.94%;-11.03%
2018;2.00%;4.24%;-2.90%;-2.91%;1.76%;-7.84%;-7.40%;-1.24%;-4.09%;27.12%;-8.78%;-0.13%;-4.52%
2019;6.83%;2.75%;4.20%;-3.66%;-1.52%;-0.19%;17.99%;5.38%;22.56%;-5.18%;-2.54%;9.89%;67.57%
2020;-2.00%;-15.82%;-11.48%;3.56%;4.86%;11.63%;3.50%;8.59%;-3.27%;-2.34%;4.52%;7.38%;5.50%
2021;-5.47%;-3.56%;5.41%;-3.08%;2.29%;-0.70%;-1.80%;4.59%;-7.02%;-0.31%;2.37%;6.14%;-2.16%
2022;-1.91%;1.95%;13.66%;0.02%;-14.91%;-3.89%;5.49%;25.34%;0.00%;0.00%;1.35%;-2.04%;22.04%
2023;8.09%;13.80%;13.93%;-1.44%;-0.35%;3.19%;-1.35%;4.50%;21.48%;-10.50%;2.11%;17.01%;90.19%
2024;-4.85%;0.93%;10.71%;0.98%;-6.08%;-7.09%;3.39%;6.34%;0.00%;0.00%;0.00%;0.00%;3.00%
