Acao;Data;Hora;Descrição;Link
VLID3;29/06/2026;09:25;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539191&descTipo=IPE&CodigoInstituicao=1
VLID3;17/06/2026;18:12;Abertura de Novo Programa de Recompra para até 2.000.000 com prazo de 18 meses.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1535708&descTipo=IPE&CodigoInstituicao=1
VLID3;21/05/2026;19:35;"Destituição do Sr. Olavo Vaz como CFO, COO e DRI; Eleição do novo CFO, COO e DRI.";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525769&descTipo=IPE&CodigoInstituicao=1
VLID3;14/05/2026;18:00;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1522275&descTipo=IPE&CodigoInstituicao=1
VLID3;06/05/2026;18:25;Anúncio de Pagamento de Dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1517027&descTipo=IPE&CodigoInstituicao=1
VLID3;30/04/2026;18:30;Agenda de Divulgação de Resultado do 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1513816&descTipo=IPE&CodigoInstituicao=1
VLID3;16/04/2026;18:05;Comunicado ao Mercado - Relatório de Crédito pela Moodys Local;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1505765&descTipo=IPE&CodigoInstituicao=1
VLID3;27/03/2026;20:41;Convocação para AGO/E;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1497478&descTipo=IPE&CodigoInstituicao=1
VLID3;27/03/2026;20:08;Errata Publicação de Edital no Jornal e Adição de item.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1497433&descTipo=IPE&CodigoInstituicao=1
VLID3;24/03/2026;09:49;Alteração do Calendário de Eventos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1494199&descTipo=IPE&CodigoInstituicao=1
VLID3;24/02/2026;19:26;Afirmação dos Ratings pela Moodys Local;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1481391&descTipo=IPE&CodigoInstituicao=1
VLID3;17/12/2025;19:29;11° Emissão de Debênture - Resultado do procedimento de BookBuilding;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1458753&descTipo=IPE&CodigoInstituicao=1
VLID3;08/12/2025;18:58;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1454157&descTipo=IPE&CodigoInstituicao=1
VLID3;28/11/2025;16:03;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1450845&descTipo=IPE&CodigoInstituicao=1
VLID3;24/11/2025;19:50;11ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1448928&descTipo=IPE&CodigoInstituicao=1
VLID3;24/11/2025;18:01;11ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1448760&descTipo=IPE&CodigoInstituicao=1
VLID3;18/11/2025;21:03;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1447110&descTipo=IPE&CodigoInstituicao=1
VLID3;21/10/2025;19:43;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1434573&descTipo=IPE&CodigoInstituicao=1
VLID3;19/08/2025;18:18;Aviso aos Acionistas - 3ª Parcela Pagamento do JCP;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1415160&descTipo=IPE&CodigoInstituicao=1
VLID3;11/08/2025;09:11;Comunicado ao Mercado - Participação em Evento ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1411077&descTipo=IPE&CodigoInstituicao=1
VLID3;11/08/2025;09:00;Comunicado ao Mercado - Participação em Evento ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1411074&descTipo=IPE&CodigoInstituicao=1
